sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"Writing for The Baltimore Sun , David Zurawik cited Aniston among the show 's "" very strong cast "" , while Variety 's Tony Scott wrote that "" All six of the principals ... appear resourceful and display sharp sitcom skills "".","Writing for The Baltimore Sun , David Zurawik cited Aniston among the show 's "" very strong cast "" , while Variety 's Tony Scott wrote "" All six of the principals ... appear resourceful and display sharp sitcom skills "".","Writing for The Baltimore Sun , David Zurawik cited Aniston among the show 's "" very strong cast "" , while Variety 's Tony Scott",""" All six of the principals ... appear resourceful and display sharp sitcom skills "".",0,write,wrote,"Writing for The Baltimore Sun , David Zurawik cited Aniston among the show 's "" very strong cast "" , while Variety 's Tony Scott wrote "" All six of the",that,"Writing for The Baltimore Sun , David Zurawik cited Aniston among the show 's "" very strong cast "" , while Variety 's Tony Scott wrote","Writing for The Baltimore Sun , David Zurawik cited Aniston among the show 's "" very strong cast "" , while Variety 's Tony Scott wrote "" All six of the",28.07467693,4.514868319
"TV Guide wrote that the actress "" instantly charmed audiences with her perfect looks and endearingly flawed persona "".","TV Guide wrote the actress "" instantly charmed audiences with her perfect looks and endearingly flawed persona "".",TV Guide,"the actress "" instantly charmed audiences with her perfect looks and endearingly flawed persona "".",0,write,wrote,"TV Guide wrote the actress "" instantly charmed",that,TV Guide wrote,"TV Guide wrote the actress "" instantly charmed",67.9652352,14.56831312
""" The Guardian 's Ryan Gilbey reviewed that "" Aniston was the sparkiest member of the ensemble and the one least reliant on goofball caricature "" , concluding , "" Playing the only character with whom a sane viewer might reasonably identify also meant that she got the lion 's share of attention "".",""" The Guardian 's Ryan Gilbey reviewed that "" Aniston was the sparkiest member of the ensemble and the one least reliant on goofball caricature "" , concluding , "" Playing the only character with whom a sane viewer might reasonably identify also meant she got the lion 's share of attention "".",""" The Guardian 's Ryan Gilbey reviewed that "" Aniston was the sparkiest member of the ensemble and the one least reliant on goofball caricature "" , concluding , "" Playing the only character with whom a sane viewer might reasonably identify also","she got the lion 's share of attention "".",0,mean,meant,""" The Guardian 's Ryan Gilbey reviewed that "" Aniston was the sparkiest member of the ensemble and the one least reliant on goofball caricature "" , concluding , "" Playing the only character with whom a sane viewer might reasonably identify also meant she got the lion 's",that,""" The Guardian 's Ryan Gilbey reviewed that "" Aniston was the sparkiest member of the ensemble and the one least reliant on goofball caricature "" , concluding , "" Playing the only character with whom a sane viewer might reasonably identify also meant",""" The Guardian 's Ryan Gilbey reviewed that "" Aniston was the sparkiest member of the ensemble and the one least reliant on goofball caricature "" , concluding , "" Playing the only character with whom a sane viewer might reasonably identify also meant she got the lion 's",46.60815683,6.353700161
"According to The Inquisitr News , Rachel is "" the role that would end up launching [ Aniston 's ] success "" , while Bradford Evans of Splitsider believes "" that Jennifer Aniston likely wouldn 't have become a major movie star without Friends "".","According to The Inquisitr News , Rachel is "" the role that would end up launching [ Aniston 's ] success "" , while Bradford Evans of Splitsider believes "" that Jennifer Aniston likely wouldn 't have become a major movie star without Friends "".","According to The Inquisitr News , Rachel is "" the role that would end up launching [ Aniston 's ] success "" , while Bradford Evans of Splitsider",""" that Jennifer Aniston likely wouldn 't have become a major movie star without Friends "".",0,believe,believes,"According to The Inquisitr News , Rachel is "" the role that would end up launching [ Aniston 's ] success "" , while Bradford Evans of Splitsider believes "" that Jennifer Aniston likely",none,"According to The Inquisitr News , Rachel is "" the role that would end up launching [ Aniston 's ] success "" , while Bradford Evans of Splitsider believes","According to The Inquisitr News , Rachel is "" the role that would end up launching [ Aniston 's ] success "" , while Bradford Evans of Splitsider believes "" that Jennifer Aniston likely",35.38429987,8.310198307
"While agreeing that Aniston 's film career has been successful , several critics believe that the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.","While agreeing Aniston 's film career has been successful , several critics believe that the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.",While,"Aniston 's film career has been successful , several critics believe that the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.",0,agree,agreeing,While agreeing Aniston 's film career has,that,While agreeing,While agreeing Aniston 's film career has,62.28540069,13.78681374
"While agreeing that Aniston 's film career has been successful , several critics believe that the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.","While agreeing that Aniston 's film career has been successful , several critics believe the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.","While agreeing that Aniston 's film career has been successful , several critics","the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.",0,believe,believe,"While agreeing that Aniston 's film career has been successful , several critics believe the actress ' filmography remains",that,"While agreeing that Aniston 's film career has been successful , several critics believe","While agreeing that Aniston 's film career has been successful , several critics believe the actress ' filmography remains",43.08285904,8.834335327
"Ryan Gilbey of The Guardian noted that "" Consequently , many of Aniston 's movie roles ... have been Rachel in all but name.","Ryan Gilbey of The Guardian noted "" Consequently , many of Aniston 's movie roles ... have been Rachel in all but name.",Ryan Gilbey of The Guardian,""" Consequently , many of Aniston 's movie roles ... have been Rachel in all but name.",0,note,noted,"Ryan Gilbey of The Guardian noted "" Consequently , many of",that,Ryan Gilbey of The Guardian noted,"Ryan Gilbey of The Guardian noted "" Consequently , many of",45.35283089,8.766410828
""" Andrew Collins of Radio Times agreed , writing that Aniston "" seems trapped , perpetually playing variations of Rachel "".",""" Andrew Collins of Radio Times agreed , writing Aniston "" seems trapped , perpetually playing variations of Rachel "".",""" Andrew Collins of Radio Times agreed ,","Aniston "" seems trapped , perpetually playing variations of Rachel "".",0,write,writing,""" Andrew Collins of Radio Times agreed , writing Aniston "" seems trapped ,",that,""" Andrew Collins of Radio Times agreed , writing",""" Andrew Collins of Radio Times agreed , writing Aniston "" seems trapped ,",63.41610336,11.08700848
"China Daily cited Ross and Rachel 's reunion during the series finale "" The Last One "" among the episode 's highlights , while Gary Susman of Rolling Stone believes that audiences would not have been happy had the couple not ultimately reunited.","China Daily cited Ross and Rachel 's reunion during the series finale "" The Last One "" among the episode 's highlights , while Gary Susman of Rolling Stone believes audiences would not have been happy had the couple not ultimately reunited.","China Daily cited Ross and Rachel 's reunion during the series finale "" The Last One "" among the episode 's highlights , while Gary Susman of Rolling Stone",audiences would not have been happy had the couple not ultimately reunited.,0,believe,believes,"China Daily cited Ross and Rachel 's reunion during the series finale "" The Last One "" among the episode 's highlights , while Gary Susman of Rolling Stone believes audiences would not have been",that,"China Daily cited Ross and Rachel 's reunion during the series finale "" The Last One "" among the episode 's highlights , while Gary Susman of Rolling Stone believes","China Daily cited Ross and Rachel 's reunion during the series finale "" The Last One "" among the episode 's highlights , while Gary Susman of Rolling Stone believes audiences would not have been",29.33649278,12.95750842
"Virgin Media wrote that the couple 's dynamics "" had grown mightily tedious "" by season ten.","Virgin Media wrote the couple 's dynamics "" had grown mightily tedious "" by season ten.",Virgin Media,"the couple 's dynamics "" had grown mightily tedious "" by season ten.",0,write,wrote,"Virgin Media wrote the couple 's dynamics """,that,Virgin Media wrote,"Virgin Media wrote the couple 's dynamics """,58.81512451,10.06230545
"E ! cable network ranked Rachel and Ross the ninth greatest Friends couple , writing that their relationship gave "" Friends fans enough iconic quotes to fill a book "" , considering Phoebe 's line "" See ? [ Ross is ] her lobster ! "" to be among show 's most iconic.","E ! cable network ranked Rachel and Ross the ninth greatest Friends couple , writing their relationship gave "" Friends fans enough iconic quotes to fill a book "" , considering Phoebe 's line "" See ? [ Ross is ] her lobster ! "" to be among show 's most iconic.","E ! cable network ranked Rachel and Ross the ninth greatest Friends couple ,","their relationship gave "" Friends fans enough iconic quotes to fill a book "" , considering Phoebe 's line "" See ? [ Ross is ] her lobster ! "" to be among show 's most iconic.",0,write,writing,"E ! cable network ranked Rachel and Ross the ninth greatest Friends couple , writing their relationship gave "" Friends",that,"E ! cable network ranked Rachel and Ross the ninth greatest Friends couple , writing","E ! cable network ranked Rachel and Ross the ninth greatest Friends couple , writing their relationship gave "" Friends",46.08473635,13.10676622
"Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting that they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.","Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting that they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.","Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to","over which of the two was at fault : Rachel for suggesting that they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.",0,argue,argue,"Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two",none,"Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue","Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two",12.83740675,4.678561687
"Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting that they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.","Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.","Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for","they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.",0,suggest,suggesting,"Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting they take a break from",that,"Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting","Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting they take a break from",19.37251878,10.84429932
"Naming Ross and Rachel the greatest "" will they , won 't they "" couple , Network Ten believes they defined the term , while Suggest dubbed them "" The quintessential will they / won ’ t they couple.","Naming Ross and Rachel the greatest "" will they , won 't they "" couple , Network Ten believes they defined the term , while Suggest dubbed them "" The quintessential will they / won ’ t they couple.","Naming Ross and Rachel the greatest "" will they , won 't they "" couple , Network Ten","they defined the term , while Suggest dubbed them "" The quintessential will they / won ’ t they couple.",0,believe,believes,"Naming Ross and Rachel the greatest "" will they , won 't they "" couple , Network Ten believes they defined the term ,",none,"Naming Ross and Rachel the greatest "" will they , won 't they "" couple , Network Ten believes","Naming Ross and Rachel the greatest "" will they , won 't they "" couple , Network Ten believes they defined the term ,",37.1263814,11.23897171
"Tara Aquino of Complex magazine believes that "" Every other person can tell you what exactly a ' Ross and Rachel ' relationship means "".","Tara Aquino of Complex magazine believes "" Every other person can tell you what exactly a ' Ross and Rachel ' relationship means "".",Tara Aquino of Complex magazine,""" Every other person can tell you what exactly a ' Ross and Rachel ' relationship means "".",0,believe,believes,"Tara Aquino of Complex magazine believes "" Every other person can",that,Tara Aquino of Complex magazine believes,"Tara Aquino of Complex magazine believes "" Every other person can",43.96574759,9.327786982
"In fact , Joshua Kurp of Splitsider believes that the only reason the show 's final two seasons performed well in spite of lackluster reviews "" was because of the Joey / Rachel / Ross love triangle "".","In fact , Joshua Kurp of Splitsider believes the only reason the show 's final two seasons performed well in spite of lackluster reviews "" was because of the Joey / Rachel / Ross love triangle "".","In fact , Joshua Kurp of Splitsider","the only reason the show 's final two seasons performed well in spite of lackluster reviews "" was because of the Joey / Rachel / Ross love triangle "".",0,believe,believes,"In fact , Joshua Kurp of Splitsider believes the only reason the show",that,"In fact , Joshua Kurp of Splitsider believes","In fact , Joshua Kurp of Splitsider believes the only reason the show",27.92196035,8.392354012
"Their relationship also spawned a debate among fans , who argued over whether making Rachel and Joey a couple was a bad idea.","Their relationship also spawned a debate among fans , who argued over whether making Rachel and Joey a couple was a bad idea.","Their relationship also spawned a debate among fans , who",over whether making Rachel and Joey a couple was a bad idea.,0,argue,argued,"Their relationship also spawned a debate among fans , who argued over whether making Rachel and",none,"Their relationship also spawned a debate among fans , who argued","Their relationship also spawned a debate among fans , who argued over whether making Rachel and",38.41610801,5.304570675
"Jenna Mullins of E ! determined that it is because "" It was too far into the series to throw these two together.","Jenna Mullins of E ! determined it is because "" It was too far into the series to throw these two together.",Jenna Mullins of E !,"it is because "" It was too far into the series to throw these two together.",0,determine,determined,"Jenna Mullins of E ! determined it is because """,that,Jenna Mullins of E ! determined,"Jenna Mullins of E ! determined it is because "" It",37.61584949,14.02376056
"According to Stylist magazine , Rachel "" revived [ a ] love of denim shirts and dungarees "" , while Mahogany Clayton of StyleBlazer believes that the character "" managed to dominate every fashion trend that passed by her radar in the most stylish ways possible "".","According to Stylist magazine , Rachel "" revived [ a ] love of denim shirts and dungarees "" , while Mahogany Clayton of StyleBlazer believes the character "" managed to dominate every fashion trend that passed by her radar in the most stylish ways possible "".","According to Stylist magazine , Rachel "" revived [ a ] love of denim shirts and dungarees "" , while Mahogany Clayton of StyleBlazer","the character "" managed to dominate every fashion trend that passed by her radar in the most stylish ways possible "".",0,believe,believes,"According to Stylist magazine , Rachel "" revived [ a ] love of denim shirts and dungarees "" , while Mahogany Clayton of StyleBlazer believes the character "" managed to",that,"According to Stylist magazine , Rachel "" revived [ a ] love of denim shirts and dungarees "" , while Mahogany Clayton of StyleBlazer believes","According to Stylist magazine , Rachel "" revived [ a ] love of denim shirts and dungarees "" , while Mahogany Clayton of StyleBlazer believes the character "" managed to",30.95024118,10.95467949
"Citing every costume the character wore during the first season of Friends , BuzzFeed determined that Rachel popularized the mullet dress.","Citing every costume the character wore during the first season of Friends , BuzzFeed determined Rachel popularized the mullet dress.","Citing every costume the character wore during the first season of Friends , BuzzFeed",Rachel popularized the mullet dress.,0,determine,determined,"Citing every costume the character wore during the first season of Friends , BuzzFeed determined Rachel popularized the mullet dress",that,"Citing every costume the character wore during the first season of Friends , BuzzFeed determined","Citing every costume the character wore during the first season of Friends , BuzzFeed determined Rachel popularized the mullet dress.",60.4208652,12.95612717
"Aniston believes that her hair stylist , Chris McMillan , created the haircut while he was "" stoned "".","Aniston believes her hair stylist , Chris McMillan , created the haircut while he was "" stoned "".",Aniston,"her hair stylist , Chris McMillan , created the haircut while he was "" stoned "".",0,believe,believes,"Aniston believes her hair stylist , Chris",that,Aniston believes,"Aniston believes her hair stylist , Chris",48.49802532,12.33607483
"Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express determined that the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.","Marie Claire estimates 11 million women donned the hairstyle throughout the decade , while the Daily Express determined that the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.",Marie Claire,"11 million women donned the hairstyle throughout the decade , while the Daily Express determined that the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.",0,estimate,estimates,Marie Claire estimates 11 million women donned the,that,Marie Claire estimates,Marie Claire estimates 11 million women donned the,38.47795403,17.49361253
"Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express determined that the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.","Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express determined the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.","Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express","the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.",0,determine,determined,"Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express determined the hairstyle was most popular",that,"Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express determined","Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express determined the hairstyle was most popular",22.41821957,10.13001347
"The Huffington Post determined that the hairstyle is one of "" The Most Famous TV Hairstyles Of All Time "".","The Huffington Post determined the hairstyle is one of "" The Most Famous TV Hairstyles Of All Time "".",The Huffington Post,"the hairstyle is one of "" The Most Famous TV Hairstyles Of All Time "".",0,determine,determined,The Huffington Post determined the hairstyle is one of,that,The Huffington Post determined,The Huffington Post determined the hairstyle is one of,35.40264967,14.11721516
"Zahra Barnes of Self magazine joked that the character 's hair was the "" true star of the show "" , while its popularity led to Virgin Media coining Rachel "" the one with the hair "".","Zahra Barnes of Self magazine joked the character 's hair was the "" true star of the show "" , while its popularity led to Virgin Media coining Rachel "" the one with the hair "".",Zahra Barnes of Self magazine,"the character 's hair was the "" true star of the show "" , while its popularity led to Virgin Media coining Rachel "" the one with the hair "".",0,joke,joked,Zahra Barnes of Self magazine joked the character 's hair was,that,Zahra Barnes of Self magazine joked,Zahra Barnes of Self magazine joked the character 's hair was,42.75942087,12.80298638
"Lauding the "" Rachel "" as one of television 's greatest hairstyles , Sarah Carrillo of Elle magazine believed that its popularity "" helped make Friends the phenomenon it was "".","Lauding the "" Rachel "" as one of television 's greatest hairstyles , Sarah Carrillo of Elle magazine believed its popularity "" helped make Friends the phenomenon it was "".","Lauding the "" Rachel "" as one of television 's greatest hairstyles , Sarah Carrillo of Elle magazine","its popularity "" helped make Friends the phenomenon it was "".",0,believe,believed,"Lauding the "" Rachel "" as one of television 's greatest hairstyles , Sarah Carrillo of Elle magazine believed its popularity "" helped make",that,"Lauding the "" Rachel "" as one of television 's greatest hairstyles , Sarah Carrillo of Elle magazine believed","Lauding the "" Rachel "" as one of television 's greatest hairstyles , Sarah Carrillo of Elle magazine believed its popularity "" helped make",36.09029102,13.64272404
"Opining that Friends spawned few memorable catchphrases in comparison to its contemporaries , Tom Jicha of The Baltimore Sun attributed much of the show 's legacy to the hairstyle , calling it the show 's "" only cultural trend "".","Opining Friends spawned few memorable catchphrases in comparison to its contemporaries , Tom Jicha of The Baltimore Sun attributed much of the show 's legacy to the hairstyle , calling it the show 's "" only cultural trend "".",,"Friends spawned few memorable catchphrases in comparison to its contemporaries , Tom Jicha of The Baltimore Sun attributed much of the show 's legacy to the hairstyle , calling it the show 's "" only cultural trend "".",0,opine,Opining,Opining Friends spawned few memorable catchphrases,that,Opining,Opining Friends spawned few memorable catchphrases,76.82162668,17.94910049
"Josh Robertson of Complex magazine felt that "" With the haircut , the TV fame , and a true gift for comedy ... combined , Aniston became a big star "" , replacing Courteney Cox.","Josh Robertson of Complex magazine felt that "" With the haircut , the TV fame , and a true gift for comedy ... combined , Aniston became a big star "" , replacing Courteney Cox.",Josh Robertson of Complex magazine,"that "" With the haircut , the TV fame , and a true gift for comedy ... combined , Aniston became a big star "" , replacing Courteney Cox.",0,feel,felt,"Josh Robertson of Complex magazine felt that "" With the haircut",none,Josh Robertson of Complex magazine felt,"Josh Robertson of Complex magazine felt that "" With the haircut",47.37685418,12.79452229
"In the second season episode "" The One With The Lesbian Wedding "" , Rachel complains that her overbearing mother ( Marlo Thomas ) is trying to pattern her own life after hers , lamenting , "" Couldn 't she just copy my haircut ? "" Although Aniston eventually abandoned the "" Rachel "" for a straighter , longer look , the hairstyle remained popular nonetheless.","In the second season episode "" The One With The Lesbian Wedding "" , Rachel complains her overbearing mother ( Marlo Thomas ) is trying to pattern her own life after hers , lamenting , "" Couldn 't she just copy my haircut ? "" Although Aniston eventually abandoned the "" Rachel "" for a straighter , longer look , the hairstyle remained popular nonetheless.","In the second season episode "" The One With The Lesbian Wedding "" , Rachel","her overbearing mother ( Marlo Thomas ) is trying to pattern her own life after hers , lamenting , "" Couldn 't she just copy my haircut ? "" Although Aniston eventually abandoned the "" Rachel "" for a straighter , longer look , the hairstyle remained popular nonetheless.",0,complain,complains,"In the second season episode "" The One With The Lesbian Wedding "" , Rachel complains her overbearing mother ( Marlo",that,"In the second season episode "" The One With The Lesbian Wedding "" , Rachel complains","In the second season episode "" The One With The Lesbian Wedding "" , Rachel complains her overbearing mother ( Marlo",49.49302077,11.06478882
"She found maintaining the hairstyle without McMillan 's help difficult , stating "" I 'd curse Chris every time I had to blowdry.","She found maintaining the hairstyle without McMillan 's help difficult , stating "" I 'd curse Chris every time I had to blowdry.","She found maintaining the hairstyle without McMillan 's help difficult ,",""" I 'd curse Chris every time I had to blowdry.",0,state,stating,"She found maintaining the hairstyle without McMillan 's help difficult , stating "" I 'd curse Chris",none,"She found maintaining the hairstyle without McMillan 's help difficult , stating","She found maintaining the hairstyle without McMillan 's help difficult , stating "" I 'd curse Chris",52.39066696,10.49895668
"While its proximity caused the Knights problems with regard to defending their territory , it also meant Homs was close enough for them to raid.","While its proximity caused the Knights problems with regard to defending their territory , it also meant Homs was close enough for them to raid.","While its proximity caused the Knights problems with regard to defending their territory , it also",Homs was close enough for them to raid.,0,mean,meant,"While its proximity caused the Knights problems with regard to defending their territory , it also meant Homs was close enough for",none,"While its proximity caused the Knights problems with regard to defending their territory , it also meant","While its proximity caused the Knights problems with regard to defending their territory , it also meant Homs was close enough for",38.45195556,6.410458565
"Evidence suggests that in the 1130s the order became militarized when Fulk , King of Jerusalem , granted the newly built castle at Bethgibelin to the order in 1136.","Evidence suggests in the 1130s the order became militarized when Fulk , King of Jerusalem , granted the newly built castle at Bethgibelin to the order in 1136.",Evidence,"in the 1130s the order became militarized when Fulk , King of Jerusalem , granted the newly built castle at Bethgibelin to the order in 1136.",0,suggest,suggests,Evidence suggests in the 1130s the order,that,Evidence suggests,Evidence suggests in the 1130s the order,55.95023632,4.973062038
"The order 's agreement with Raymond II stated that if he did not accompany knights of the order on campaign , the spoils belonged entirely to the order , and if he was present it was split equally between the count and the order.","The order 's agreement with Raymond II stated if he did not accompany knights of the order on campaign , the spoils belonged entirely to the order , and if he was present it was split equally between the count and the order.",The order 's agreement with Raymond II,"if he did not accompany knights of the order on campaign , the spoils belonged entirely to the order , and if he was present it was split equally between the count and the order.",0,state,stated,The order 's agreement with Raymond II stated if he did not accompany,that,The order 's agreement with Raymond II stated,The order 's agreement with Raymond II stated if he did not accompany,33.91303349,7.887897968
"An Arab source mentions that the quake destroyed the castle 's chapel , which was replaced by the present chapel.","An Arab source mentions the quake destroyed the castle 's chapel , which was replaced by the present chapel.",An Arab source,"the quake destroyed the castle 's chapel , which was replaced by the present chapel.",0,mention,mentions,An Arab source mentions the quake destroyed the castle,that,An Arab source mentions,An Arab source mentions the quake destroyed the castle,43.55101991,13.84687138
"In May 1188 Saladin led an army to attack Krak des Chevaliers , but on seeing the castle decided it was too well defended and instead marched on the Hospitaller castle of Margat , which he also failed to capture.","In May 1188 Saladin led an army to attack Krak des Chevaliers , but on seeing the castle decided it was too well defended and instead marched on the Hospitaller castle of Margat , which he also failed to capture.","In May 1188 Saladin led an army to attack Krak des Chevaliers , but on seeing the castle","it was too well defended and instead marched on the Hospitaller castle of Margat , which he also failed to capture.",0,decide,decided,"In May 1188 Saladin led an army to attack Krak des Chevaliers , but on seeing the castle decided it was too well defended",none,"In May 1188 Saladin led an army to attack Krak des Chevaliers , but on seeing the castle decided","In May 1188 Saladin led an army to attack Krak des Chevaliers , but on seeing the castle decided it was too well defended",21.60216284,15.03769923
The main contemporary accounts relating to Krak des Chevaliers are of Muslim origin and tend to emphasize Muslim success while overlooking setbacks against the Crusaders although they suggest that the Knights Hospitaller forced the settlements of Hama and Homs to pay tribute to the Order.,The main contemporary accounts relating to Krak des Chevaliers are of Muslim origin and tend to emphasize Muslim success while overlooking setbacks against the Crusaders although they suggest the Knights Hospitaller forced the settlements of Hama and Homs to pay tribute to the Order.,The main contemporary accounts relating to Krak des Chevaliers are of Muslim origin and tend to emphasize Muslim success while overlooking setbacks against the Crusaders although they,the Knights Hospitaller forced the settlements of Hama and Homs to pay tribute to the Order.,0,suggest,suggest,The main contemporary accounts relating to Krak des Chevaliers are of Muslim origin and tend to emphasize Muslim success while overlooking setbacks against the Crusaders although they suggest the Knights Hospitaller forced the,that,The main contemporary accounts relating to Krak des Chevaliers are of Muslim origin and tend to emphasize Muslim success while overlooking setbacks against the Crusaders although they suggest,The main contemporary accounts relating to Krak des Chevaliers are of Muslim origin and tend to emphasize Muslim success while overlooking setbacks against the Crusaders although they suggest the Knights Hospitaller forced the,41.55023407,9.414259672
"In 1268 Master Hugh Revel complained that the area , previously home to around 10 @,@ 000 people , now stood deserted and that the Order 's property in the Kingdom of Jerusalem produced little income.","In 1268 Master Hugh Revel complained the area , previously home to around 10 @,@ 000 people , now stood deserted and that the Order 's property in the Kingdom of Jerusalem produced little income.",In 1268 Master Hugh Revel,"the area , previously home to around 10 @,@ 000 people , now stood deserted and that the Order 's property in the Kingdom of Jerusalem produced little income.",0,complain,complained,"In 1268 Master Hugh Revel complained the area , previously home",that,In 1268 Master Hugh Revel complained,"In 1268 Master Hugh Revel complained the area , previously home",56.65681553,12.60828686
He also noted that by this point there were only 300 of the Order 's brethren left in the east.,He also noted by this point there were only 300 of the Order 's brethren left in the east.,He also,by this point there were only 300 of the Order 's brethren left in the east.,0,note,noted,He also noted by this point there were,that,He also noted,He also noted by this point there were,35.08535671,6.692060471
"It has been reported that the castle was shelled in August 2012 by the Syrian Arab Army , and the Crusader chapel has been damaged.","It has been reported the castle was shelled in August 2012 by the Syrian Arab Army , and the Crusader chapel has been damaged.",It has been,"the castle was shelled in August 2012 by the Syrian Arab Army , and the Crusader chapel has been damaged.",0,report,reported,It has been reported the castle was shelled in,that,It has been reported,It has been reported the castle was shelled in,44.83920351,3.494074821
"Writing in the early 20th century , T. E. Lawrence , popularly known as Lawrence of Arabia , remarked that Krak des Chevaliers was "" perhaps the best preserved and most wholly admirable castle in the world , [ a castle which ] forms a fitting commentary on any account of the Crusading buildings of Syria "".","Writing in the early 20th century , T. E. Lawrence , popularly known as Lawrence of Arabia , remarked Krak des Chevaliers was "" perhaps the best preserved and most wholly admirable castle in the world , [ a castle which ] forms a fitting commentary on any account of the Crusading buildings of Syria "".","Writing in the early 20th century , T. E. Lawrence , popularly known as Lawrence of Arabia ,","Krak des Chevaliers was "" perhaps the best preserved and most wholly admirable castle in the world , [ a castle which ] forms a fitting commentary on any account of the Crusading buildings of Syria "".",0,remark,remarked,"Writing in the early 20th century , T. E. Lawrence , popularly known as Lawrence of Arabia , remarked Krak des Chevaliers was """,that,"Writing in the early 20th century , T. E. Lawrence , popularly known as Lawrence of Arabia , remarked","Writing in the early 20th century , T. E. Lawrence , popularly known as Lawrence of Arabia , remarked Krak des Chevaliers was """,53.83545355,9.5089131
"It is unknown how it was defended at the time of the 1271 siege , though it has been suggested it was surrounded by a timber palisade.","It is unknown how it was defended at the time of the 1271 siege , though it has been suggested it was surrounded by a timber palisade.","It is unknown how it was defended at the time of the 1271 siege , though it has been",it was surrounded by a timber palisade.,0,suggest,suggested,"It is unknown how it was defended at the time of the 1271 siege , though it has been suggested it was surrounded by a",none,"It is unknown how it was defended at the time of the 1271 siege , though it has been suggested","It is unknown how it was defended at the time of the 1271 siege , though it has been suggested it was surrounded by a",23.24730498,1.665554762
"Writing in 1982 , historian Jaroslav Folda noted that at the time there had been little investigation of Crusader frescoes that would provide a comparison for the fragmentary remains found at Krak des Chevaliers.","Writing in 1982 , historian Jaroslav Folda noted at the time there had been little investigation of Crusader frescoes that would provide a comparison for the fragmentary remains found at Krak des Chevaliers.","Writing in 1982 , historian Jaroslav Folda",at the time there had been little investigation of Crusader frescoes that would provide a comparison for the fragmentary remains found at Krak des Chevaliers.,0,note,noted,"Writing in 1982 , historian Jaroslav Folda noted at the time there had",that,"Writing in 1982 , historian Jaroslav Folda noted","Writing in 1982 , historian Jaroslav Folda noted at the time there had",24.13547143,4.888048649
