sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"Darryl Sterdan of Jam ! noted the "" Crazy in Love "" is "" instantly addictive horn lines "".","Darryl Sterdan of Jam ! noted the "" Crazy in Love "" is "" instantly addictive horn lines "".",0,note,noted,none,Darryl Sterdan of Jam !,Darryl Sterdan of Jam ! noted,"Darryl Sterdan of Jam ! noted the "" Crazy in Love",43.12810802,10.55759716
"Anthony DeCurtis of Rolling Stone wrote : "" ' Crazy in Love ' ... roars out of the speakers on the strength of a propulsive horn sample and the charged presence of her pal , Jay @-@ Z. "" Ben Ratliff of Blender magazine called the song an "" itchy [ and ] eager @-@ to @-@ please "" one.","Anthony DeCurtis of Rolling Stone wrote : "" ' Crazy in Love ' ... roars out of the speakers on the strength of a propulsive horn sample and the charged presence of her pal , Jay @-@ Z. "" Ben Ratliff of Blender magazine called the song an "" itchy [ and ] eager @-@ to @-@ please "" one.",0,write,wrote,none,Anthony DeCurtis of Rolling Stone,Anthony DeCurtis of Rolling Stone wrote,"Anthony DeCurtis of Rolling Stone wrote : "" ' Crazy in",50.80764627,4.759915739
"Similarly , Allison Stewart of The Washington Post called it the best song on the album , praising its instrumentation , harmonies , and the rap verse of Jay Z. This was echoed by Kelefa Sanneh of The New York Times who wrote that "" Crazy in Love "" is the best one on the album thanks to its "" simplicity , irresistible combination of triumphant horns and a wicked hip @-@ hop beat "".","Similarly , Allison Stewart of The Washington Post called it the best song on the album , praising its instrumentation , harmonies , and the rap verse of Jay Z. This was echoed by Kelefa Sanneh of The New York Times who wrote "" Crazy in Love "" is the best one on the album thanks to its "" simplicity , irresistible combination of triumphant horns and a wicked hip @-@ hop beat "".",0,write,wrote,that,"Similarly , Allison Stewart of The Washington Post called it the best song on the album , praising its instrumentation , harmonies , and the rap verse of Jay Z. This was echoed by Kelefa Sanneh of The New York Times who","Similarly , Allison Stewart of The Washington Post called it the best song on the album , praising its instrumentation , harmonies , and the rap verse of Jay Z. This was echoed by Kelefa Sanneh of The New York Times who wrote","Similarly , Allison Stewart of The Washington Post called it the best song on the album , praising its instrumentation , harmonies , and the rap verse of Jay Z. This was echoed by Kelefa Sanneh of The New York Times who wrote "" Crazy in Love """,30.75026119,3.193513155
"She added that "" [ Beyoncé ’ s ] vocals - as deft and accurate as ever - convey none of the giddy rush that the lyrics describe.","She added "" [ Beyoncé ’ s ] vocals - as deft and accurate as ever - convey none of the giddy rush that the lyrics describe.",0,add,added,that,She,She added,"She added "" [ Beyoncé ’ s",82.79894733,9.043409348
"Rob Fitzpatrick of NME called "" Crazy in Love "" a "" head @-@ nodding [ and ] body @-@ rocking funk @-@ soul genius "" and wrote that it is "" a 100 per cent , stone @-@ cold , dead @-@ cert classic "".","Rob Fitzpatrick of NME called "" Crazy in Love "" a "" head @-@ nodding [ and ] body @-@ rocking funk @-@ soul genius "" and wrote it is "" a 100 per cent , stone @-@ cold , dead @-@ cert classic "".",0,write,wrote,that,"Rob Fitzpatrick of NME called "" Crazy in Love "" a "" head @-@ nodding [ and ] body @-@ rocking funk @-@ soul genius "" and","Rob Fitzpatrick of NME called "" Crazy in Love "" a "" head @-@ nodding [ and ] body @-@ rocking funk @-@ soul genius "" and wrote","Rob Fitzpatrick of NME called "" Crazy in Love "" a "" head @-@ nodding [ and ] body @-@ rocking funk @-@ soul genius "" and wrote it is "" a 100",33.82593727,6.905161381
"Los Angeles Times writer Natalie Nichols noted that "" sexy dance tunes as the vintage funk @-@ flavored ' Crazy in Love ' "" made Dangerously in Love a great album.","Los Angeles Times writer Natalie Nichols noted "" sexy dance tunes as the vintage funk @-@ flavored ' Crazy in Love ' "" made Dangerously in Love a great album.",0,note,noted,that,Los Angeles Times writer Natalie Nichols,Los Angeles Times writer Natalie Nichols noted,"Los Angeles Times writer Natalie Nichols noted "" sexy dance tunes as",61.25430907,8.86988651
"Neil Drumming of Entertainment Weekly wrote that the song has a "" fresh sound "".","Neil Drumming of Entertainment Weekly wrote the song has a "" fresh sound "".",0,write,wrote,that,Neil Drumming of Entertainment Weekly,Neil Drumming of Entertainment Weekly wrote,"Neil Drumming of Entertainment Weekly wrote the song has a """,35.33586335,6.47326827
"Spence D. of IGN Music wrote that Beyoncé rides the "" infectious rhythm "" with grace and mid @-@ range seductively.","Spence D. of IGN Music wrote Beyoncé rides the "" infectious rhythm "" with grace and mid @-@ range seductively.",0,write,wrote,that,Spence D. of IGN Music,Spence D. of IGN Music wrote,"Spence D. of IGN Music wrote Beyoncé rides the "" infectious",70.40663612,9.689854145
"He added , "" As [ it ] can be expected , the track bumps when Jay drops his distinctive uptown flavor.","He added , "" As [ it ] can be expected , the track bumps when Jay drops his distinctive uptown flavor.",0,add,added,none,He,He added,"He added , "" As [ it",41.0043295,9.116201401
"He added , "" As [ it ] can be expected , the track bumps when Jay drops his distinctive uptown flavor.","He added , "" As [ it ] can be expected , the track bumps when Jay drops his distinctive uptown flavor.",0,add,added,none,He,He added,"He added , "" As [ it",41.0043295,9.116201401
""" Lisa Verrico of The Times wrote that Jay Z performed a "" decent rap "" , however , "" Beyoncé and the beats save the day "" and that "" Crazy in Love "" was a departure for Beyoncé from Destiny 's Child.",""" Lisa Verrico of The Times wrote Jay Z performed a "" decent rap "" , however , "" Beyoncé and the beats save the day "" and that "" Crazy in Love "" was a departure for Beyoncé from Destiny 's Child.",0,write,wrote,that,""" Lisa Verrico of The Times",""" Lisa Verrico of The Times wrote",""" Lisa Verrico of The Times wrote Jay Z performed a """,44.29832911,5.643137693
"Cynthia Fuchs , writing for PopMatters commented that the photo shoot scene uses the routine used by Jennifer Lopez in the video for "" Jenny from the Block "" ( 2002 ) with hot lights , scary makeup , and inclusion of many shots of legs.","Cynthia Fuchs , writing for PopMatters commented the photo shoot scene uses the routine used by Jennifer Lopez in the video for "" Jenny from the Block "" ( 2002 ) with hot lights , scary makeup , and inclusion of many shots of legs.",0,comment,commented,that,"Cynthia Fuchs , writing for PopMatters","Cynthia Fuchs , writing for PopMatters commented","Cynthia Fuchs , writing for PopMatters commented the photo shoot scene uses",54.01454449,15.82319355
"She wrote that : "" Beyoncé 's body becomes its undeniable emblem.","She wrote : "" Beyoncé 's body becomes its undeniable emblem.",0,write,wrote,that,She,She wrote,"She wrote : "" Beyoncé 's body",48.48865533,8.78962326
Tom Moon of The Philadelphia Inquirer wrote that Beyoncé shakes every inch of her famously photogenic goddess frame.,Tom Moon of The Philadelphia Inquirer wrote Beyoncé shakes every inch of her famously photogenic goddess frame.,0,write,wrote,that,Tom Moon of The Philadelphia Inquirer,Tom Moon of The Philadelphia Inquirer wrote,Tom Moon of The Philadelphia Inquirer wrote Beyoncé shakes every inch of,59.65059429,4.646013088
"Monique Jessen And Todd Peterson wrote that she , "" ... lit up the stage with her performance of "" Crazy in Love "" , wearing a white Roberto Cavalli dress and nearly half a million dollars worth of diamonds.","Monique Jessen And Todd Peterson wrote she , "" ... lit up the stage with her performance of "" Crazy in Love "" , wearing a white Roberto Cavalli dress and nearly half a million dollars worth of diamonds.",0,write,wrote,that,Monique Jessen And Todd Peterson,Monique Jessen And Todd Peterson wrote,"Monique Jessen And Todd Peterson wrote she , "" ... lit",59.21103239,12.1048677
"After "" Crazy in Love "" , Beyoncé performed a short rendition of Gnarls Barkley 's "" Crazy "" ( 2006 ) , singing , "" Who do you , who do you think you are ? / Ha , ha , ha , bless your soul.","After "" Crazy in Love "" , Beyoncé performed a short rendition of Gnarls Barkley 's "" Crazy "" ( 2006 ) , singing , "" Who do you , who do you think you are ? / Ha , ha , ha , bless your soul.",0,think,think,none,"After "" Crazy in Love "" , Beyoncé performed a short rendition of Gnarls Barkley 's "" Crazy "" ( 2006 ) , singing , "" Who do you , who do you","After "" Crazy in Love "" , Beyoncé performed a short rendition of Gnarls Barkley 's "" Crazy "" ( 2006 ) , singing , "" Who do you , who do you think","After "" Crazy in Love "" , Beyoncé performed a short rendition of Gnarls Barkley 's "" Crazy "" ( 2006 ) , singing , "" Who do you , who do you think you are ? / Ha",26.93772623,2.725955248
""" Jon Pareles of The New York Times wrote : "" Beyoncé needs no distractions from her singing , which can be airy or brassy , tearful or vicious , rapid @-@ fire with staccato syllables or sustained in curlicued melismas.",""" Jon Pareles of The New York Times wrote : "" Beyoncé needs no distractions from her singing , which can be airy or brassy , tearful or vicious , rapid @-@ fire with staccato syllables or sustained in curlicued melismas.",0,write,wrote,none,""" Jon Pareles of The New York Times",""" Jon Pareles of The New York Times wrote",""" Jon Pareles of The New York Times wrote : "" Beyoncé needs no",45.44616897,4.886188984
""" Frank Scheck of The Hollywood Reporter wrote : "" Her performance of ' Crazy in Love ' featured some surprising arrangements that gave the material freshness "".",""" Frank Scheck of The Hollywood Reporter wrote : "" Her performance of ' Crazy in Love ' featured some surprising arrangements that gave the material freshness "".",0,write,wrote,none,""" Frank Scheck of The Hollywood Reporter",""" Frank Scheck of The Hollywood Reporter wrote",""" Frank Scheck of The Hollywood Reporter wrote : "" Her performance of",35.52472043,3.720614672
"Dan DeLuca of noted that the song was one of the "" beat @-@ savvy booty @-@ shaking workouts "" performed during the revue.","Dan DeLuca of noted the song was one of the "" beat @-@ savvy booty @-@ shaking workouts "" performed during the revue.",0,note,noted,that,Dan DeLuca of,Dan DeLuca of noted,Dan DeLuca of noted the song was one of,33.4707085,16.788517
"A writer of Black Entertainment Television noted that , "" She dazzled fans with an assortment of high @-@ energy performances of her upbeat hits like ... ' Crazy in Love.","A writer of Black Entertainment Television noted , "" She dazzled fans with an assortment of high @-@ energy performances of her upbeat hits like ... ' Crazy in Love.",0,note,noted,that,A writer of Black Entertainment Television,A writer of Black Entertainment Television noted,"A writer of Black Entertainment Television noted , "" She dazzled fans",48.07601798,11.03750515
"In July 2013 , while placing Beyoncé at number 33 on their list of 50 Best Live Musicians , the writers of Rolling Stone magazine noted that the performance of "" Crazy in Love "" was a highlight during her live shows with the singer "" expertly poppin ' her booty "".","In July 2013 , while placing Beyoncé at number 33 on their list of 50 Best Live Musicians , the writers of Rolling Stone magazine noted the performance of "" Crazy in Love "" was a highlight during her live shows with the singer "" expertly poppin ' her booty "".",0,note,noted,that,"In July 2013 , while placing Beyoncé at number 33 on their list of 50 Best Live Musicians , the writers of Rolling Stone magazine","In July 2013 , while placing Beyoncé at number 33 on their list of 50 Best Live Musicians , the writers of Rolling Stone magazine noted","In July 2013 , while placing Beyoncé at number 33 on their list of 50 Best Live Musicians , the writers of Rolling Stone magazine noted the performance of "" Crazy",33.13251865,8.020614624
"Ross Langager of PopMatters noted that their cover "" sparks an initial chuckle of recognition but soon after becomes more than a bit unfortunate "".","Ross Langager of PopMatters noted their cover "" sparks an initial chuckle of recognition but soon after becomes more than a bit unfortunate "".",0,note,noted,that,Ross Langager of PopMatters,Ross Langager of PopMatters noted,"Ross Langager of PopMatters noted their cover "" sparks an",61.32807207,7.849270993
"Kate Kroll of Rolling Stone gave a negative review for Chisholm 's performance , saying that "" Her voice sounded thin , and she just can 't seem to shake that Stepford Wife stare.","Kate Kroll of Rolling Stone gave a negative review for Chisholm 's performance , saying "" Her voice sounded thin , and she just can 't seem to shake that Stepford Wife stare.",0,say,saying,that,"Kate Kroll of Rolling Stone gave a negative review for Chisholm 's performance ,","Kate Kroll of Rolling Stone gave a negative review for Chisholm 's performance , saying","Kate Kroll of Rolling Stone gave a negative review for Chisholm 's performance , saying "" Her voice sounded thin",35.69961214,2.765142202
"Upon hearing a preview of the song , Randall Roberts of the Los Angeles Times commented that the cover was the best song on the album sang with a "" surprising , simmering urgency "".","Upon hearing a preview of the song , Randall Roberts of the Los Angeles Times commented the cover was the best song on the album sang with a "" surprising , simmering urgency "".",0,comment,commented,that,"Upon hearing a preview of the song , Randall Roberts of the Los Angeles Times","Upon hearing a preview of the song , Randall Roberts of the Los Angeles Times commented","Upon hearing a preview of the song , Randall Roberts of the Los Angeles Times commented the cover was the best",31.46246862,5.655974388
"Kyle Anderson of Entertainment Weekly also wrote that the swing cover of "" Crazy in Love "" was one of the highlights on the album.","Kyle Anderson of Entertainment Weekly also wrote the swing cover of "" Crazy in Love "" was one of the highlights on the album.",0,write,wrote,that,Kyle Anderson of Entertainment Weekly also,Kyle Anderson of Entertainment Weekly also wrote,"Kyle Anderson of Entertainment Weekly also wrote the swing cover of """,42.80107659,5.292076647
"Margot said , "" It inspires me to work on other artists ' songs [ because ] it pushes my boundaries in a direction that I wouldn ’ t necessarily come up with.","Margot said , "" It inspires me to work on other artists ' songs [ because ] it pushes my boundaries in a direction that I wouldn ’ t necessarily come up with.",0,say,said,none,Margot,Margot said,"Margot said , "" It inspires me",36.54101926,7.449498177
"Obviously I know how ' Crazy in Love ' goes , but I knew there was the possibility her vocals would be different.","Obviously I know how ' Crazy in Love ' goes , but I knew there was the possibility her vocals would be different.",0,know,know,other,Obviously I,Obviously I know,Obviously I know how ' Crazy in Love,46.1422019,6.328138828
"Obviously I know how ' Crazy in Love ' goes , but I knew there was the possibility her vocals would be different.","Obviously I know how ' Crazy in Love ' goes , but I knew there was the possibility her vocals would be different.",0,know,knew,none,"Obviously I know how ' Crazy in Love ' goes , but I","Obviously I know how ' Crazy in Love ' goes , but I knew","Obviously I know how ' Crazy in Love ' goes , but I knew there was the possibility her",31.73714839,8.166764855
"This time , Vokes was determined that the operation would be successful , with armoured forces of the Three Rivers Regiment moving to the start lines well before 07 : 00.","This time , Vokes was determined the operation would be successful , with armoured forces of the Three Rivers Regiment moving to the start lines well before 07 : 00.",0,determine,determined,that,"This time , Vokes was","This time , Vokes was determined","This time , Vokes was determined the operation would be successful",28.06279421,9.949455738
"He is reported to have remarked , "" It is not a question of further advance , it is a question of holding on to what we have got "".","He is reported to have remarked , "" It is not a question of further advance , it is a question of holding on to what we have got "".",0,remark,remarked,none,He is reported to have,He is reported to have remarked,"He is reported to have remarked , "" It is not",23.73504837,10.6155138
"In 1985 , Bedell put forward an agricultural plan that he thought would increase production controls for farmers , thus raising prices for crops.","In 1985 , Bedell put forward an agricultural plan that he thought would increase production controls for farmers , thus raising prices for crops.",0,think,thought,none,"In 1985 , Bedell put forward an agricultural plan that he","In 1985 , Bedell put forward an agricultural plan that he thought","In 1985 , Bedell put forward an agricultural plan that he thought would increase production controls for",34.4779191,4.613890648
"Representatives such as Pat Roberts claimed that the referendum was redundant because the farmers already voted the politicians into office , and this bill was an example of the politicians not doing their jobs.","Representatives such as Pat Roberts claimed the referendum was redundant because the farmers already voted the politicians into office , and this bill was an example of the politicians not doing their jobs.",0,claim,claimed,that,Representatives such as Pat Roberts,Representatives such as Pat Roberts claimed,Representatives such as Pat Roberts claimed the referendum was redundant because,36.32703733,13.47609997
"He also claimed that certain large oil companies underpaid their "" windfall taxes "" in certain cases and wanted to pass legislation to increase regulations on these corporations.","He also claimed certain large oil companies underpaid their "" windfall taxes "" in certain cases and wanted to pass legislation to increase regulations on these corporations.",0,claim,claimed,that,He also,He also claimed,He also claimed certain large oil companies underpaid,51.07694697,5.961379051
"He called his Central American policies "" sheer lunacy , "" saying that the mining of harbors was an acts of war.","He called his Central American policies "" sheer lunacy , "" saying the mining of harbors was an acts of war.",0,say,saying,that,"He called his Central American policies "" sheer lunacy , ""","He called his Central American policies "" sheer lunacy , "" saying","He called his Central American policies "" sheer lunacy , "" saying the mining of harbors was",43.36992013,12.48616982
"It asserted that Bedell had gone to Taiwan in 1973 to discuss "" prior violations of customs law "" in regards to the sale of fishing rods from the company 's Taiwan subsidiary.","It asserted Bedell had gone to Taiwan in 1973 to discuss "" prior violations of customs law "" in regards to the sale of fishing rods from the company 's Taiwan subsidiary.",0,assert,asserted,that,It,It asserted,It asserted Bedell had gone to Taiwan,57.65597343,19.42645168
"Bedell responded by denying any wrongdoing , saying that he has not been personally involved in the company in years.","Bedell responded by denying any wrongdoing , saying he has not been personally involved in the company in years.",0,say,saying,that,"Bedell responded by denying any wrongdoing ,","Bedell responded by denying any wrongdoing , saying","Bedell responded by denying any wrongdoing , saying he has not been personally",20.35540819,2.341814041
"Bedell said that it was unbelievable for the United States to settle disputes with war , and he said that an Iraq war would be similar to the Vietnam War.","Bedell said it was unbelievable for the United States to settle disputes with war , and he said that an Iraq war would be similar to the Vietnam War.",0,say,said,that,Bedell,Bedell said,Bedell said it was unbelievable for the,26.92957127,5.312829018
"Bedell said that it was unbelievable for the United States to settle disputes with war , and he said that an Iraq war would be similar to the Vietnam War.","Bedell said that it was unbelievable for the United States to settle disputes with war , and he said an Iraq war would be similar to the Vietnam War.",0,say,said,that,Bedell,Bedell said,Bedell said that it was unbelievable for,27.51615095,5.312829018
"In the 2004 presidential election , Bedell attacked John Kerry for voting for Newt Gingrich 's Freedom to Farm Act , which Bedell claims wrecked the farm program.","In the 2004 presidential election , Bedell attacked John Kerry for voting for Newt Gingrich 's Freedom to Farm Act , which Bedell claims wrecked the farm program.",0,claim,claims,none,"In the 2004 presidential election , Bedell attacked John Kerry for voting for Newt Gingrich 's Freedom to Farm Act , which Bedell","In the 2004 presidential election , Bedell attacked John Kerry for voting for Newt Gingrich 's Freedom to Farm Act , which Bedell claims","In the 2004 presidential election , Bedell attacked John Kerry for voting for Newt Gingrich 's Freedom to Farm Act , which Bedell claims wrecked the farm program.",26.07050216,7.023897386
"It received mixed reception in Australia , with some Australian viewers saying the episode was a mockery of their country.","It received mixed reception in Australia , with some Australian viewers saying the episode was a mockery of their country.",0,say,saying,none,"It received mixed reception in Australia , with some Australian viewers","It received mixed reception in Australia , with some Australian viewers saying","It received mixed reception in Australia , with some Australian viewers saying the episode was a mockery",24.35057485,3.189762115
"While in the bathroom , Bart notices that the water in the sink always drains counterclockwise.","While in the bathroom , Bart notices the water in the sink always drains counterclockwise.",0,notice,notices,that,"While in the bathroom , Bart","While in the bathroom , Bart notices","While in the bathroom , Bart notices the water in the sink",17.58182728,11.6333673
"Lisa explains ( not entirely correctly ) that the water never drains the other way except in the southern hemisphere , due to the Coriolis effect , but Bart does not believe her.","Lisa explains ( not entirely correctly ) the water never drains the other way except in the southern hemisphere , due to the Coriolis effect , but Bart does not believe her.",5,explain,explains,that,Lisa,Lisa explains,Lisa explains ( not entirely correctly ) the water never drains the,87.84652424,13.2444973
"After Bart makes his apology , the Parliament reveals that they want to give him the additional punishment of a "" booting "" , which is a kick in the buttocks using a giant boot.","After Bart makes his apology , the Parliament reveals they want to give him the additional punishment of a "" booting "" , which is a kick in the buttocks using a giant boot.",0,reveal,reveals,that,"After Bart makes his apology , the Parliament","After Bart makes his apology , the Parliament reveals","After Bart makes his apology , the Parliament reveals they want to give him",23.63393462,11.10206914
"Looking down on Australia , they see that bullfrogs have begun to overpopulate and destroy the Australian ecosystem , due to a bullfrog Bart left earlier at the airport.","Looking down on Australia , they see bullfrogs have begun to overpopulate and destroy the Australian ecosystem , due to a bullfrog Bart left earlier at the airport.",0,see,see,that,"Looking down on Australia , they","Looking down on Australia , they see","Looking down on Australia , they see bullfrogs have begun to overpopulate",54.02776819,8.2913692
"The camera zooms in on the koala , ending with a close @-@ up of its eye , implying that America will face a similar fate as Australia.","The camera zooms in on the koala , ending with a close @-@ up of its eye , implying America will face a similar fate as Australia.",0,imply,implying,that,"The camera zooms in on the koala , ending with a close @-@ up of its eye ,","The camera zooms in on the koala , ending with a close @-@ up of its eye , implying","The camera zooms in on the koala , ending with a close @-@ up of its eye , implying America will face a similar",39.91282296,10.29074001
"The writing staff wanted to do an episode where the Simpsons family traveled to Australia , because they thought everyone in Australia had a good sense of humor and that they "" would get the jokes "".","The writing staff wanted to do an episode where the Simpsons family traveled to Australia , because they thought everyone in Australia had a good sense of humor and that they "" would get the jokes "".",0,think,thought,none,"The writing staff wanted to do an episode where the Simpsons family traveled to Australia , because they","The writing staff wanted to do an episode where the Simpsons family traveled to Australia , because they thought","The writing staff wanted to do an episode where the Simpsons family traveled to Australia , because they thought everyone in Australia had a",20.82737756,4.170185089
The staff had previously poked fun at several American institutions on the show and they thought it would be interesting to poke fun at a whole nation.,The staff had previously poked fun at several American institutions on the show and they thought it would be interesting to poke fun at a whole nation.,0,think,thought,none,The staff had previously poked fun at several American institutions on the show and they,The staff had previously poked fun at several American institutions on the show and they thought,The staff had previously poked fun at several American institutions on the show and they thought it would be interesting to,9.262071863,6.998893738
"When Bart is talking to the boy 's father on the phone he says "" I think I hear a dingo eating your baby "" , referencing the case of Azaria Chamberlain , a ten @-@ week @-@ old baby who was killed by dingoes.","When Bart is talking to the boy 's father on the phone he says "" I think I hear a dingo eating your baby "" , referencing the case of Azaria Chamberlain , a ten @-@ week @-@ old baby who was killed by dingoes.",0,say,says,none,When Bart is talking to the boy 's father on the phone he,When Bart is talking to the boy 's father on the phone he says,"When Bart is talking to the boy 's father on the phone he says "" I think I hear",30.20265555,2.660681844
"When Bart is talking to the boy 's father on the phone he says "" I think I hear a dingo eating your baby "" , referencing the case of Azaria Chamberlain , a ten @-@ week @-@ old baby who was killed by dingoes.","When Bart is talking to the boy 's father on the phone he says "" I think I hear a dingo eating your baby "" , referencing the case of Azaria Chamberlain , a ten @-@ week @-@ old baby who was killed by dingoes.",0,think,think,none,"When Bart is talking to the boy 's father on the phone he says "" I","When Bart is talking to the boy 's father on the phone he says "" I think","When Bart is talking to the boy 's father on the phone he says "" I think I hear a dingo eating",44.40087032,4.908427715
""" The scene is a reference to a famous scene from Crocodile Dundee in which Mick Dundee is threatened by some thugs with a switchblade , and Mick takes out a bowie knife and says ; "" That 's not a knife ; that 's a knife ! "" The Simpson family is shown a slide show by the US Department of State depicting a boarded up cinema with a sign out the front saying "" Yahoo Serious Festival "" , in reference to the Australian actor and director Yahoo Serious.",""" The scene is a reference to a famous scene from Crocodile Dundee in which Mick Dundee is threatened by some thugs with a switchblade , and Mick takes out a bowie knife and says ; "" That 's not a knife ; that 's a knife ! "" The Simpson family is shown a slide show by the US Department of State depicting a boarded up cinema with a sign out the front saying "" Yahoo Serious Festival "" , in reference to the Australian actor and director Yahoo Serious.",0,say,says,none,""" The scene is a reference to a famous scene from Crocodile Dundee in which Mick Dundee is threatened by some thugs with a switchblade , and Mick takes out a bowie knife and",""" The scene is a reference to a famous scene from Crocodile Dundee in which Mick Dundee is threatened by some thugs with a switchblade , and Mick takes out a bowie knife and says",""" The scene is a reference to a famous scene from Crocodile Dundee in which Mick Dundee is threatened by some thugs with a switchblade , and Mick takes out a bowie knife and says ; "" That 's not",38.51435602,7.761472106
"In a DVD review of the sixth season , Ryan Keefer said "" all the Australian jabs you expect to have here are present.","In a DVD review of the sixth season , Ryan Keefer said "" all the Australian jabs you expect to have here are present.",0,say,said,none,"In a DVD review of the sixth season , Ryan Keefer","In a DVD review of the sixth season , Ryan Keefer said","In a DVD review of the sixth season , Ryan Keefer said "" all the Australian jabs",52.51723862,4.603191853
"The episode received mixed reception in Australia , with some Australian fans saying the episode was a mockery of their country.","The episode received mixed reception in Australia , with some Australian fans saying the episode was a mockery of their country.",0,say,saying,none,"The episode received mixed reception in Australia , with some Australian fans","The episode received mixed reception in Australia , with some Australian fans saying","The episode received mixed reception in Australia , with some Australian fans saying the episode was a mockery",19.50201643,3.590153217
"The Simpsons writer and producer Mike Reiss claimed that this episode is Australia 's least favorite , and that "" whenever we have the Simpsons visit another country , that country gets furious , including Australia "".","The Simpsons writer and producer Mike Reiss claimed this episode is Australia 's least favorite , and that "" whenever we have the Simpsons visit another country , that country gets furious , including Australia "".",0,claim,claimed,that,The Simpsons writer and producer Mike Reiss,The Simpsons writer and producer Mike Reiss claimed,The Simpsons writer and producer Mike Reiss claimed this episode is Australia 's,44.89754415,10.20985338
"He claimed that they were "" condemned in the Australian Parliament after the episode had aired "".","He claimed they were "" condemned in the Australian Parliament after the episode had aired "".",0,claim,claimed,that,He,He claimed,"He claimed they were "" condemned in",39.20722651,9.167614937
"The Newcastle Herald 's James Joyce said he was shocked when he first saw the episode : "" Who are the Americans trying to kid here ? I agree Australia has its faults , as does any other country.","The Newcastle Herald 's James Joyce said he was shocked when he first saw the episode : "" Who are the Americans trying to kid here ? I agree Australia has its faults , as does any other country.",0,say,said,none,The Newcastle Herald 's James Joyce,The Newcastle Herald 's James Joyce said,The Newcastle Herald 's James Joyce said he was shocked when he,15.07920778,6.046724081
"The Newcastle Herald 's James Joyce said he was shocked when he first saw the episode : "" Who are the Americans trying to kid here ? I agree Australia has its faults , as does any other country.","The Newcastle Herald 's James Joyce said he was shocked when he first saw the episode : "" Who are the Americans trying to kid here ? I agree Australia has its faults , as does any other country.",0,agree,agree,none,"The Newcastle Herald 's James Joyce said he was shocked when he first saw the episode : "" Who are the Americans trying to kid here ? I","The Newcastle Herald 's James Joyce said he was shocked when he first saw the episode : "" Who are the Americans trying to kid here ? I agree","The Newcastle Herald 's James Joyce said he was shocked when he first saw the episode : "" Who are the Americans trying to kid here ? I agree Australia has its faults ,",34.87869975,11.25094223
"As it happened , most of his forward companies remained intact and were subsequently able to withdraw themselves after finding they had been abandoned.","As it happened , most of his forward companies remained intact and were subsequently able to withdraw themselves after finding they had been abandoned.",0,find,finding,none,"As it happened , most of his forward companies remained intact and were subsequently able to withdraw themselves after","As it happened , most of his forward companies remained intact and were subsequently able to withdraw themselves after finding","As it happened , most of his forward companies remained intact and were subsequently able to withdraw themselves after finding they had been abandoned.",20.90613508,9.70514822
"On 16 February 2008 , New Zealand Police announced all the medals had been recovered as a result of a NZ $ 300 @,@ 000 reward offered by Michael Ashcroft and Tom Sturgess.","On 16 February 2008 , New Zealand Police announced all the medals had been recovered as a result of a NZ $ 300 @,@ 000 reward offered by Michael Ashcroft and Tom Sturgess.",0,announce,announced,none,"On 16 February 2008 , New Zealand Police","On 16 February 2008 , New Zealand Police announced","On 16 February 2008 , New Zealand Police announced all the medals had been",33.01585914,5.409882069
Jackson expressed her feelings for the man and proclaimed that she wanted to move with him to Kentucky.,Jackson expressed her feelings for the man and proclaimed she wanted to move with him to Kentucky.,0,proclaim,proclaimed,that,Jackson expressed her feelings for the man and,Jackson expressed her feelings for the man and proclaimed,Jackson expressed her feelings for the man and proclaimed she wanted to move with,25.47429967,13.26814175
Katherine encouraged her daughter to proceed with the union ; she felt that being a wife and mother were important roles for all of her daughters to play.,Katherine encouraged her daughter to proceed with the union ; she felt being a wife and mother were important roles for all of her daughters to play.,0,feel,felt,that,Katherine encouraged her daughter to proceed with the union ; she,Katherine encouraged her daughter to proceed with the union ; she felt,Katherine encouraged her daughter to proceed with the union ; she felt being a wife and mother,24.21858087,5.74843502
Her father felt that married life would stop her from becoming a success in the entertainment business.,Her father felt married life would stop her from becoming a success in the entertainment business.,0,feel,felt,that,Her father,Her father felt,Her father felt married life would stop her,47.67014217,11.5372963
The teenager thought a happy home was more comforting and secure than the instability of show business.,The teenager thought a happy home was more comforting and secure than the instability of show business.,0,think,thought,none,The teenager,The teenager thought,The teenager thought a happy home was more,35.98469806,9.969415665
"According to the magazine Jet , Centipede marked Jackson 's emergence as a "" legitimate recording artist "" and "" cleared the major hurdle of demonstrating that she [ was ] talented and marketable "".","According to the magazine Jet , Centipede marked Jackson 's emergence as a "" legitimate recording artist "" and "" cleared the major hurdle of demonstrating she [ was ] talented and marketable "".",0,demonstrate,demonstrating,that,"According to the magazine Jet , Centipede marked Jackson 's emergence as a "" legitimate recording artist "" and "" cleared the major hurdle of","According to the magazine Jet , Centipede marked Jackson 's emergence as a "" legitimate recording artist "" and "" cleared the major hurdle of demonstrating","According to the magazine Jet , Centipede marked Jackson 's emergence as a "" legitimate recording artist "" and "" cleared the major hurdle of demonstrating she [ was ] talented",45.4625715,10.88279819
