sentence,pseudo_that,verb,comp_type
"On the character 's "" Jewish ties "" , Kauffman told j. that Rachel had always been Jewish "" in our minds "" , explaining , "" You can ’ t create a character with the name ' Rachel Green ' and not from the get @-@ go make some character choices "".","On the character 's "" Jewish ties "" , Kauffman told j. that Rachel had always been Jewish "" in our minds "" , explaining , "" You can ’ t create a character with the name ' Rachel Green ' and not from the get @-@ go make some character choices "".",explain,none
"Prior to this , critics and fans had long speculated whether or not Rachel is Jewish ; there are entire websites entirely devoted to discussing this.","Prior to this , critics and fans had long speculated whether or not Rachel is Jewish ; there are entire websites entirely devoted to discussing this.",speculate,other
"Cooper continued to write that although Rachel possesses some Jewish American Princess traits , she is more similar to the "" little woman "" stereotype.","Cooper continued to write although Rachel possesses some Jewish American Princess traits , she is more similar to the "" little woman "" stereotype.",write,that
"Writing for The A. V. Club , John Reid holds Rachel responsible for the success of the pilot , explaining , "" The story of this group of friends must start with a stranger coming to town , and Rachel is the perfect stranger for this plot "".","Writing for The A. V. Club , John Reid holds Rachel responsible for the success of the pilot , explaining , "" The story of this group of friends must start with a stranger coming to town , and Rachel is the perfect stranger for this plot "".",explain,none
"Reid also believes that Rachel initiated character development in the five other main characters , describing her arrival as "" a catalyst for all of them to grow , because unlike the rest of them , Rachel is interested in finding meaning for her life "".","Reid also believes Rachel initiated character development in the five other main characters , describing her arrival as "" a catalyst for all of them to grow , because unlike the rest of them , Rachel is interested in finding meaning for her life "".",believe,that
"USA Today 's Robert Bianco credits Rachel 's pregnancy arc with saving Friends , explaining that it "" propel [ led ] the show to the top of the ratings "" and ultimately "" revers [ ed ] the show 's decline in ways ... that no one watching ' The One With Monica & Chandler 's Wedding ' could ever have imagined.","USA Today 's Robert Bianco credits Rachel 's pregnancy arc with saving Friends , explaining it "" propel [ led ] the show to the top of the ratings "" and ultimately "" revers [ ed ] the show 's decline in ways ... that no one watching ' The One With Monica & Chandler 's Wedding ' could ever have imagined.",explain,that
"USA Today 's Robert Bianco credits Rachel 's pregnancy arc with saving Friends , explaining that it "" propel [ led ] the show to the top of the ratings "" and ultimately "" revers [ ed ] the show 's decline in ways ... that no one watching ' The One With Monica & Chandler 's Wedding ' could ever have imagined.","USA Today 's Robert Bianco credits Rachel 's pregnancy arc with saving Friends , explaining that it "" propel [ led ] the show to the top of the ratings "" and ultimately "" revers [ ed ] the show 's decline in ways ... that no one watching ' The One With Monica & Chandler 's Wedding ' could ever have imagined.",explain,none
"Aniston revealed that Friends fans would often approach and scold her for things Rachel did that they deemed "" disagreeable "".","Aniston revealed Friends fans would often approach and scold her for things Rachel did that they deemed "" disagreeable "".",reveal,that
"Writing for Entertainmentwise , Georgina Littlejohn believes that Rachel 's influence is evident in the character Penny in the sitcom The Big Bang Theory , noting that both characters are "" blonde , cute , funny , likeable girls @-@ next @-@ door "".","Writing for Entertainmentwise , Georgina Littlejohn believes Rachel 's influence is evident in the character Penny in the sitcom The Big Bang Theory , noting that both characters are "" blonde , cute , funny , likeable girls @-@ next @-@ door "".",believe,that
"Writing for Entertainmentwise , Georgina Littlejohn believes that Rachel 's influence is evident in the character Penny in the sitcom The Big Bang Theory , noting that both characters are "" blonde , cute , funny , likeable girls @-@ next @-@ door "".","Writing for Entertainmentwise , Georgina Littlejohn believes that Rachel 's influence is evident in the character Penny in the sitcom The Big Bang Theory , noting both characters are "" blonde , cute , funny , likeable girls @-@ next @-@ door "".",note,that
"Entertainment Weekly 's Ken Tucker wrote that the actress provides Rachel with "" prickly intelligence "".","Entertainment Weekly 's Ken Tucker wrote the actress provides Rachel with "" prickly intelligence "".",write,that
"Writing for The Baltimore Sun , David Zurawik cited Aniston among the show 's "" very strong cast "" , while Variety 's Tony Scott wrote that "" All six of the principals ... appear resourceful and display sharp sitcom skills "".","Writing for The Baltimore Sun , David Zurawik cited Aniston among the show 's "" very strong cast "" , while Variety 's Tony Scott wrote "" All six of the principals ... appear resourceful and display sharp sitcom skills "".",write,that
"TV Guide wrote that the actress "" instantly charmed audiences with her perfect looks and endearingly flawed persona "".","TV Guide wrote the actress "" instantly charmed audiences with her perfect looks and endearingly flawed persona "".",write,that
""" The Guardian 's Ryan Gilbey reviewed that "" Aniston was the sparkiest member of the ensemble and the one least reliant on goofball caricature "" , concluding , "" Playing the only character with whom a sane viewer might reasonably identify also meant that she got the lion 's share of attention "".",""" The Guardian 's Ryan Gilbey reviewed that "" Aniston was the sparkiest member of the ensemble and the one least reliant on goofball caricature "" , concluding , "" Playing the only character with whom a sane viewer might reasonably identify also meant she got the lion 's share of attention "".",mean,that
"According to The Inquisitr News , Rachel is "" the role that would end up launching [ Aniston 's ] success "" , while Bradford Evans of Splitsider believes "" that Jennifer Aniston likely wouldn 't have become a major movie star without Friends "".","According to The Inquisitr News , Rachel is "" the role that would end up launching [ Aniston 's ] success "" , while Bradford Evans of Splitsider believes "" that Jennifer Aniston likely wouldn 't have become a major movie star without Friends "".",believe,none
"While agreeing that Aniston 's film career has been successful , several critics believe that the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.","While agreeing Aniston 's film career has been successful , several critics believe that the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.",agree,that
"While agreeing that Aniston 's film career has been successful , several critics believe that the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.","While agreeing that Aniston 's film career has been successful , several critics believe the actress ' filmography remains limited to playing Rachel @-@ like roles in romantic comedies , save for some exceptions.",believe,that
"Ryan Gilbey of The Guardian noted that "" Consequently , many of Aniston 's movie roles ... have been Rachel in all but name.","Ryan Gilbey of The Guardian noted "" Consequently , many of Aniston 's movie roles ... have been Rachel in all but name.",note,that
""" Andrew Collins of Radio Times agreed , writing that Aniston "" seems trapped , perpetually playing variations of Rachel "".",""" Andrew Collins of Radio Times agreed , writing Aniston "" seems trapped , perpetually playing variations of Rachel "".",write,that
"China Daily cited Ross and Rachel 's reunion during the series finale "" The Last One "" among the episode 's highlights , while Gary Susman of Rolling Stone believes that audiences would not have been happy had the couple not ultimately reunited.","China Daily cited Ross and Rachel 's reunion during the series finale "" The Last One "" among the episode 's highlights , while Gary Susman of Rolling Stone believes audiences would not have been happy had the couple not ultimately reunited.",believe,that
"Virgin Media wrote that the couple 's dynamics "" had grown mightily tedious "" by season ten.","Virgin Media wrote the couple 's dynamics "" had grown mightily tedious "" by season ten.",write,that
"E ! cable network ranked Rachel and Ross the ninth greatest Friends couple , writing that their relationship gave "" Friends fans enough iconic quotes to fill a book "" , considering Phoebe 's line "" See ? [ Ross is ] her lobster ! "" to be among show 's most iconic.","E ! cable network ranked Rachel and Ross the ninth greatest Friends couple , writing their relationship gave "" Friends fans enough iconic quotes to fill a book "" , considering Phoebe 's line "" See ? [ Ross is ] her lobster ! "" to be among show 's most iconic.",write,that
"Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting that they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.","Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting that they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.",argue,none
"Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting that they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.","Ross and Rachel 's season three breakup has spawned a debate among Friends fans , who continue to argue over which of the two was at fault : Rachel for suggesting they take a break from their relationship , or Ross for sleeping with another woman immediately afterwards.",suggest,that
"Naming Ross and Rachel the greatest "" will they , won 't they "" couple , Network Ten believes they defined the term , while Suggest dubbed them "" The quintessential will they / won ’ t they couple.","Naming Ross and Rachel the greatest "" will they , won 't they "" couple , Network Ten believes they defined the term , while Suggest dubbed them "" The quintessential will they / won ’ t they couple.",believe,none
"Tara Aquino of Complex magazine believes that "" Every other person can tell you what exactly a ' Ross and Rachel ' relationship means "".","Tara Aquino of Complex magazine believes "" Every other person can tell you what exactly a ' Ross and Rachel ' relationship means "".",believe,that
"In fact , Joshua Kurp of Splitsider believes that the only reason the show 's final two seasons performed well in spite of lackluster reviews "" was because of the Joey / Rachel / Ross love triangle "".","In fact , Joshua Kurp of Splitsider believes the only reason the show 's final two seasons performed well in spite of lackluster reviews "" was because of the Joey / Rachel / Ross love triangle "".",believe,that
"Their relationship also spawned a debate among fans , who argued over whether making Rachel and Joey a couple was a bad idea.","Their relationship also spawned a debate among fans , who argued over whether making Rachel and Joey a couple was a bad idea.",argue,none
"Jenna Mullins of E ! determined that it is because "" It was too far into the series to throw these two together.","Jenna Mullins of E ! determined it is because "" It was too far into the series to throw these two together.",determine,that
"According to Stylist magazine , Rachel "" revived [ a ] love of denim shirts and dungarees "" , while Mahogany Clayton of StyleBlazer believes that the character "" managed to dominate every fashion trend that passed by her radar in the most stylish ways possible "".","According to Stylist magazine , Rachel "" revived [ a ] love of denim shirts and dungarees "" , while Mahogany Clayton of StyleBlazer believes the character "" managed to dominate every fashion trend that passed by her radar in the most stylish ways possible "".",believe,that
"Citing every costume the character wore during the first season of Friends , BuzzFeed determined that Rachel popularized the mullet dress.","Citing every costume the character wore during the first season of Friends , BuzzFeed determined Rachel popularized the mullet dress.",determine,that
"Aniston believes that her hair stylist , Chris McMillan , created the haircut while he was "" stoned "".","Aniston believes her hair stylist , Chris McMillan , created the haircut while he was "" stoned "".",believe,that
"Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express determined that the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.","Marie Claire estimates 11 million women donned the hairstyle throughout the decade , while the Daily Express determined that the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.",estimate,that
"Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express determined that the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.","Marie Claire estimates that 11 million women donned the hairstyle throughout the decade , while the Daily Express determined the hairstyle was most popular among British women , who went to hair salons "" clutching magazine pictures of Aniston "" and asking hairdressers to give them the look.",determine,that
"The Huffington Post determined that the hairstyle is one of "" The Most Famous TV Hairstyles Of All Time "".","The Huffington Post determined the hairstyle is one of "" The Most Famous TV Hairstyles Of All Time "".",determine,that
"Zahra Barnes of Self magazine joked that the character 's hair was the "" true star of the show "" , while its popularity led to Virgin Media coining Rachel "" the one with the hair "".","Zahra Barnes of Self magazine joked the character 's hair was the "" true star of the show "" , while its popularity led to Virgin Media coining Rachel "" the one with the hair "".",joke,that
"Lauding the "" Rachel "" as one of television 's greatest hairstyles , Sarah Carrillo of Elle magazine believed that its popularity "" helped make Friends the phenomenon it was "".","Lauding the "" Rachel "" as one of television 's greatest hairstyles , Sarah Carrillo of Elle magazine believed its popularity "" helped make Friends the phenomenon it was "".",believe,that
"Opining that Friends spawned few memorable catchphrases in comparison to its contemporaries , Tom Jicha of The Baltimore Sun attributed much of the show 's legacy to the hairstyle , calling it the show 's "" only cultural trend "".","Opining Friends spawned few memorable catchphrases in comparison to its contemporaries , Tom Jicha of The Baltimore Sun attributed much of the show 's legacy to the hairstyle , calling it the show 's "" only cultural trend "".",opine,that
"Josh Robertson of Complex magazine felt that "" With the haircut , the TV fame , and a true gift for comedy ... combined , Aniston became a big star "" , replacing Courteney Cox.","Josh Robertson of Complex magazine felt that "" With the haircut , the TV fame , and a true gift for comedy ... combined , Aniston became a big star "" , replacing Courteney Cox.",feel,none
"In the second season episode "" The One With The Lesbian Wedding "" , Rachel complains that her overbearing mother ( Marlo Thomas ) is trying to pattern her own life after hers , lamenting , "" Couldn 't she just copy my haircut ? "" Although Aniston eventually abandoned the "" Rachel "" for a straighter , longer look , the hairstyle remained popular nonetheless.","In the second season episode "" The One With The Lesbian Wedding "" , Rachel complains her overbearing mother ( Marlo Thomas ) is trying to pattern her own life after hers , lamenting , "" Couldn 't she just copy my haircut ? "" Although Aniston eventually abandoned the "" Rachel "" for a straighter , longer look , the hairstyle remained popular nonetheless.",complain,that
"She found maintaining the hairstyle without McMillan 's help difficult , stating "" I 'd curse Chris every time I had to blowdry.","She found maintaining the hairstyle without McMillan 's help difficult , stating "" I 'd curse Chris every time I had to blowdry.",state,none
"While its proximity caused the Knights problems with regard to defending their territory , it also meant Homs was close enough for them to raid.","While its proximity caused the Knights problems with regard to defending their territory , it also meant Homs was close enough for them to raid.",mean,none
"Evidence suggests that in the 1130s the order became militarized when Fulk , King of Jerusalem , granted the newly built castle at Bethgibelin to the order in 1136.","Evidence suggests in the 1130s the order became militarized when Fulk , King of Jerusalem , granted the newly built castle at Bethgibelin to the order in 1136.",suggest,that
"The order 's agreement with Raymond II stated that if he did not accompany knights of the order on campaign , the spoils belonged entirely to the order , and if he was present it was split equally between the count and the order.","The order 's agreement with Raymond II stated if he did not accompany knights of the order on campaign , the spoils belonged entirely to the order , and if he was present it was split equally between the count and the order.",state,that
"An Arab source mentions that the quake destroyed the castle 's chapel , which was replaced by the present chapel.","An Arab source mentions the quake destroyed the castle 's chapel , which was replaced by the present chapel.",mention,that
"In May 1188 Saladin led an army to attack Krak des Chevaliers , but on seeing the castle decided it was too well defended and instead marched on the Hospitaller castle of Margat , which he also failed to capture.","In May 1188 Saladin led an army to attack Krak des Chevaliers , but on seeing the castle decided it was too well defended and instead marched on the Hospitaller castle of Margat , which he also failed to capture.",decide,none
The main contemporary accounts relating to Krak des Chevaliers are of Muslim origin and tend to emphasize Muslim success while overlooking setbacks against the Crusaders although they suggest that the Knights Hospitaller forced the settlements of Hama and Homs to pay tribute to the Order.,The main contemporary accounts relating to Krak des Chevaliers are of Muslim origin and tend to emphasize Muslim success while overlooking setbacks against the Crusaders although they suggest the Knights Hospitaller forced the settlements of Hama and Homs to pay tribute to the Order.,suggest,that
"In 1268 Master Hugh Revel complained that the area , previously home to around 10 @,@ 000 people , now stood deserted and that the Order 's property in the Kingdom of Jerusalem produced little income.","In 1268 Master Hugh Revel complained the area , previously home to around 10 @,@ 000 people , now stood deserted and that the Order 's property in the Kingdom of Jerusalem produced little income.",complain,that
He also noted that by this point there were only 300 of the Order 's brethren left in the east.,He also noted by this point there were only 300 of the Order 's brethren left in the east.,note,that
"It has been reported that the castle was shelled in August 2012 by the Syrian Arab Army , and the Crusader chapel has been damaged.","It has been reported the castle was shelled in August 2012 by the Syrian Arab Army , and the Crusader chapel has been damaged.",report,that
"Writing in the early 20th century , T. E. Lawrence , popularly known as Lawrence of Arabia , remarked that Krak des Chevaliers was "" perhaps the best preserved and most wholly admirable castle in the world , [ a castle which ] forms a fitting commentary on any account of the Crusading buildings of Syria "".","Writing in the early 20th century , T. E. Lawrence , popularly known as Lawrence of Arabia , remarked Krak des Chevaliers was "" perhaps the best preserved and most wholly admirable castle in the world , [ a castle which ] forms a fitting commentary on any account of the Crusading buildings of Syria "".",remark,that
"It is unknown how it was defended at the time of the 1271 siege , though it has been suggested it was surrounded by a timber palisade.","It is unknown how it was defended at the time of the 1271 siege , though it has been suggested it was surrounded by a timber palisade.",suggest,none
"Writing in 1982 , historian Jaroslav Folda noted that at the time there had been little investigation of Crusader frescoes that would provide a comparison for the fragmentary remains found at Krak des Chevaliers.","Writing in 1982 , historian Jaroslav Folda noted at the time there had been little investigation of Crusader frescoes that would provide a comparison for the fragmentary remains found at Krak des Chevaliers.",note,that
The fragmentary nature of the red and blue frescoes inside the chapel means they are difficult to assess.,The fragmentary nature of the red and blue frescoes inside the chapel means they are difficult to assess.,mean,none
Richard Ellmann argues that Wilde had reached his artistic maturity and wrote this work more surely and rapidly than before.,Richard Ellmann argues Wilde had reached his artistic maturity and wrote this work more surely and rapidly than before.,argue,that
"Wilde hesitated about submitting the script to Alexander , worrying that it might be unsuitable for the St James 's Theatre , whose typical repertoire was relatively serious , and explaining that it had been written in response to a request for a play "" with no real serious interest "".","Wilde hesitated about submitting the script to Alexander , worrying it might be unsuitable for the St James 's Theatre , whose typical repertoire was relatively serious , and explaining that it had been written in response to a request for a play "" with no real serious interest "".",worry,that
"Wilde hesitated about submitting the script to Alexander , worrying that it might be unsuitable for the St James 's Theatre , whose typical repertoire was relatively serious , and explaining that it had been written in response to a request for a play "" with no real serious interest "".","Wilde hesitated about submitting the script to Alexander , worrying that it might be unsuitable for the St James 's Theatre , whose typical repertoire was relatively serious , and explaining it had been written in response to a request for a play "" with no real serious interest "".",explain,that
"Jack finally agrees to pay for Ernest , everyone thinking that it is Algernon 's bill when in fact it is his own.","Jack finally agrees to pay for Ernest , everyone thinking it is Algernon 's bill when in fact it is his own.",think,that
"Peter Raby argues that the three @-@ act structure is more effective , and that the shorter original text is more theatrically resonant than the expanded published edition.","Peter Raby argues the three @-@ act structure is more effective , and that the shorter original text is more theatrically resonant than the expanded published edition.",argue,that
"Allan Aynesworth , who played Algernon Moncrieff , recalled to Hesketh Pearson that "" In my fifty @-@ three years of acting , I never remember a greater triumph than [ that ] first night "".","Allan Aynesworth , who played Algernon Moncrieff , recalled to Hesketh Pearson "" In my fifty @-@ three years of acting , I never remember a greater triumph than [ that ] first night "".",recall,that
"George Bernard Shaw , for example , reviewed the play in the Saturday Review , arguing that comedy should touch as well as amuse , "" I go to the theatre to be moved to laughter.","George Bernard Shaw , for example , reviewed the play in the Saturday Review , arguing comedy should touch as well as amuse , "" I go to the theatre to be moved to laughter.",argue,that
""" Later in a letter he said , the play , though "" extremely funny "" , was Wilde 's "" first really heartless [ one ] "".",""" Later in a letter he said , the play , though "" extremely funny "" , was Wilde 's "" first really heartless [ one ] "".",say,none
"In The World , William Archer wrote that he had enjoyed watching the play but found it to be empty of meaning , "" What can a poor critic do with a play which raises no principle , whether of art or morals , creates its own canons and conventions , and is nothing but an absolutely wilful expression of an irrepressibly witty personality ? "".","In The World , William Archer wrote he had enjoyed watching the play but found it to be empty of meaning , "" What can a poor critic do with a play which raises no principle , whether of art or morals , creates its own canons and conventions , and is nothing but an absolutely wilful expression of an irrepressibly witty personality ? "".",write,that
"In The World , William Archer wrote that he had enjoyed watching the play but found it to be empty of meaning , "" What can a poor critic do with a play which raises no principle , whether of art or morals , creates its own canons and conventions , and is nothing but an absolutely wilful expression of an irrepressibly witty personality ? "".","In The World , William Archer wrote that he had enjoyed watching the play but found it to be empty of meaning , "" What can a poor critic do with a play which raises no principle , whether of art or morals , creates its own canons and conventions , and is nothing but an absolutely wilful expression of an irrepressibly witty personality ? "".",mean,none
"He denied the term "" farce "" was derogatory , or even lacking in seriousness , and said "" It is of nonsense all compact , and better nonsense , I think , our stage has not seen.","He denied the term "" farce "" was derogatory , or even lacking in seriousness , and said "" It is of nonsense all compact , and better nonsense , I think , our stage has not seen.",deny,none
""" H. G. Wells , in an unsigned review for the Pall Mall Gazette , called Earnest one of the freshest comedies of the year , saying "" More humorous dealing with theatrical conventions it would be difficult to imagine.",""" H. G. Wells , in an unsigned review for the Pall Mall Gazette , called Earnest one of the freshest comedies of the year , saying "" More humorous dealing with theatrical conventions it would be difficult to imagine.",say,none
"W. H. Auden later called it "" a pure verbal opera "" , and The Times commented , "" The story is almost too preposterous to go without music.","W. H. Auden later called it "" a pure verbal opera "" , and The Times commented , "" The story is almost too preposterous to go without music.",comment,none
"Max Beerbohm called the play Wilde 's "" finest , most undeniably his own "" , saying that in his other comedies — Lady Windermere 's Fan , A Woman of No Importance and An Ideal Husband — the plot , following the manner of Victorien Sardou , is unrelated to the theme of the work , while in Earnest the story is "" dissolved "" into the form of the play.","Max Beerbohm called the play Wilde 's "" finest , most undeniably his own "" , saying in his other comedies — Lady Windermere 's Fan , A Woman of No Importance and An Ideal Husband — the plot , following the manner of Victorien Sardou , is unrelated to the theme of the work , while in Earnest the story is "" dissolved "" into the form of the play.",say,that
"Max Beerbohm said that the play was sure to become a classic of the English repertory , and that its humour was as fresh then as when it had been written , adding that the actors had "" worn as well as the play "".","Max Beerbohm said the play was sure to become a classic of the English repertory , and that its humour was as fresh then as when it had been written , adding that the actors had "" worn as well as the play "".",say,that
"Max Beerbohm said that the play was sure to become a classic of the English repertory , and that its humour was as fresh then as when it had been written , adding that the actors had "" worn as well as the play "".","Max Beerbohm said that the play was sure to become a classic of the English repertory , and that its humour was as fresh then as when it had been written , adding the actors had "" worn as well as the play "".",add,that
"It was not until the 1920s that the case for 1890s costumes was established ; as a critic in The Manchester Guardian put it , "" Thirty years on , one begins to feel that Wilde should be done in the costume of his period — that his wit today needs the backing of the atmosphere that gave it life and truth.","It was not until the 1920s that the case for 1890s costumes was established ; as a critic in The Manchester Guardian put it , "" Thirty years on , one begins to feel Wilde should be done in the costume of his period — that his wit today needs the backing of the atmosphere that gave it life and truth.",feel,that
"In the country , he assumes a serious attitude for the benefit of his young ward , the heiress Cecily Cardew , and goes by the name of John ( or , as a nickname , Jack ) , while pretending that he must worry about a wastrel younger brother named Ernest in London.","In the country , he assumes a serious attitude for the benefit of his young ward , the heiress Cecily Cardew , and goes by the name of John ( or , as a nickname , Jack ) , while pretending he must worry about a wastrel younger brother named Ernest in London.",pretend,that
"Horrified to learn that he was adopted after being discovered as a baby in a handbag at Victoria Station , she refuses him and forbids further contact with her daughter.","Horrified to learn he was adopted after being discovered as a baby in a handbag at Victoria Station , she refuses him and forbids further contact with her daughter.",learn,that
"During the temporary absence of the two men , she meets Cecily , each woman indignantly declaring that she is the one engaged to "" Ernest "".","During the temporary absence of the two men , she meets Cecily , each woman indignantly declaring she is the one engaged to "" Ernest "".",declare,that
"Arriving in pursuit of her daughter , Lady Bracknell is astonished to be told that Algernon and Cecily are engaged.","Arriving in pursuit of her daughter , Lady Bracknell is astonished to be told Algernon and Cecily are engaged.",tell,that
"Challenged , Miss Prism explains that she had absentmindedly put the manuscript of a novel she was writing in the perambulator , and the baby in a handbag , which she had left at Victoria Station.","Challenged , Miss Prism explains she had absentmindedly put the manuscript of a novel she was writing in the perambulator , and the baby in a handbag , which she had left at Victoria Station.",explain,that
"Jack produces the very same handbag , showing that he is the lost baby , the elder son of Lady Bracknell 's late sister , and thus indeed Algernon 's elder brother.","Jack produces the very same handbag , showing he is the lost baby , the elder son of Lady Bracknell 's late sister , and thus indeed Algernon 's elder brother.",show,that
"Gwendolen , though , still insists that she can only love a man named Ernest.","Gwendolen , though , still insists she can only love a man named Ernest.",insist,that
""" "" On the contrary , Aunt Augusta "" , he replies , "" I 've now realised for the first time in my life the vital importance of being Earnest.",""" "" On the contrary , Aunt Augusta "" , he replies , "" I 've now realised for the first time in my life the vital importance of being Earnest.",reply,none
""" Ellmann says that The Importance of Being Earnest touched on many themes Wilde had been building since the 1880s — the languor of aesthetic poses was well established and Wilde takes it as a starting point for the two protagonists.",""" Ellmann says that The Importance of Being Earnest touched on many themes Wilde had been building since the 1880s — the languor of aesthetic poses was well established and Wilde takes it as a starting point for the two protagonists.",say,none
""" Ellmann says that The Importance of Being Earnest touched on many themes Wilde had been building since the 1880s — the languor of aesthetic poses was well established and Wilde takes it as a starting point for the two protagonists.",""" Ellmann says The Importance of Being Earnest touched on many themes Wilde had been building since the 1880s — the languor of aesthetic poses was well established and Wilde takes it as a starting point for the two protagonists.",say,that
"Wilde told Robert Ross that the play 's theme was "" That we should treat all trivial things in life very seriously , and all serious things of life with a sincere and studied triviality.","Wilde told Robert Ross the play 's theme was "" That we should treat all trivial things in life very seriously , and all serious things of life with a sincere and studied triviality.",tell,that
""" The theme is hinted at in the play 's ironic title , and "" earnestness "" is repeatedly alluded to in the dialogue , Algernon says in Act II , "" one has to be serious about something if one is to have any amusement in life "" but goes on to reproach Jack for ' being serious about everything ' "".",""" The theme is hinted at in the play 's ironic title , and "" earnestness "" is repeatedly alluded to in the dialogue , Algernon says in Act II , "" one has to be serious about something if one is to have any amusement in life "" but goes on to reproach Jack for ' being serious about everything ' "".",say,none
"It is so shallow of them , "" says Algernon in Act 1 ; allusions are quick and from multiple angles.","It is so shallow of them , "" says Algernon in Act 1 ; allusions are quick and from multiple angles.",say,none
"It is so shallow of them , "" says Algernon in Act 1 ; allusions are quick and from multiple angles.","It is so shallow of them , "" says Algernon in Act 1 ; allusions are quick and from multiple angles.",say,none
"JACK : Gwendolen , it is a terrible thing for a man to find out suddenly that all his life he has been speaking nothing but the truth.","JACK : Gwendolen , it is a terrible thing for a man to find out suddenly all his life he has been speaking nothing but the truth.",find,that
For I feel that you are sure to change.,For I feel you are sure to change.,feel,that
"Gwendolen , quite unlike her mother 's methodical analysis of John Worthing 's suitability as a husband , places her entire faith in a Christian name , declaring in Act I , "" The only really safe name is Ernest "".","Gwendolen , quite unlike her mother 's methodical analysis of John Worthing 's suitability as a husband , places her entire faith in a Christian name , declaring in Act I , "" The only really safe name is Ernest "".",declare,none
"This is an opinion shared by Cecily in Act II , "" I pity any poor married woman whose husband is not called Ernest "" and they indignantly declare that they have been deceived when they find out the men 's real names.","This is an opinion shared by Cecily in Act II , "" I pity any poor married woman whose husband is not called Ernest "" and they indignantly declare they have been deceived when they find out the men 's real names.",declare,that
"Although they had ample opportunity , at no time did any of them even hint that "" Earnest "" was a synonym for homosexual , or that "" bunburying "" may have implied homosexual sex.","Although they had ample opportunity , at no time did any of them even hint "" Earnest "" was a synonym for homosexual , or that "" bunburying "" may have implied homosexual sex.",hint,that
"While Wilde had long been famous for dialogue and his use of language , Raby ( 1988 ) argues that he achieved a unity and mastery in Earnest that was unmatched in his other plays , except perhaps Salomé.","While Wilde had long been famous for dialogue and his use of language , Raby ( 1988 ) argues he achieved a unity and mastery in Earnest that was unmatched in his other plays , except perhaps Salomé.",argue,that
"Ransome argues that Wilde freed himself by abandoning the melodrama , the basic structure which underlies his earlier social comedies , and basing the story entirely on the Earnest / Ernest verbal conceit.","Ransome argues Wilde freed himself by abandoning the melodrama , the basic structure which underlies his earlier social comedies , and basing the story entirely on the Earnest / Ernest verbal conceit.",argue,that
"In his critique of Wilde , Foster argues that the play creates a world where “ real values are inverted [ and ] , reason and unreason are interchanged "".","In his critique of Wilde , Foster argues the play creates a world where “ real values are inverted [ and ] , reason and unreason are interchanged "".",argue,that
"Wilde proved to be a diligent reviser , sending detailed instructions on stage directions , character listings and the presentation of the book , and insisting that a playbill from the first performance be reproduced inside.","Wilde proved to be a diligent reviser , sending detailed instructions on stage directions , character listings and the presentation of the book , and insisting a playbill from the first performance be reproduced inside.",insist,that
"Ellmann argues that the proofs show a man "" very much in command of himself and of the play "".","Ellmann argues the proofs show a man "" very much in command of himself and of the play "".",argue,that
"The Importance of Being Earnest 's popularity has meant it has been translated into many languages , though the homophonous pun in the title ( "" Ernest "" , a masculine proper name , and "" earnest "" , the virtue of steadfastness and seriousness ) poses a special problem for translators.","The Importance of Being Earnest 's popularity has meant it has been translated into many languages , though the homophonous pun in the title ( "" Ernest "" , a masculine proper name , and "" earnest "" , the virtue of steadfastness and seriousness ) poses a special problem for translators.",mean,none
This had been reduced to a mere handful of men by the mid @-@ 1880s but the expedition proved that the Sultan was serious about maintaining control of all of his possessions.,This had been reduced to a mere handful of men by the mid @-@ 1880s but the expedition proved the Sultan was serious about maintaining control of all of his possessions.,prove,that
"His position was so strong that one missionary on the island is quoted as saying that his powers defied "" analytical examination "" and that Mathews really could say "" L 'état est moi "" ( I am the state ).","His position was so strong that one missionary on the island is quoted as saying his powers defied "" analytical examination "" and that Mathews really could say "" L 'état est moi "" ( I am the state ).",say,that
It is also thought that in the 1960s Nicholas Koreneff released an Arabian stallion into the Argo Valley region.,It is also thought in the 1960s Nicholas Koreneff released an Arabian stallion into the Argo Valley region.,think,that
"Pressure from land development and an encroaching human population reduced the range and the number of the Kaimanawa horses , and in 1979 it was found that only about 174 horses remained.","Pressure from land development and an encroaching human population reduced the range and the number of the Kaimanawa horses , and in 1979 it was found only about 174 horses remained.",find,that
