sentence,pseudo_that,verb,comp_type
""" York considered that the decision to bring a gospel choir would have been difficult to approve if the original lineup of the band had remained.",""" York considered the decision to bring a gospel choir would have been difficult to approve if the original lineup of the band had remained.",consider,that
"Referencing the choir 's feature , David Renshaw of NME commented that the song "" pull [ s ] a Sister Act 2.","Referencing the choir 's feature , David Renshaw of NME commented the song "" pull [ s ] a Sister Act 2.",comment,that
"Heisel considered that the participation of the choir helped Williams sing "" some of her most soulful vocals ever.","Heisel considered the participation of the choir helped Williams sing "" some of her most soulful vocals ever.",consider,that
"These nuances in her voice signify to me that , vocally , she has entered her prime already.","These nuances in her voice signify to me , vocally , she has entered her prime already.",signify,that
"Williams said , "" I took off for L.A. as if it was going to be some kind of paradise or saving grace.","Williams said , "" I took off for L.A. as if it was going to be some kind of paradise or saving grace.",say,none
I got there and realized that my problems were following me.,I got there and realized my problems were following me.,realize,that
"She stated , "" No one else was saying that to me , so I had to say it to myself.","She stated , "" No one else was saying that to me , so I had to say it to myself.",state,none
""" musicOMH 's Thomas Ingham interpreted its lyrics as focusing on a "" serious ' all alone in the world ' "" theme , while Corvallis Gazette @-@ Times 's journalist called them "" blunt "" and wrote that they discuss "" growing up "".",""" musicOMH 's Thomas Ingham interpreted its lyrics as focusing on a "" serious ' all alone in the world ' "" theme , while Corvallis Gazette @-@ Times 's journalist called them "" blunt "" and wrote they discuss "" growing up "".",write,that
The writer also believed that its theme would make the song a prominent track at graduation ceremonies.,The writer also believed its theme would make the song a prominent track at graduation ceremonies.,believe,that
"However , he noted that its "" sunny "" sonority made it "" pleasant "" to hear.","However , he noted its "" sunny "" sonority made it "" pleasant "" to hear.",note,that
"In the following month , it was announced that Paramore would participate in the 2014 Record Store Day with the release of a 12 @-@ inch single for "" Ain 't It Fun "".","In the following month , it was announced Paramore would participate in the 2014 Record Store Day with the release of a 12 @-@ inch single for "" Ain 't It Fun "".",announce,that
"Jason Lipshutz of Billboard commented , "" Williams kept conjuring the refrain [ of "" Ain 't It Fun "" ] , appearing as if she never wanted the moment to end.","Jason Lipshutz of Billboard commented , "" Williams kept conjuring the refrain [ of "" Ain 't It Fun "" ] , appearing as if she never wanted the moment to end.",comment,none
"Could you really blame her ? "" The New Zealand Herald 's Rachel Bache stated that the track "" had everyone dancing "".","Could you really blame her ? "" The New Zealand Herald 's Rachel Bache stated that the track "" had everyone dancing "".",state,none
"Could you really blame her ? "" The New Zealand Herald 's Rachel Bache stated that the track "" had everyone dancing "".","Could you really blame her ? "" The New Zealand Herald 's Rachel Bache stated the track "" had everyone dancing "".",state,that
"Writing for Alternative Press , Scott Heisel felt the song was one of the "" moments of diversity that really make Paramore shine "".","Writing for Alternative Press , Scott Heisel felt the song was one of the "" moments of diversity that really make Paramore shine "".",feel,none
"Billboard 's Brad Wete remarked that the song 's instrumentation helped it pass an "" average rock song "" status.","Billboard 's Brad Wete remarked the song 's instrumentation helped it pass an "" average rock song "" status.",remark,that
"For Stereogum , Chris DeVille opined that the song was "" crack "".","For Stereogum , Chris DeVille opined the song was "" crack "".",opine,that
"Jon Dolan from Rolling Stone commented that , on "" Ain 't It Fun "" , Williams transitions to a new musical genre on Paramore with an "" I @-@ will @-@ survive warrior priestess "" attitude.","Jon Dolan from Rolling Stone commented , on "" Ain 't It Fun "" , Williams transitions to a new musical genre on Paramore with an "" I @-@ will @-@ survive warrior priestess "" attitude.",comment,that
"Koellner commented that "" when the band allows each track a little more breathing room , they show some growth and have a good time doing it.","Koellner commented "" when the band allows each track a little more breathing room , they show some growth and have a good time doing it.",comment,that
"Writing for Drowned in Sound , Sean Adams joked that he would eat his modem if the song did not top "" all the major charts worldwide "" , receive a Grammy Award and amount a high number of views on YouTube.","Writing for Drowned in Sound , Sean Adams joked he would eat his modem if the song did not top "" all the major charts worldwide "" , receive a Grammy Award and amount a high number of views on YouTube.",joke,that
"In contrast , Thomas Ingham of musicOMH criticized its lyrics , deeming it inferior to the track 's composition ; The Observer 's Phil Mongredien wrote that the song 's gospel influences did it "" no favours "".","In contrast , Thomas Ingham of musicOMH criticized its lyrics , deeming it inferior to the track 's composition ; The Observer 's Phil Mongredien wrote the song 's gospel influences did it "" no favours "".",write,that
"Alternative Press reported that Jonathan Desbiens , also known as Jodeb , was commissioned to direct the video.","Alternative Press reported Jonathan Desbiens , also known as Jodeb , was commissioned to direct the video.",report,that
"Two months later , however , the band posted a statement where they revealed that the video had been cancelled.","Two months later , however , the band posted a statement where they revealed the video had been cancelled.",reveal,that
"Peer stated that she wanted the video to "" reflect "" the message she retained from the song — "" you had to push yourself out of your comfort zone and challenge yourself "".","Peer stated she wanted the video to "" reflect "" the message she retained from the song — "" you had to push yourself out of your comfort zone and challenge yourself "".",state,that
"No partnerships were established with Guinness World Records ; Peer commented , "" RecordSetter is much more inclusive than Guinness , therefore cooler.","No partnerships were established with Guinness World Records ; Peer commented , "" RecordSetter is much more inclusive than Guinness , therefore cooler.",comment,none
"They begin smashing clock guitars on a roadside , and a title screen appears , announcing that the band broke the record of smashing 30 clocks with guitars — [ b ] at a time of 31 @.@ 33 seconds.","They begin smashing clock guitars on a roadside , and a title screen appears , announcing the band broke the record of smashing 30 clocks with guitars — [ b ] at a time of 31 @.@ 33 seconds.",announce,that
"The video concludes as it is revealed that "" Ain 't It Fun "" itself holds the world record of depicting the most world records — 10 — broken in a music video.","The video concludes as it is revealed that "" Ain 't It Fun "" itself holds the world record of depicting the most world records — 10 — broken in a music video.",reveal,none
"He wrote , "" That clip was a revelation , the beginning of a bold new chapter for the band , and [ the video for "" Ain 't It Fun "" ] keeps that winning streak alive.","He wrote , "" That clip was a revelation , the beginning of a bold new chapter for the band , and [ the video for "" Ain 't It Fun "" ] keeps that winning streak alive.",write,none
"Fuse 's Nicole James surmised that the world records were "" adorable "" , while Steff Yotka of Nylon deemed them "" crazy , funny , weird "" and concluded that they "" make for a truly excellent viewing experience "" On the critical side , Mish Way — writing for Vice — opined that the video 's concept did not relate to the song 's theme.","Fuse 's Nicole James surmised that the world records were "" adorable "" , while Steff Yotka of Nylon deemed them "" crazy , funny , weird "" and concluded that they "" make for a truly excellent viewing experience "" On the critical side , Mish Way — writing for Vice — opined the video 's concept did not relate to the song 's theme.",opine,that
""" Fishsticks "" received largely positive reviews , and generated a great deal of media attention when West wrote in a blog that the episode hurt his feelings , although he said it was funny and admitted that he needed to work on his ego problem.",""" Fishsticks "" received largely positive reviews , and generated a great deal of media attention when West wrote in a blog that the episode hurt his feelings , although he said it was funny and admitted that he needed to work on his ego problem.",say,none
"Jimmy comes up with a joke with almost no assistance from Cartman ( he only helped Jimmy originate the joke by telling Jimmy he was hungry for something more substantial than fruit , and Jimmy suggested there might be some fishsticks in the freezer ) :.","Jimmy comes up with a joke with almost no assistance from Cartman ( he only helped Jimmy originate the joke by telling Jimmy he was hungry for something more substantial than fruit , and Jimmy suggested there might be some fishsticks in the freezer ) :.",tell,none
"Jimmy comes up with a joke with almost no assistance from Cartman ( he only helped Jimmy originate the joke by telling Jimmy he was hungry for something more substantial than fruit , and Jimmy suggested there might be some fishsticks in the freezer ) :.","Jimmy comes up with a joke with almost no assistance from Cartman ( he only helped Jimmy originate the joke by telling Jimmy he was hungry for something more substantial than fruit , and Jimmy suggested there might be some fishsticks in the freezer ) :.",suggest,none
"When Cartman begins taking half credit for the joke , Kyle tells Jimmy he should stand up to Cartman.","When Cartman begins taking half credit for the joke , Kyle tells Jimmy he should stand up to Cartman.",tell,none
"When Jimmy tells Cartman he feels he wrote most of the joke , Cartman fears Jimmy will try to take full credit and asks Kyle for advice on how to deal with Jimmy.","When Jimmy tells Cartman he feels he wrote most of the joke , Cartman fears Jimmy will try to take full credit and asks Kyle for advice on how to deal with Jimmy.",tell,none
"When Jimmy tells Cartman he feels he wrote most of the joke , Cartman fears Jimmy will try to take full credit and asks Kyle for advice on how to deal with Jimmy.","When Jimmy tells Cartman he feels he wrote most of the joke , Cartman fears Jimmy will try to take full credit and asks Kyle for advice on how to deal with Jimmy.",fear,none
"When Jimmy tells Cartman he feels he wrote most of the joke , Cartman fears Jimmy will try to take full credit and asks Kyle for advice on how to deal with Jimmy.","When Jimmy tells Cartman he feels he wrote most of the joke , Cartman fears Jimmy will try to take full credit and asks Kyle for advice on how to deal with Jimmy.",fear,none
"Kyle instead says he believes Jimmy wrote the entire joke , and suggests that Cartman 's ego is so big that he subconsciously remembers things incorrectly to make himself feel more important.","Kyle instead says he believes Jimmy wrote the entire joke , and suggests that Cartman 's ego is so big that he subconsciously remembers things incorrectly to make himself feel more important.",say,none
"Kyle instead says he believes Jimmy wrote the entire joke , and suggests that Cartman 's ego is so big that he subconsciously remembers things incorrectly to make himself feel more important.","Kyle instead says he believes Jimmy wrote the entire joke , and suggests that Cartman 's ego is so big that he subconsciously remembers things incorrectly to make himself feel more important.",believe,none
"Kyle instead says he believes Jimmy wrote the entire joke , and suggests that Cartman 's ego is so big that he subconsciously remembers things incorrectly to make himself feel more important.","Kyle instead says he believes Jimmy wrote the entire joke , and suggests Cartman 's ego is so big that he subconsciously remembers things incorrectly to make himself feel more important.",suggest,that
"This is supplemented by Cartman 's flashbacks to the creation of the joke , which become more overblown and ridiculous as the episode goes on , showing him to truly believe that he deserves credit.","This is supplemented by Cartman 's flashbacks to the creation of the joke , which become more overblown and ridiculous as the episode goes on , showing him to truly believe he deserves credit.",believe,that
"West grows angry when others say he does not get it , and will not allow anyone to explain it to him , because he claims to be a genius and "" the voice of a generation "".","West grows angry when others say he does not get it , and will not allow anyone to explain it to him , because he claims to be a genius and "" the voice of a generation "".",say,none
"Kanye abducts Carlos Mencia , who admits he stole the joke to compensate for not being funny and claiming that his "" dick don 't work "" in a parody of Viggo Mortensen 's character Lalin in Carlito 's Way , but Kanye doesn 't believe him and beats him to death with the help of his hired thugs.","Kanye abducts Carlos Mencia , who admits he stole the joke to compensate for not being funny and claiming his "" dick don 't work "" in a parody of Viggo Mortensen 's character Lalin in Carlito 's Way , but Kanye doesn 't believe him and beats him to death with the help of his hired thugs.",claim,that
"Cartman and Jimmy go on The Ellen DeGeneres Show and claim they invented the joke , prompting Kanye to go after them.","Cartman and Jimmy go on The Ellen DeGeneres Show and claim they invented the joke , prompting Kanye to go after them.",claim,none
"By now , Cartman has not only convinced himself he wrote the whole joke without Jimmy 's help , but believes he also saved his life from a black widow , slew a dragon , defeated an army of Jew robots , and has powers similar to the Human Torch.","By now , Cartman has not only convinced himself he wrote the whole joke without Jimmy 's help , but believes he also saved his life from a black widow , slew a dragon , defeated an army of Jew robots , and has powers similar to the Human Torch.",believe,none
"Cartman thinks he realizes what Kyle was trying to tell him , but he gets it completely backwards : Cartman believes that Jimmy 's ego is the one that is twisted and Jimmy 's ego trying to convince itself that he wrote the joke , while not accepting that Cartman wrote the whole thing , and Jimmy believes him.","Cartman thinks he realizes what Kyle was trying to tell him , but he gets it completely backwards : Cartman believes that Jimmy 's ego is the one that is twisted and Jimmy 's ego trying to convince itself that he wrote the joke , while not accepting that Cartman wrote the whole thing , and Jimmy believes him.",think,none
"Cartman thinks he realizes what Kyle was trying to tell him , but he gets it completely backwards : Cartman believes that Jimmy 's ego is the one that is twisted and Jimmy 's ego trying to convince itself that he wrote the joke , while not accepting that Cartman wrote the whole thing , and Jimmy believes him.","Cartman thinks he realizes what Kyle was trying to tell him , but he gets it completely backwards : Cartman believes Jimmy 's ego is the one that is twisted and Jimmy 's ego trying to convince itself that he wrote the joke , while not accepting that Cartman wrote the whole thing , and Jimmy believes him.",believe,that
"Cartman thinks he realizes what Kyle was trying to tell him , but he gets it completely backwards : Cartman believes that Jimmy 's ego is the one that is twisted and Jimmy 's ego trying to convince itself that he wrote the joke , while not accepting that Cartman wrote the whole thing , and Jimmy believes him.","Cartman thinks he realizes what Kyle was trying to tell him , but he gets it completely backwards : Cartman believes that Jimmy 's ego is the one that is twisted and Jimmy 's ego trying to convince itself that he wrote the joke , while not accepting Cartman wrote the whole thing , and Jimmy believes him.",accept,that
Kanye has an epiphany about his own massive ego and believes he finally understands the joke.,Kanye has an epiphany about his own massive ego and believes he finally understands the joke.,believe,none
"However , he incorrectly thinks it means he is , in fact , a gay fish.","However , he incorrectly thinks it means he is , in fact , a gay fish.",think,none
"However , he incorrectly thinks it means he is , in fact , a gay fish.","However , he incorrectly thinks it means he is , in fact , a gay fish.",mean,none
The duo said they found it hilarious and told variations of the joke back and forth to each other for the rest of the ride.,The duo said they found it hilarious and told variations of the joke back and forth to each other for the rest of the ride.,say,none
"Stone said , "" The van driver we hired was just so bummed because we just kept talking about fishsticks , ' You 're a gay fish ' , over and over.","Stone said , "" The van driver we hired was just so bummed because we just kept talking about fishsticks , ' You 're a gay fish ' , over and over.",say,none
"We thought it was so funny , and just the fact that he didn 't get it.","We thought it was so funny , and just the fact that he didn 't get it.",think,none
"Although the joke originally stemmed from Evel Knievel and not Kanye West , Parker and Stone said they realized West would probably be extremely humorless about the joke and not understand it , so they decided the episode should revolve mostly around him.","Although the joke originally stemmed from Evel Knievel and not Kanye West , Parker and Stone said they realized West would probably be extremely humorless about the joke and not understand it , so they decided the episode should revolve mostly around him.",say,none
"Although the joke originally stemmed from Evel Knievel and not Kanye West , Parker and Stone said they realized West would probably be extremely humorless about the joke and not understand it , so they decided the episode should revolve mostly around him.","Although the joke originally stemmed from Evel Knievel and not Kanye West , Parker and Stone said they realized West would probably be extremely humorless about the joke and not understand it , so they decided the episode should revolve mostly around him.",realize,none
"Although the joke originally stemmed from Evel Knievel and not Kanye West , Parker and Stone said they realized West would probably be extremely humorless about the joke and not understand it , so they decided the episode should revolve mostly around him.","Although the joke originally stemmed from Evel Knievel and not Kanye West , Parker and Stone said they realized West would probably be extremely humorless about the joke and not understand it , so they decided the episode should revolve mostly around him.",decide,none
"After coming up with the idea , Parker and Stone waited a long time before they finally wrote the script because , Stone said , "" It just seemed too dumb.","After coming up with the idea , Parker and Stone waited a long time before they finally wrote the script because , Stone said , "" It just seemed too dumb.",say,none
"Are we really going to do a whole episode about this ? "" Stone said the jokes about Carlos Mencia were "" just a complete afterthought "" that came about during the writing process.","Are we really going to do a whole episode about this ? "" Stone said the jokes about Carlos Mencia were "" just a complete afterthought "" that came about during the writing process.",say,none
"Stone said , "" They truly believe they did it.","Stone said , "" They truly believe they did it.",say,none
"Stone said , "" They truly believe they did it.","Stone said , "" They truly believe they did it.",believe,none
... They actually fully believe that they came up with it.,... They actually fully believe they came up with it.,believe,that
Parker said he eventually discovered he had to sing off @-@ key on purpose in order to get the desired effect.,Parker said he eventually discovered he had to sing off @-@ key on purpose in order to get the desired effect.,say,none
"Parker said , "" You had to be a bad singer in order for that thing to actually sound the way it does.","Parker said , "" You had to be a bad singer in order for that thing to actually sound the way it does.",say,none
"Both Kanye West and Carlos Mencia responded within one day of the episode 's original broadcast and said they enjoyed the parodies of themselves , although Kanye West said on his blog that his feelings were hurt.","Both Kanye West and Carlos Mencia responded within one day of the episode 's original broadcast and said they enjoyed the parodies of themselves , although Kanye West said on his blog that his feelings were hurt.",say,none
"Both Kanye West and Carlos Mencia responded within one day of the episode 's original broadcast and said they enjoyed the parodies of themselves , although Kanye West said on his blog that his feelings were hurt.","Both Kanye West and Carlos Mencia responded within one day of the episode 's original broadcast and said they enjoyed the parodies of themselves , although Kanye West said on his blog his feelings were hurt.",say,that
"After the episode was broadcast , Mencia wrote on his Twitter feed , "" They just made fun of me on South Park.","After the episode was broadcast , Mencia wrote on his Twitter feed , "" They just made fun of me on South Park.",write,none
I thought it was hysterical.,I thought it was hysterical.,think,none
"It hurts my feelings but what can you expect from South Park ! "" West thanked the South Park writers in his blog entry and acknowledged he has a problem with his ego , but said he was trying to change.","It hurts my feelings but what can you expect from South Park ! "" West thanked the South Park writers in his blog entry and acknowledged he has a problem with his ego , but said he was trying to change.",acknowledge,none
"It hurts my feelings but what can you expect from South Park ! "" West thanked the South Park writers in his blog entry and acknowledged he has a problem with his ego , but said he was trying to change.","It hurts my feelings but what can you expect from South Park ! "" West thanked the South Park writers in his blog entry and acknowledged he has a problem with his ego , but said he was trying to change.",say,none
"Parker and Stone said they were extremely surprised by West 's reaction , and felt Mencia was treated far more harshly in the episode than West.","Parker and Stone said they were extremely surprised by West 's reaction , and felt Mencia was treated far more harshly in the episode than West.",say,none
"Parker and Stone said they were extremely surprised by West 's reaction , and felt Mencia was treated far more harshly in the episode than West.","Parker and Stone said they were extremely surprised by West 's reaction , and felt Mencia was treated far more harshly in the episode than West.",feel,none
"Parker said , "" It was like , dude , we just said you were a gay fish.","Parker said , "" It was like , dude , we just said you were a gay fish.",say,none
"Parker said , "" It was like , dude , we just said you were a gay fish.","Parker said , "" It was like , dude , we just said you were a gay fish.",say,none
"Simon Vozick @-@ Levinson of Entertainment Weekly said the post was "" a fascinating look at where Kanye 's head is at these days "" , and complimented West for his "" humility and honesty "".","Simon Vozick @-@ Levinson of Entertainment Weekly said the post was "" a fascinating look at where Kanye 's head is at these days "" , and complimented West for his "" humility and honesty "".",say,none
"Daniel Kreps of Rolling Stone said : "" Many have tried , all have failed , but in the end it only took four animated children from Colorado to topple Kanye West 's ego.","Daniel Kreps of Rolling Stone said : "" Many have tried , all have failed , but in the end it only took four animated children from Colorado to topple Kanye West 's ego.",say,none
"Mitchell wrote , "" Did he just get the last laugh on South Park ? Conspiracy ! "" In response to the media coverage , West wrote another blog entry on April 10 claiming he had only seen part of the episode and found it funny , but he had been working on his arrogance problem for some time and that South Park did not lead to his "" ego epiphany "".","Mitchell wrote , "" Did he just get the last laugh on South Park ? Conspiracy ! "" In response to the media coverage , West wrote another blog entry on April 10 claiming he had only seen part of the episode and found it funny , but he had been working on his arrogance problem for some time and that South Park did not lead to his "" ego epiphany "".",write,none
"Mitchell wrote , "" Did he just get the last laugh on South Park ? Conspiracy ! "" In response to the media coverage , West wrote another blog entry on April 10 claiming he had only seen part of the episode and found it funny , but he had been working on his arrogance problem for some time and that South Park did not lead to his "" ego epiphany "".","Mitchell wrote , "" Did he just get the last laugh on South Park ? Conspiracy ! "" In response to the media coverage , West wrote another blog entry on April 10 claiming he had only seen part of the episode and found it funny , but he had been working on his arrogance problem for some time and that South Park did not lead to his "" ego epiphany "".",claim,none
"The next day , he said in another blog entry that while visiting The Cheesecake Factory restaurant , the manager brought him a plate of fishsticks as a joke.","The next day , he said in another blog entry while visiting The Cheesecake Factory restaurant , the manager brought him a plate of fishsticks as a joke.",say,that
"Carlos Delgado of If Magazine said the episode was "" another South Park classic "" which "" takes full advantage of Cartman 's monumental ego "".","Carlos Delgado of If Magazine said the episode was "" another South Park classic "" which "" takes full advantage of Cartman 's monumental ego "".",say,none
"Travis Fickett of IGN said the episode included some good laughs but "" never kicks into high gear "" and said the themes might have worked better as subplots than a full episode : "" ' Fishsticks ' is one of those episodes that typically occur around now in the South Park season.","Travis Fickett of IGN said the episode included some good laughs but "" never kicks into high gear "" and said the themes might have worked better as subplots than a full episode : "" ' Fishsticks ' is one of those episodes that typically occur around now in the South Park season.",say,none
"Travis Fickett of IGN said the episode included some good laughs but "" never kicks into high gear "" and said the themes might have worked better as subplots than a full episode : "" ' Fishsticks ' is one of those episodes that typically occur around now in the South Park season.","Travis Fickett of IGN said the episode included some good laughs but "" never kicks into high gear "" and said the themes might have worked better as subplots than a full episode : "" ' Fishsticks ' is one of those episodes that typically occur around now in the South Park season.",say,none
""" Sean O 'Neal of The A.V. Club said he was disappointed by the episode and thought the message about celebrity self @-@ delusion might have been better if it focused on only West or Mencia , rather than both.",""" Sean O 'Neal of The A.V. Club said he was disappointed by the episode and thought the message about celebrity self @-@ delusion might have been better if it focused on only West or Mencia , rather than both.",say,none
""" Sean O 'Neal of The A.V. Club said he was disappointed by the episode and thought the message about celebrity self @-@ delusion might have been better if it focused on only West or Mencia , rather than both.",""" Sean O 'Neal of The A.V. Club said he was disappointed by the episode and thought the message about celebrity self @-@ delusion might have been better if it focused on only West or Mencia , rather than both.",think,none
"Kanye West referenced this episode in his song "" Gorgeous "" from the 2010 album My Beautiful Dark Twisted Fantasy where he says "" choke a South Park writer with a fishstick "".","Kanye West referenced this episode in his song "" Gorgeous "" from the 2010 album My Beautiful Dark Twisted Fantasy where he says "" choke a South Park writer with a fishstick "".",say,none
"He similarly referenced the episode on his album Watch the Throne in the song "" Made in America "" when he says "" South Park had them all laughin ' / Now all my niggas designing and we all swaggin '.","He similarly referenced the episode on his album Watch the Throne in the song "" Made in America "" when he says "" South Park had them all laughin ' / Now all my niggas designing and we all swaggin '.",say,none
"Middleton said that he had kept his wife off the stage , that he "" didn 't like the idea of musical comedy "" , but would not have objected to her appearance in "" grand opera "".","Middleton said he had kept his wife off the stage , that he "" didn 't like the idea of musical comedy "" , but would not have objected to her appearance in "" grand opera "".",say,that
"Michelena said that she had so far spent her married life studying to perform three operatic roles : Carmen and Micaëla in Carmen , and Violetta Valéry in La traviata.","Michelena said she had so far spent her married life studying to perform three operatic roles : Carmen and Micaëla in Carmen , and Violetta Valéry in La traviata.",say,that
"She said that prior to appearing at the Garrick Theater , she had been afraid that her stage training had been lost.","She said prior to appearing at the Garrick Theater , she had been afraid that her stage training had been lost.",say,that
Michelena said she had to overcome her own fears as well as her husband 's objections.,Michelena said she had to overcome her own fears as well as her husband 's objections.,say,none
"At the end of November , Michelena quit Dill 's company , reporting that she had been billed underneath Lora Lieb in theater publicity , against the arrangement she had made with company manager Nat A. Magner.","At the end of November , Michelena quit Dill 's company , reporting she had been billed underneath Lora Lieb in theater publicity , against the arrangement she had made with company manager Nat A. Magner.",report,that
She said she refused to put her famous family name in second place.,She said she refused to put her famous family name in second place.,say,none
""" Leo Cooper , seven years ago , insisted that Mr. Slocum should hear two youngsters sing.",""" Leo Cooper , seven years ago , insisted Mr. Slocum should hear two youngsters sing.",insist,that
He determined that his pretty wife could star in movies made by his company.,He determined his pretty wife could star in movies made by his company.,determine,that
"In response , Michelena described in the column how those skills were helpful to a movie actress , but not absolutely necessary ; she said they "" are accessories to , rather than the substance of the thing ... I would advise every girl entering motion pictures to learn to ride and swim and do all the rest of it , but I would have her realize their subordination to the really artistic side of the profession.","In response , Michelena described in the column how those skills were helpful to a movie actress , but not absolutely necessary ; she said they "" are accessories to , rather than the substance of the thing ... I would advise every girl entering motion pictures to learn to ride and swim and do all the rest of it , but I would have her realize their subordination to the really artistic side of the profession.",say,none
"On May 7 , 1916 , Michelena wrote to caution girls wishing for fame on the silver screen that many like themselves ended up "" broken in spirit "" , with shattered expectations.","On May 7 , 1916 , Michelena wrote to caution girls wishing for fame on the silver screen many like themselves ended up "" broken in spirit "" , with shattered expectations.",wish,that
"Then , and this is the really great test of her talents , she must so lose herself in those conditions of thought and emotion , and feel through them , that her mimicry of their outward manifestations comes naturally and without conscious endeavor.","Then , and this is the really great test of her talents , she must so lose herself in those conditions of thought and emotion , and feel through them , that her mimicry of their outward manifestations comes naturally and without conscious endeavor.",feel,none
"They reportedly divorced in the mid @-@ 1920s , though Middleton told the 1930 US Census that they were married.","They reportedly divorced in the mid @-@ 1920s , though Middleton told the 1930 US Census they were married.",tell,that
"The San Francisco Chronicle reported that this was "" the first invasion of those countries by an American operatic star in repertoire performances "".","The San Francisco Chronicle reported this was "" the first invasion of those countries by an American operatic star in repertoire performances "".",report,that
""" I saw a lot of men wounded with severe injuries , "" he later said.",""" I saw a lot of men wounded with severe injuries , "" he later said.",say,none
""" I never thought I would miss , "" he said later.",""" I never thought I would miss , "" he said later.",say,none
""" I never thought I would miss , "" he said later.",""" I never thought I would miss , "" he said later.",think,none
""" Lou never got all the credit he deserved for his tackle play , probably because his great kicking skills got him more notoriety , "" Andy Robustelli , a defensive end who played against Groza , later said.",""" Lou never got all the credit he deserved for his tackle play , probably because his great kicking skills got him more notoriety , "" Andy Robustelli , a defensive end who played against Groza , later said.",say,none
""" I was 36 and I thought I had retired , "" he said.",""" I was 36 and I thought I had retired , "" he said.",say,none
""" I was 36 and I thought I had retired , "" he said.",""" I was 36 and I thought I had retired , "" he said.",think,none
"Groza , who was 44 years old when he quit the game , said in his memoir that retiring was "" the saddest day of my football life.","Groza , who was 44 years old when he quit the game , said in his memoir retiring was "" the saddest day of my football life.",say,that
"Groza was a leading critic of the move , saying it was "" like some man walking off with your wife.","Groza was a leading critic of the move , saying it was "" like some man walking off with your wife.",say,none
""" Everybody started to pay attention to field goals when the Browns started to win games with them , "" Pat Summerall said.",""" Everybody started to pay attention to field goals when the Browns started to win games with them , "" Pat Summerall said.",say,none
""" I don 't know why all the kids kick soccer @-@ style , "" he said in 1997.",""" I don 't know why all the kids kick soccer @-@ style , "" he said in 1997.",say,none
Recent games have emphasized that these games are about ability and not disability.,Recent games have emphasized these games are about ability and not disability.,emphasize,that
"Although the name was originally coined as a portmanteau combining "" paraplegic "" ( due to its origins as games for people with spinal injuries ) and "" Olympic , "" the inclusion of other disability groups meant that this was no longer considered very accurate.","Although the name was originally coined as a portmanteau combining "" paraplegic "" ( due to its origins as games for people with spinal injuries ) and "" Olympic , "" the inclusion of other disability groups meant this was no longer considered very accurate.",mean,that
In 2001 the International Olympic Committee ( IOC ) and the International Paralympic Committee ( IPC ) signed an agreement which guaranteed that host cities would be contracted to manage both the Olympic and Paralympic Games.,In 2001 the International Olympic Committee ( IOC ) and the International Paralympic Committee ( IPC ) signed an agreement which guaranteed host cities would be contracted to manage both the Olympic and Paralympic Games.,guarantee,that
While the charter is silent on discrimination specifically related to disability ; given the language in the charter regarding discrimination it is reasonable to infer that discrimination on the basis of disability would be against the ideals of the Olympic Charter and the IOC.,While the charter is silent on discrimination specifically related to disability ; given the language in the charter regarding discrimination it is reasonable to infer discrimination on the basis of disability would be against the ideals of the Olympic Charter and the IOC.,infer,that
"They alleged that the United States Olympic Committee ( USOC ) , which also include the USOC Paralympic Division ( the National Paralympic Committee ) , was underfunding American Paralympic athletes.","They alleged the United States Olympic Committee ( USOC ) , which also include the USOC Paralympic Division ( the National Paralympic Committee ) , was underfunding American Paralympic athletes.",allege,that
"The case was appealed to the Supreme Court , where on September 6 , 2008 it announced that it would not hear the appeal.","The case was appealed to the Supreme Court , where on September 6 , 2008 it announced it would not hear the appeal.",announce,that
The BBC announced it would stream some content on its website and show a one @-@ hour highlight program after the Games ended.,The BBC announced it would stream some content on its website and show a one @-@ hour highlight program after the Games ended.,announce,none
"NRK were far more pleased with the production of the ice sledge hockey and wheelchair curling events , which they felt reached the same level as the Olympic Games.","NRK were far more pleased with the production of the ice sledge hockey and wheelchair curling events , which they felt reached the same level as the Olympic Games.",feel,none
"IPC president Philip Craven was vocal about NBC 's reluctance to air coverage in 2012 , expressing his disappointment for American athletes and viewers who would miss the "" amazing images "" the games would bring , and remarking that "" some people think that North America always lead [ s ] on everything , and on this they don 't.","IPC president Philip Craven was vocal about NBC 's reluctance to air coverage in 2012 , expressing his disappointment for American athletes and viewers who would miss the "" amazing images "" the games would bring , and remarking "" some people think that North America always lead [ s ] on everything , and on this they don 't.",remark,that
"IPC president Philip Craven was vocal about NBC 's reluctance to air coverage in 2012 , expressing his disappointment for American athletes and viewers who would miss the "" amazing images "" the games would bring , and remarking that "" some people think that North America always lead [ s ] on everything , and on this they don 't.","IPC president Philip Craven was vocal about NBC 's reluctance to air coverage in 2012 , expressing his disappointment for American athletes and viewers who would miss the "" amazing images "" the games would bring , and remarking that "" some people think North America always lead [ s ] on everything , and on this they don 't.",think,that
