sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"On March 9 , 2010 , it was reported that Nathan had a tear in his ulnar collateral ligament.","On March 9 , 2010 , it was reported Nathan had a tear in his ulnar collateral ligament.","On March 9 , 2010 , it was",Nathan had a tear in his ulnar collateral ligament.,0,report,reported,"On March 9 , 2010 , it was reported Nathan had a tear in",that,"On March 9 , 2010 , it was reported","On March 9 , 2010 , it was reported Nathan had a tear in",48.03700042,1.473300084
"TV cameras captured Nathan saying "" Wow ! "" after the call.","TV cameras captured Nathan saying "" Wow ! "" after the call.",TV cameras captured Nathan,""" Wow ! "" after the call.",0,say,saying,"TV cameras captured Nathan saying "" Wow ! "" after",none,TV cameras captured Nathan saying,"TV cameras captured Nathan saying "" Wow ! "" after",34.96822083,13.42029381
"Ross wrote to the Montreal Herald , stating "" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know where we get off at.","Ross wrote to the Montreal Herald , stating "" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know where we get off at.","Ross wrote to the Montreal Herald ,",""" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know where we get off at.",0,state,stating,"Ross wrote to the Montreal Herald , stating "" all the players want",none,"Ross wrote to the Montreal Herald , stating","Ross wrote to the Montreal Herald , stating "" all the players want",35.97860408,4.935724497
"Ross wrote to the Montreal Herald , stating "" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know where we get off at.","Ross wrote to the Montreal Herald , stating "" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know where we get off at.","Ross wrote to the Montreal Herald ,",""" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know where we get off at.",0,state,stating,"Ross wrote to the Montreal Herald , stating "" all the players want",none,"Ross wrote to the Montreal Herald , stating","Ross wrote to the Montreal Herald , stating "" all the players want",35.97860408,4.935724497
"Ross wrote to the Montreal Herald , stating "" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know where we get off at.","Ross wrote to the Montreal Herald , stating "" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know where we get off at.","Ross wrote to the Montreal Herald , stating "" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to",we get off at.,0,know,know,"The players are not trying to bulldoze the NHA , but we want to know where we get off at",other,"Ross wrote to the Montreal Herald , stating "" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know","Ross wrote to the Montreal Herald , stating "" all the players want is a fair deal ... The players are not trying to bulldoze the NHA , but we want to know where we get off at.",34.58036447,6.626426816
""" The plans were abandoned when they realized all the suitable arenas would be unavailable as they were owned or leased by the NHA.",""" The plans were abandoned when they realized all the suitable arenas would be unavailable as they were owned or leased by the NHA.",""" The plans were abandoned when they",all the suitable arenas would be unavailable as they were owned or leased by the NHA.,0,realize,realized,""" The plans were abandoned when they realized all the suitable arenas would",none,""" The plans were abandoned when they realized",""" The plans were abandoned when they realized all the suitable arenas would",41.53811526,6.69412756
"The owners realized if they suspended Ross , they would also have to suspend all those he signed , hurting the league.","The owners realized if they suspended Ross , they would also have to suspend all those he signed , hurting the league.",The owners,"if they suspended Ross , they would also have to suspend all those he signed , hurting the league.",0,realize,realized,"The owners realized if they suspended Ross ,",none,The owners realized,"The owners realized if they suspended Ross ,",52.218476,16.24599838
"However , the NHL insisted the team continue to play , and recorded two additional scheduled matches as defaulted losses for the Wanderers , even though the matches were not played.","However , the NHL insisted the team continue to play , and recorded two additional scheduled matches as defaulted losses for the Wanderers , even though the matches were not played.","However , the NHL","the team continue to play , and recorded two additional scheduled matches as defaulted losses for the Wanderers , even though the matches were not played.",0,insist,insisted,"However , the NHL insisted the team continue to play",none,"However , the NHL insisted","However , the NHL insisted the team continue to play",21.05072588,12.14018631
"The team 's manager , Conn Smythe , who later owned and managed the Toronto Maple Leafs , said that his team could easily defeat the Bruins — Ross 's team had won only two of their first fifteen NHL games.","The team 's manager , Conn Smythe , who later owned and managed the Toronto Maple Leafs , said his team could easily defeat the Bruins — Ross 's team had won only two of their first fifteen NHL games.","The team 's manager , Conn Smythe , who later owned and managed the Toronto Maple Leafs ,",his team could easily defeat the Bruins — Ross 's team had won only two of their first fifteen NHL games.,0,say,said,"The team 's manager , Conn Smythe , who later owned and managed the Toronto Maple Leafs , said his team could easily defeat",that,"The team 's manager , Conn Smythe , who later owned and managed the Toronto Maple Leafs , said","The team 's manager , Conn Smythe , who later owned and managed the Toronto Maple Leafs , said his team could easily defeat",33.0312562,3.949507475
"After the Bruins lost their playoff series with the Toronto Maple Leafs in the 1936 playoffs , the result of an 8 – 1 score in the second game , a newspaper claimed that Patrick had been drinking the day of the game and had trouble controlling the team.","After the Bruins lost their playoff series with the Toronto Maple Leafs in the 1936 playoffs , the result of an 8 – 1 score in the second game , a newspaper claimed Patrick had been drinking the day of the game and had trouble controlling the team.","After the Bruins lost their playoff series with the Toronto Maple Leafs in the 1936 playoffs , the result of an 8 – 1 score in the second game , a newspaper",Patrick had been drinking the day of the game and had trouble controlling the team.,0,claim,claimed,"After the Bruins lost their playoff series with the Toronto Maple Leafs in the 1936 playoffs , the result of an 8 – 1 score in the second game , a newspaper claimed Patrick had been drinking the",that,"After the Bruins lost their playoff series with the Toronto Maple Leafs in the 1936 playoffs , the result of an 8 – 1 score in the second game , a newspaper claimed","After the Bruins lost their playoff series with the Toronto Maple Leafs in the 1936 playoffs , the result of an 8 – 1 score in the second game , a newspaper claimed Patrick had been drinking the",32.68957281,9.720619678
"In order to help tell the red line and blue lines apart on television , Ross suggested that the red line be striped.","In order to help tell the red line and blue lines apart on television , Ross suggested the red line be striped.","In order to help tell the red line and blue lines apart on television , Ross",the red line be striped.,0,suggest,suggested,"In order to help tell the red line and blue lines apart on television , Ross suggested the red line be striped",that,"In order to help tell the red line and blue lines apart on television , Ross suggested","In order to help tell the red line and blue lines apart on television , Ross suggested the red line be striped.",24.96084148,10.22686672
"In the early 20th century , the parish decided that the old church should be remodelled into a school and a convent for the teachers , and that a new church should be built.","In the early 20th century , the parish decided the old church should be remodelled into a school and a convent for the teachers , and that a new church should be built.","In the early 20th century , the parish","the old church should be remodelled into a school and a convent for the teachers , and that a new church should be built.",0,decide,decided,"In the early 20th century , the parish decided the old church should be",that,"In the early 20th century , the parish decided","In the early 20th century , the parish decided the old church should be",24.59762365,10.69284248
It is not known whether the design of the basement used Darscheid 's plans.,It is not known whether the design of the basement used Darscheid 's plans.,It is not,the design of the basement used Darscheid 's plans.,0,know,known,It is not known whether the design of the basement,other,It is not known,It is not known whether the design of the,18.09586143,4.477454185
"Disruption of European agriculture by World War I had produced high prices for farm commodities , and it had been thought that Europe 's recovery would be slow and that the high prices would persist.","Disruption of European agriculture by World War I had produced high prices for farm commodities , and it had been thought Europe 's recovery would be slow and that the high prices would persist.","Disruption of European agriculture by World War I had produced high prices for farm commodities , and it had been",Europe 's recovery would be slow and that the high prices would persist.,0,think,thought,"Disruption of European agriculture by World War I had produced high prices for farm commodities , and it had been thought Europe 's recovery would be",that,"Disruption of European agriculture by World War I had produced high prices for farm commodities , and it had been thought","Disruption of European agriculture by World War I had produced high prices for farm commodities , and it had been thought Europe 's recovery would be",38.49674147,6.973482609
"In the 1989 form nominating it for the National Register of Historic Places , it was noted that the church had undergone only minor alterations , including an interior redecoration in 1964 , the replacement of roof slates with asphalt shingles in 1977 , and the addition of a concrete ramp for access by the handicapped in 1986.","In the 1989 form nominating it for the National Register of Historic Places , it was noted the church had undergone only minor alterations , including an interior redecoration in 1964 , the replacement of roof slates with asphalt shingles in 1977 , and the addition of a concrete ramp for access by the handicapped in 1986.","In the 1989 form nominating it for the National Register of Historic Places , it was","the church had undergone only minor alterations , including an interior redecoration in 1964 , the replacement of roof slates with asphalt shingles in 1977 , and the addition of a concrete ramp for access by the handicapped in 1986.",0,note,noted,"In the 1989 form nominating it for the National Register of Historic Places , it was noted the church had undergone only",that,"In the 1989 form nominating it for the National Register of Historic Places , it was noted","In the 1989 form nominating it for the National Register of Historic Places , it was noted the church had undergone only",35.49838924,8.332169533
It has been speculated that this window was part of the parish 's first church.,It has been speculated this window was part of the parish 's first church.,It has been,this window was part of the parish 's first church.,0,speculate,speculated,It has been speculated this window was part of,that,It has been speculated,It has been speculated this window was part of,35.70892202,8.3074646
"He predicted that the viewers would respond "" really well "" to her.","He predicted the viewers would respond "" really well "" to her.",He,"the viewers would respond "" really well "" to her.",0,predict,predicted,"He predicted the viewers would respond """,that,He predicted,"He predicted the viewers would respond """,31.95862252,12.4021759
"The plot saw Nicole question her persona , believing Geoff had transformed her into a boring person.","The plot saw Nicole question her persona , believing Geoff had transformed her into a boring person.","The plot saw Nicole question her persona ,",Geoff had transformed her into a boring person.,0,believe,believing,"The plot saw Nicole question her persona , believing Geoff had transformed her into",none,"The plot saw Nicole question her persona , believing","The plot saw Nicole question her persona , believing Geoff had transformed her into",34.67770886,8.847276688
"Nicole has also been featured in various other romantic storylines , such as a brief fling with Liam Murphy , James said that he was compatible with Nicole because he had "" the edge she was after "".","Nicole has also been featured in various other romantic storylines , such as a brief fling with Liam Murphy , James said he was compatible with Nicole because he had "" the edge she was after "".","Nicole has also been featured in various other romantic storylines , such as a brief fling with Liam Murphy , James","he was compatible with Nicole because he had "" the edge she was after "".",0,say,said,"Nicole has also been featured in various other romantic storylines , such as a brief fling with Liam Murphy , James said he was compatible with Nicole",that,"Nicole has also been featured in various other romantic storylines , such as a brief fling with Liam Murphy , James said","Nicole has also been featured in various other romantic storylines , such as a brief fling with Liam Murphy , James said he was compatible with Nicole",23.57953258,14.53353667
"Producer Welsh once stated he believed Nicole was destined to become "" full circle "" and Nicole began behaving erratic and wild once more , due to her failed romances and the death of her friend Belle.","Producer Welsh once stated he believed Nicole was destined to become "" full circle "" and Nicole began behaving erratic and wild once more , due to her failed romances and the death of her friend Belle.",Producer Welsh once,"he believed Nicole was destined to become "" full circle "" and Nicole began behaving erratic and wild once more , due to her failed romances and the death of her friend Belle.",0,state,stated,Producer Welsh once stated he believed Nicole was destined,none,Producer Welsh once stated,Producer Welsh once stated he believed Nicole was destined,42.51040173,6.359767437
"Producer Welsh once stated he believed Nicole was destined to become "" full circle "" and Nicole began behaving erratic and wild once more , due to her failed romances and the death of her friend Belle.","Producer Welsh once stated he believed Nicole was destined to become "" full circle "" and Nicole began behaving erratic and wild once more , due to her failed romances and the death of her friend Belle.",Producer Welsh once stated he,"Nicole was destined to become "" full circle "" and Nicole began behaving erratic and wild once more , due to her failed romances and the death of her friend Belle.",0,believe,believed,Producer Welsh once stated he believed Nicole was destined to become,none,Producer Welsh once stated he believed,Producer Welsh once stated he believed Nicole was destined to become,33.95808095,6.799834728
"Nicole felt she was too young and unable to offer a child stability , so she agreed to let Marilyn Chambers adopt the baby upon its birth.","Nicole felt she was too young and unable to offer a child stability , so she agreed to let Marilyn Chambers adopt the baby upon its birth.",Nicole,"she was too young and unable to offer a child stability , so she agreed to let Marilyn Chambers adopt the baby upon its birth.",0,feel,felt,Nicole felt she was too young and,none,Nicole felt,Nicole felt she was too young and,21.02090967,15.57207775
TV Week were neutral to aspects of her pregnancy plot but opined James was one of the serials best actress '.,TV Week were neutral to aspects of her pregnancy plot but opined James was one of the serials best actress '.,TV Week were neutral to aspects of her pregnancy plot but,James was one of the serials best actress '.,0,opine,opined,TV Week were neutral to aspects of her pregnancy plot but opined James was one of the,none,TV Week were neutral to aspects of her pregnancy plot but opined,TV Week were neutral to aspects of her pregnancy plot but opined James was one of the,26.48485973,17.33136576
The Daily Record said that being single was good for the character.,The Daily Record said being single was good for the character.,The Daily Record,being single was good for the character.,0,say,said,The Daily Record said being single was good for,that,The Daily Record said,The Daily Record said being single was good for,35.75466982,8.183989525
Executive producer Cameron Welsh said ' She is an exciting talent and I think audiences are going to love her character and respond really well to her.,Executive producer Cameron Welsh said ' She is an exciting talent and I think audiences are going to love her character and respond really well to her.,Executive producer Cameron Welsh,' She is an exciting talent and I think audiences are going to love her character and respond really well to her.,0,say,said,Executive producer Cameron Welsh said ' She is an exciting,none,Executive producer Cameron Welsh said,Executive producer Cameron Welsh said ' She is an exciting,43.79021049,2.962590218
Executive producer Cameron Welsh said ' She is an exciting talent and I think audiences are going to love her character and respond really well to her.,Executive producer Cameron Welsh said ' She is an exciting talent and I think audiences are going to love her character and respond really well to her.,Executive producer Cameron Welsh said ' She is an exciting talent and I,audiences are going to love her character and respond really well to her.,0,think,think,Executive producer Cameron Welsh said ' She is an exciting talent and I think audiences are going to love,none,Executive producer Cameron Welsh said ' She is an exciting talent and I think,Executive producer Cameron Welsh said ' She is an exciting talent and I think audiences are going to love,15.78857142,4.239868402
"Speaking of working on the serial James stated : "" Working on a series like this [ Home and Away ] is the best training you can get , I look at it like an apprenticeship and never forget how lucky I am.","Speaking of working on the serial James stated : "" Working on a series like this [ Home and Away ] is the best training you can get , I look at it like an apprenticeship and never forget how lucky I am.",Speaking of working on the serial James,": "" Working on a series like this [ Home and Away ] is the best training you can get , I look at it like an apprenticeship and never forget how lucky I am.",0,state,stated,"Speaking of working on the serial James stated : "" Working on a",none,Speaking of working on the serial James stated,"Speaking of working on the serial James stated : "" Working on a",25.37616405,27.09002435
"Speaking of working on the serial James stated : "" Working on a series like this [ Home and Away ] is the best training you can get , I look at it like an apprenticeship and never forget how lucky I am.","Speaking of working on the serial James stated : "" Working on a series like this [ Home and Away ] is the best training you can get , I look at it like an apprenticeship and never forget how lucky I am.","Speaking of working on the serial James stated : "" Working on a series like this [ Home and Away ] is the best training you can get , I look at it like an apprenticeship and never",lucky I am.,0,forget,forget,"Speaking of working on the serial James stated : "" Working on a series like this [ Home and Away ] is the best training you can get , I look at it like an apprenticeship and never forget how lucky I am",other,"Speaking of working on the serial James stated : "" Working on a series like this [ Home and Away ] is the best training you can get , I look at it like an apprenticeship and never forget","Speaking of working on the serial James stated : "" Working on a series like this [ Home and Away ] is the best training you can get , I look at it like an apprenticeship and never forget how lucky I am.",16.15735286,6.673487898
"In March 2011 , James confirmed that she had left Home and Away.","In March 2011 , James confirmed she had left Home and Away.","In March 2011 , James",she had left Home and Away.,0,confirm,confirmed,"In March 2011 , James confirmed she had left Home and",that,"In March 2011 , James confirmed","In March 2011 , James confirmed she had left Home and",40.61778355,15.53162575
"Of her departure , James said "" I was at Home and Away for three @-@ and @-@ a @-@ half @-@ years , so it 's good to be finished and get to be who I am , and do what I 've wanted to do for so long.","Of her departure , James said "" I was at Home and Away for three @-@ and @-@ a @-@ half @-@ years , so it 's good to be finished and get to be who I am , and do what I 've wanted to do for so long.","Of her departure , James",""" I was at Home and Away for three @-@ and @-@ a @-@ half @-@ years , so it 's good to be finished and get to be who I am , and do what I 've wanted to do for so long.",0,say,said,"Of her departure , James said "" I was at Home",none,"Of her departure , James said","Of her departure , James said "" I was at Home",36.58894777,5.623219967
""" They also state : "" Nicole is a girl who lives to have fun , and she is fun if you accept her for who she is.",""" They also state : "" Nicole is a girl who lives to have fun , and she is fun if you accept her for who she is.",""" They also",": "" Nicole is a girl who lives to have fun , and she is fun if you accept her for who she is.",0,state,state,""" They also state : "" Nicole is a",none,""" They also state",""" They also state : "" Nicole is a",32.74120027,9.795844078
"And , of course , she thinks you 're worth her attention.","And , of course , she thinks you 're worth her attention.","And , of course , she",you 're worth her attention.,0,think,thinks,"And , of course , she thinks you 're worth her attention",none,"And , of course , she thinks","And , of course , she thinks you 're worth her attention.",46.04678303,8.041971087
"They also added she was a "" sultry "" type character.","They also added she was a "" sultry "" type character.",They also,"she was a "" sultry "" type character.",0,add,added,"They also added she was a "" sultry",none,They also added,"They also added she was a "" sultry",45.71710793,7.431794643
"Whilst interviewed by The Daily Telegraph , James stated : "" I think she 's the best character , I get to have so much fun being a princess and a prima donna.","Whilst interviewed by The Daily Telegraph , James stated : "" I think she 's the best character , I get to have so much fun being a princess and a prima donna.","Whilst interviewed by The Daily Telegraph , James",": "" I think she 's the best character , I get to have so much fun being a princess and a prima donna.",0,state,stated,"Whilst interviewed by The Daily Telegraph , James stated : "" I think she",none,"Whilst interviewed by The Daily Telegraph , James stated","Whilst interviewed by The Daily Telegraph , James stated : "" I think she",26.37805611,11.56192207
"Whilst interviewed by The Daily Telegraph , James stated : "" I think she 's the best character , I get to have so much fun being a princess and a prima donna.","Whilst interviewed by The Daily Telegraph , James stated : "" I think she 's the best character , I get to have so much fun being a princess and a prima donna.","Whilst interviewed by The Daily Telegraph , James stated : "" I","she 's the best character , I get to have so much fun being a princess and a prima donna.",0,think,think,"Whilst interviewed by The Daily Telegraph , James stated : "" I think she 's the best character",none,"Whilst interviewed by The Daily Telegraph , James stated : "" I think","Whilst interviewed by The Daily Telegraph , James stated : "" I think she 's the best character",41.68724215,3.19382906
""" She also stated she enjoys Nicole 's "" promiscuous side "" because she seems to have another boyfriend every week.",""" She also stated she enjoys Nicole 's "" promiscuous side "" because she seems to have another boyfriend every week.",""" She also","she enjoys Nicole 's "" promiscuous side "" because she seems to have another boyfriend every week.",0,state,stated,""" She also stated she enjoys Nicole 's """,none,""" She also stated",""" She also stated she enjoys Nicole 's """,48.02546573,6.421567917
"Welsh also believes that Nicole is destined to come "" full circle "".","Welsh also believes Nicole is destined to come "" full circle "".",Welsh also,"Nicole is destined to come "" full circle "".",0,believe,believes,Welsh also believes Nicole is destined to come,that,Welsh also believes,Welsh also believes Nicole is destined to come,41.53979373,6.740953445
"Describing the effect it had on Nicole and Geoff , James stated : "" They have no food , shelter or clothing.","Describing the effect it had on Nicole and Geoff , James stated : "" They have no food , shelter or clothing.","Describing the effect it had on Nicole and Geoff , James",": "" They have no food , shelter or clothing.",0,state,stated,"Describing the effect it had on Nicole and Geoff , James stated : "" They have no",none,"Describing the effect it had on Nicole and Geoff , James stated","Describing the effect it had on Nicole and Geoff , James stated : "" They have no",26.71544063,7.964183807
"He added that "" the fact they were both pretty much naked didn 't help "".","He added "" the fact they were both pretty much naked didn 't help "".",He,""" the fact they were both pretty much naked didn 't help "".",0,add,added,"He added "" the fact they were",that,He added,"He added "" the fact they were",37.11240005,9.116201401
"He did not regret it , but acknowledged that he wanted to save his virginity until marriage.","He did not regret it , but acknowledged he wanted to save his virginity until marriage.","He did not regret it , but",he wanted to save his virginity until marriage.,0,acknowledge,acknowledged,"He did not regret it , but acknowledged he wanted to save his",that,"He did not regret it , but acknowledged","He did not regret it , but acknowledged he wanted to save his",21.07317603,11.80261266
"Lewis stated , "" He 's not 100 % sure about that either , but he feels that if they 're going to have sex , a wedding is the only solution.","Lewis stated , "" He 's not 100 % sure about that either , but he feels that if they 're going to have sex , a wedding is the only solution.",Lewis,", "" He 's not 100 % sure about that either , but he feels that if they 're going to have sex , a wedding is the only solution.",0,state,stated,"Lewis stated , "" He 's not",none,Lewis stated,"Lewis stated , "" He 's not",35.89694947,15.48751831
"Lewis stated , "" He 's not 100 % sure about that either , but he feels that if they 're going to have sex , a wedding is the only solution.","Lewis stated , "" He 's not 100 % sure about that either , but he feels if they 're going to have sex , a wedding is the only solution.","Lewis stated , "" He 's not 100 % sure about that either , but he","if they 're going to have sex , a wedding is the only solution.",0,feel,feels,"Lewis stated , "" He 's not 100 % sure about that either , but he feels if they 're going to",that,"Lewis stated , "" He 's not 100 % sure about that either , but he feels","Lewis stated , "" He 's not 100 % sure about that either , but he feels if they 're going to",27.66334242,7.369279385
""" Describing Nicole 's reaction he said that she was "" dumbfounded "" by his offer , as she had believed he was acting strange because he wanted to dump her.",""" Describing Nicole 's reaction he said she was "" dumbfounded "" by his offer , as she had believed he was acting strange because he wanted to dump her.",""" Describing Nicole 's reaction he","she was "" dumbfounded "" by his offer , as she had believed he was acting strange because he wanted to dump her.",0,say,said,""" Describing Nicole 's reaction he said she was "" dumbfounded """,that,""" Describing Nicole 's reaction he said",""" Describing Nicole 's reaction he said she was "" dumbfounded """,26.14016426,2.490451097
""" Describing Nicole 's reaction he said that she was "" dumbfounded "" by his offer , as she had believed he was acting strange because he wanted to dump her.",""" Describing Nicole 's reaction he said that she was "" dumbfounded "" by his offer , as she had believed he was acting strange because he wanted to dump her.",""" Describing Nicole 's reaction he said that she was "" dumbfounded "" by his offer , as she had",he was acting strange because he wanted to dump her.,0,believe,believed,""" Describing Nicole 's reaction he said that she was "" dumbfounded "" by his offer , as she had believed he was acting strange because",none,""" Describing Nicole 's reaction he said that she was "" dumbfounded "" by his offer , as she had believed",""" Describing Nicole 's reaction he said that she was "" dumbfounded "" by his offer , as she had believed he was acting strange because",24.25202918,10.21062374
"According to James , the moment managed to ruin their passion , she also commented that : "" Nicole has liked Geoff for ages and was so happy to have got together with him - but now he 's spoiled it.","According to James , the moment managed to ruin their passion , she also commented : "" Nicole has liked Geoff for ages and was so happy to have got together with him - but now he 's spoiled it.","According to James , the moment managed to ruin their passion , she also",": "" Nicole has liked Geoff for ages and was so happy to have got together with him - but now he 's spoiled it.",0,comment,commented,"According to James , the moment managed to ruin their passion , she also commented : "" Nicole has liked",that,"According to James , the moment managed to ruin their passion , she also commented","According to James , the moment managed to ruin their passion , she also commented : "" Nicole has liked",38.02887547,10.39959908
""" James also admitted she was trilled to learn Nicole would turn down his proposal.",""" James also admitted she was trilled to learn Nicole would turn down his proposal.",""" James also admitted she was trilled to",Nicole would turn down his proposal.,0,learn,learn,""" James also admitted she was trilled to learn Nicole would turn down his",none,""" James also admitted she was trilled to learn",""" James also admitted she was trilled to learn Nicole would turn down his",38.50017881,8.213560104
"James later opined that Nicole was "" the one "" for Geoff , but did not believe that Geoff was "" the one "" for Nicole.","James later opined Nicole was "" the one "" for Geoff , but did not believe that Geoff was "" the one "" for Nicole.",James later,"Nicole was "" the one "" for Geoff , but did not believe that Geoff was "" the one "" for Nicole.",0,opine,opined,"James later opined Nicole was "" the one",that,James later opined,"James later opined Nicole was "" the one",41.693778,14.58917926
"James later opined that Nicole was "" the one "" for Geoff , but did not believe that Geoff was "" the one "" for Nicole.","James later opined that Nicole was "" the one "" for Geoff , but did not believe Geoff was "" the one "" for Nicole.","James later opined that Nicole was "" the one "" for Geoff , but did not","Geoff was "" the one "" for Nicole.",0,believe,believe,"James later opined that Nicole was "" the one "" for Geoff , but did not believe Geoff was "" the one",that,"James later opined that Nicole was "" the one "" for Geoff , but did not believe","James later opined that Nicole was "" the one "" for Geoff , but did not believe Geoff was "" the one",16.29302087,6.883957863
"Nicole decided to plan a return trip to the island , believing it would solve their problems and bring them closer together.","Nicole decided to plan a return trip to the island , believing it would solve their problems and bring them closer together.","Nicole decided to plan a return trip to the island ,",it would solve their problems and bring them closer together.,0,believe,believing,"Nicole decided to plan a return trip to the island , believing it would solve their problems",none,"Nicole decided to plan a return trip to the island , believing","Nicole decided to plan a return trip to the island , believing it would solve their problems",21.77659559,10.96661472
"James said that Geoff loved the surprise , but found Nicole "" very sexy and tempting "".","James said Geoff loved the surprise , but found Nicole "" very sexy and tempting "".",James,"Geoff loved the surprise , but found Nicole "" very sexy and tempting "".",0,say,said,"James said Geoff loved the surprise ,",that,James said,"James said Geoff loved the surprise ,",59.38680315,9.594190598
"She added that everything about Nicole forced Geoff to question his religious beliefs and he felt he "" needed to back away "".","She added everything about Nicole forced Geoff to question his religious beliefs and he felt he "" needed to back away "".",She,"everything about Nicole forced Geoff to question his religious beliefs and he felt he "" needed to back away "".",0,add,added,She added everything about Nicole forced Geoff,that,She added,She added everything about Nicole forced Geoff,73.67844725,9.043409348
"She added that everything about Nicole forced Geoff to question his religious beliefs and he felt he "" needed to back away "".","She added that everything about Nicole forced Geoff to question his religious beliefs and he felt he "" needed to back away "".",She added that everything about Nicole forced Geoff to question his religious beliefs and he,"he "" needed to back away "".",0,feel,felt,"She added that everything about Nicole forced Geoff to question his religious beliefs and he felt he "" needed to back",none,She added that everything about Nicole forced Geoff to question his religious beliefs and he felt,"She added that everything about Nicole forced Geoff to question his religious beliefs and he felt he "" needed to back",36.91951439,5.842586994
"James said he "" put himself in harms way "" to save Nicole.","James said he "" put himself in harms way "" to save Nicole.",James,"he "" put himself in harms way "" to save Nicole.",0,say,said,"James said he "" put himself in",none,James said,"James said he "" put himself in",39.21830475,9.594190598
"In 2009 , James told Inside Soap that Nicole and Geoff had a strong friendship underneath their romance.","In 2009 , James told Inside Soap Nicole and Geoff had a strong friendship underneath their romance.","In 2009 , James",Nicole and Geoff had a strong friendship underneath their romance.,2,tell,told,"In 2009 , James told Inside Soap Nicole and Geoff had a",that,"In 2009 , James told","In 2009 , James told Inside Soap Nicole and Geoff had a",89.50845742,11.96372604
""" James opined Nicole 's wild behaviour was often to much for Geoff to cope with.",""" James opined Nicole 's wild behaviour was often to much for Geoff to cope with.",""" James",Nicole 's wild behaviour was often to much for Geoff to cope with.,0,opine,opined,""" James opined Nicole 's wild behaviour was",none,""" James opined",""" James opined Nicole 's wild behaviour was",51.92364573,25.19718981
"In public , Lewis initially had negative feedback from older viewers because they felt Geoff was better suited to Melody.","In public , Lewis initially had negative feedback from older viewers because they felt Geoff was better suited to Melody.","In public , Lewis initially had negative feedback from older viewers because they",Geoff was better suited to Melody.,0,feel,felt,"In public , Lewis initially had negative feedback from older viewers because they felt Geoff was better suited to",none,"In public , Lewis initially had negative feedback from older viewers because they felt","In public , Lewis initially had negative feedback from older viewers because they felt Geoff was better suited to",34.11688131,4.655113697
He revealed they felt like she was a bad influence for Geoff because she often played games.,He revealed they felt like she was a bad influence for Geoff because she often played games.,He,they felt like she was a bad influence for Geoff because she often played games.,0,reveal,revealed,He revealed they felt like she was,none,He revealed,He revealed they felt like she was,32.36801708,11.75688648
However towards the end of their relationship he felt perception had changed due to viewers having a better understanding of Nicole 's persona.,However towards the end of their relationship he felt perception had changed due to viewers having a better understanding of Nicole 's persona.,However towards the end of their relationship he,perception had changed due to viewers having a better understanding of Nicole 's persona.,0,feel,felt,However towards the end of their relationship he felt perception had changed due to,none,However towards the end of their relationship he felt,However towards the end of their relationship he felt perception had changed due to,36.8947641,8.060079098
"James described their dynamic , stating : "" Freya 's exactly what Nicole was like when she first arrived in the bay , that is why they click.","James described their dynamic , stating : "" Freya 's exactly what Nicole was like when she first arrived in the bay , that is why they click.","James described their dynamic ,",": "" Freya 's exactly what Nicole was like when she first arrived in the bay , that is why they click.",0,state,stating,"James described their dynamic , stating : "" Freya 's exactly",none,"James described their dynamic , stating","James described their dynamic , stating : "" Freya 's exactly",53.81012493,8.205320358
"James said Nicole was "" angry "" because she was on Freya 's "" not hot list "".","James said Nicole was "" angry "" because she was on Freya 's "" not hot list "".",James,"Nicole was "" angry "" because she was on Freya 's "" not hot list "".",0,say,said,"James said Nicole was "" angry """,none,James said,"James said Nicole was "" angry """,49.25366879,9.594190598
"Freya kissed her to prove she thinks she is hot , James opined that Nicole did not enjoy the kiss , but was just "" happy to be center of attention "" and happy that people were talking about her again.","Freya kissed her to prove she thinks she is hot , James opined that Nicole did not enjoy the kiss , but was just "" happy to be center of attention "" and happy that people were talking about her again.",Freya kissed her to,"she thinks she is hot , James opined that Nicole did not enjoy the kiss , but was just "" happy to be center of attention "" and happy that people were talking about her again.",0,prove,prove,Freya kissed her to prove she thinks she is hot,none,Freya kissed her to prove,Freya kissed her to prove she thinks she is hot,27.6003685,6.998856544
