sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
""" McLaren F1 CEO Martin Whitmarsh said that Hamilton 's front wing had broken seconds before the impact , and that the resulting downforce reduction had sucked Hamilton into Alonso 's slipstream faster than expected.",""" McLaren F1 CEO Martin Whitmarsh said Hamilton 's front wing had broken seconds before the impact , and that the resulting downforce reduction had sucked Hamilton into Alonso 's slipstream faster than expected.",0,say,said,that,""" McLaren F1 CEO Martin Whitmarsh",""" McLaren F1 CEO Martin Whitmarsh said",""" McLaren F1 CEO Martin Whitmarsh said Hamilton 's front wing had",39.78899908,3.677245378
"However , photos indicate that the front wing on the McLaren could have broken even earlier when Hamilton nudged a car ( believed to be Alonso ) on the opening lap.","However , photos indicate the front wing on the McLaren could have broken even earlier when Hamilton nudged a car ( believed to be Alonso ) on the opening lap.",0,indicate,indicate,that,"However , photos","However , photos indicate","However , photos indicate the front wing on the",31.32644737,9.727211952
"Although there is no information about the specific conversion of El Sol , for other ships this typically meant that any second- or third @-@ class passenger accommodations had to be ripped out and replaced with ramps and stalls for the horses and mules carried.","Although there is no information about the specific conversion of El Sol , for other ships this typically meant any second- or third @-@ class passenger accommodations had to be ripped out and replaced with ramps and stalls for the horses and mules carried.",0,mean,meant,that,"Although there is no information about the specific conversion of El Sol , for other ships this typically","Although there is no information about the specific conversion of El Sol , for other ships this typically meant","Although there is no information about the specific conversion of El Sol , for other ships this typically meant any second- or third @-@",69.59508651,7.036612511
"Sources do not reveal all of El Sol 's movements , but it is known that she departed on her second trip to France from Newport News on 10 February 1918.","Sources do not reveal all of El Sol 's movements , but it is known she departed on her second trip to France from Newport News on 10 February 1918.",0,know,known,that,"Sources do not reveal all of El Sol 's movements , but it is","Sources do not reveal all of El Sol 's movements , but it is known","Sources do not reveal all of El Sol 's movements , but it is known she departed on her second",36.74151731,3.459831476
"In three months of continuous operations , the salvage company reported that about 35 % of the sunken ship 's cargo had been recovered.","In three months of continuous operations , the salvage company reported about 35 % of the sunken ship 's cargo had been recovered.",0,report,reported,that,"In three months of continuous operations , the salvage company","In three months of continuous operations , the salvage company reported","In three months of continuous operations , the salvage company reported about 35 % of the",27.4671948,7.242685318
"Though the Fall @-@ Davis report called for a dam "" at or near Boulder Canyon "" , the Reclamation Service ( which was renamed the Bureau of Reclamation the following year ) found that canyon unsuitable.","Though the Fall @-@ Davis report called for a dam "" at or near Boulder Canyon "" , the Reclamation Service ( which was renamed the Bureau of Reclamation the following year ) found canyon unsuitable.",0,find,found,that,"Though the Fall @-@ Davis report called for a dam "" at or near Boulder Canyon "" , the Reclamation Service ( which was renamed the Bureau of Reclamation the following year )","Though the Fall @-@ Davis report called for a dam "" at or near Boulder Canyon "" , the Reclamation Service ( which was renamed the Bureau of Reclamation the following year ) found","Though the Fall @-@ Davis report called for a dam "" at or near Boulder Canyon "" , the Reclamation Service ( which was renamed the Bureau of Reclamation the following year ) found canyon unsuitable.",35.46242832,8.176241994
"A Colorado attorney proposed that the seven states which fell within the river 's basin ( California , Nevada , Arizona , Utah , New Mexico , Colorado and Wyoming ) form an interstate compact , with the approval of Congress.","A Colorado attorney proposed the seven states which fell within the river 's basin ( California , Nevada , Arizona , Utah , New Mexico , Colorado and Wyoming ) form an interstate compact , with the approval of Congress.",0,propose,proposed,that,A Colorado attorney,A Colorado attorney proposed,A Colorado attorney proposed the seven states which fell,48.57191467,12.24491405
"As that dam was a curved @-@ gravity type , similar in design to the arch @-@ gravity as was proposed for the Black Canyon dam , opponents claimed that the Black Canyon dam 's safety could not be guaranteed.","As that dam was a curved @-@ gravity type , similar in design to the arch @-@ gravity as was proposed for the Black Canyon dam , opponents claimed the Black Canyon dam 's safety could not be guaranteed.",0,claim,claimed,that,"As that dam was a curved @-@ gravity type , similar in design to the arch @-@ gravity as was proposed for the Black Canyon dam , opponents","As that dam was a curved @-@ gravity type , similar in design to the arch @-@ gravity as was proposed for the Black Canyon dam , opponents claimed","As that dam was a curved @-@ gravity type , similar in design to the arch @-@ gravity as was proposed for the Black Canyon dam , opponents claimed the Black Canyon dam 's",28.39824581,6.152260303
"The Colorado River Board found the project feasible , but warned that should the dam fail , every downstream Colorado River community would be destroyed , and that the river might change course and empty into the Salton Sea.","The Colorado River Board found the project feasible , but warned should the dam fail , every downstream Colorado River community would be destroyed , and that the river might change course and empty into the Salton Sea.",0,warn,warned,that,"The Colorado River Board found the project feasible , but","The Colorado River Board found the project feasible , but warned","The Colorado River Board found the project feasible , but warned should the dam fail ,",31.39418185,8.383271217
"The Board cautioned : "" To avoid such possibilities , the proposed dam should be constructed on conservative if not ultra @-@ conservative lines.","The Board cautioned : "" To avoid such possibilities , the proposed dam should be constructed on conservative if not ultra @-@ conservative lines.",0,caution,cautioned,none,The Board,The Board cautioned,"The Board cautioned : "" To avoid such",40.04766834,17.07847786
"Even before Congress approved the Boulder Canyon Project , the Bureau of Reclamation was considering what kind of dam should be used.","Even before Congress approved the Boulder Canyon Project , the Bureau of Reclamation was considering what kind of dam should be used.",0,consider,considering,none,"Even before Congress approved the Boulder Canyon Project , the Bureau of Reclamation was","Even before Congress approved the Boulder Canyon Project , the Bureau of Reclamation was considering","Even before Congress approved the Boulder Canyon Project , the Bureau of Reclamation was considering what kind of dam should",28.93866664,5.288911819
"The workers hoped that Crowe , the general superintendent of the job , would be sympathetic ; instead he gave a scathing interview to a newspaper , describing the workers as "" malcontents "".","The workers hoped Crowe , the general superintendent of the job , would be sympathetic ; instead he gave a scathing interview to a newspaper , describing the workers as "" malcontents "".",0,hope,hoped,that,The workers,The workers hoped,"The workers hoped Crowe , the general superintendent",54.08843446,13.90886211
"While the workers received none of their demands , the company guaranteed there would be no further reductions in wages.","While the workers received none of their demands , the company guaranteed there would be no further reductions in wages.",0,guarantee,guaranteed,none,"While the workers received none of their demands , the company","While the workers received none of their demands , the company guaranteed","While the workers received none of their demands , the company guaranteed there would be no further",16.56012154,13.9505558
"It found that the work had been incompletely done , and was based on less than a full understanding of the canyon 's geology.","It found the work had been incompletely done , and was based on less than a full understanding of the canyon 's geology.",0,find,found,that,It,It found,It found the work had been incompletely,41.5580591,13.08359909
"Bureau of Reclamation engineers calculated that if the dam was built in a single continuous pour , the concrete would take 125 years to cool and the resulting stresses would cause the dam to crack and crumble.","Bureau of Reclamation engineers calculated if the dam was built in a single continuous pour , the concrete would take 125 years to cool and the resulting stresses would cause the dam to crack and crumble.",0,calculate,calculated,that,Bureau of Reclamation engineers,Bureau of Reclamation engineers calculated,Bureau of Reclamation engineers calculated if the dam was built,26.80191517,14.26163578
"Concrete cores were removed from the dam for testing in 1995 ; they showed that "" Hoover Dam 's concrete has continued to slowly gain strength "" and the dam is composed of a "" durable concrete having a compressive strength exceeding the range typically found in normal mass concrete "".","Concrete cores were removed from the dam for testing in 1995 ; they showed "" Hoover Dam 's concrete has continued to slowly gain strength "" and the dam is composed of a "" durable concrete having a compressive strength exceeding the range typically found in normal mass concrete "".",0,show,showed,that,Concrete cores were removed from the dam for testing in 1995 ; they,Concrete cores were removed from the dam for testing in 1995 ; they showed,"Concrete cores were removed from the dam for testing in 1995 ; they showed "" Hoover Dam 's concrete",50.0168786,7.110196829
"Workers alleged that this diagnosis was a cover for death from carbon monoxide poisoning , brought on by the use of gasoline @-@ fueled vehicles in the diversion tunnels , and a classification used by Six Companies to avoid paying compensation claims.","Workers alleged this diagnosis was a cover for death from carbon monoxide poisoning , brought on by the use of gasoline @-@ fueled vehicles in the diversion tunnels , and a classification used by Six Companies to avoid paying compensation claims.",0,allege,alleged,that,Workers,Workers alleged,Workers alleged this diagnosis was a cover,44.10215712,14.34689903
"True 's work on the Hoover Dam was humorously referred to in a poem published in The New Yorker , part of which read , "" lose the spark , and justify the dream ; but also worthy of remark will be the color scheme "".","True 's work on the Hoover Dam was humorously referred to in a poem published in The New Yorker , part of which read , "" lose the spark , and justify the dream ; but also worthy of remark will be the color scheme "".",0,read,read,none,"True 's work on the Hoover Dam was humorously referred to in a poem published in The New Yorker , part of which","True 's work on the Hoover Dam was humorously referred to in a poem published in The New Yorker , part of which read","True 's work on the Hoover Dam was humorously referred to in a poem published in The New Yorker , part of which read , "" lose the spark",42.78092685,4.677238464
The Bureau of Reclamation reports that the energy generated is allocated as follows :.,The Bureau of Reclamation reports the energy generated is allocated as follows :.,0,report,reports,that,The Bureau of Reclamation,The Bureau of Reclamation reports,The Bureau of Reclamation reports the energy generated is allocated,44.74463196,6.722359657
"Tests at Grand Coulee Dam showed that the technique worked , in principle.","Tests at Grand Coulee Dam showed the technique worked , in principle.",0,show,showed,that,Tests at Grand Coulee Dam,Tests at Grand Coulee Dam showed,"Tests at Grand Coulee Dam showed the technique worked , in",40.46044623,8.446626633
"Ickes stated that Wilbur had been imprudent in naming the dam after a sitting president , that Congress had never ratified his choice , and that it had long been referred to as Boulder Dam.","Ickes stated Wilbur had been imprudent in naming the dam after a sitting president , that Congress had never ratified his choice , and that it had long been referred to as Boulder Dam.",0,state,stated,that,Ickes,Ickes stated,Ickes stated Wilbur had been imprudent in,50.03431307,11.22497368
"Further , he suggested that if the dam were to be named after any one person , it should be for California Senator Hiram Johnson , a lead sponsor of the authorizing legislation.","Further , he suggested if the dam were to be named after any one person , it should be for California Senator Hiram Johnson , a lead sponsor of the authorizing legislation.",0,suggest,suggested,that,"Further , he","Further , he suggested","Further , he suggested if the dam were to",32.90192795,6.964604378
""" Ickes , who was by then a private citizen , opposed the change , stating , "" I didn 't know Hoover was that small a man to take credit for something he had nothing to do with.",""" Ickes , who was by then a private citizen , opposed the change , stating , "" I didn 't know Hoover was that small a man to take credit for something he had nothing to do with.",0,know,know,none,""" Ickes , who was by then a private citizen , opposed the change , stating , "" I didn 't",""" Ickes , who was by then a private citizen , opposed the change , stating , "" I didn 't know",""" Ickes , who was by then a private citizen , opposed the change , stating , "" I didn 't know Hoover was that small a",41.01114035,2.378233433
"It is estimated that the depression became a tropical storm by 12 : 00 UTC ( 7 : 00 a.m. CDT ) , roughly 60 mi ( 95 km ) southeast of Galveston , Texas.","It is estimated the depression became a tropical storm by 12 : 00 UTC ( 7 : 00 a.m. CDT ) , roughly 60 mi ( 95 km ) southeast of Galveston , Texas.",0,estimate,estimated,that,It is,It is estimated,It is estimated the depression became a tropical,48.31343079,5.773320436
"According to one history of the Rhodesia Regiment , "" it was indicated that the Frenchmen had received instruction that all black people were to be regarded as terrorists "".","According to one history of the Rhodesia Regiment , "" it was indicated the Frenchmen had received instruction that all black people were to be regarded as terrorists "".",0,indicate,indicated,that,"According to one history of the Rhodesia Regiment , "" it was","According to one history of the Rhodesia Regiment , "" it was indicated","According to one history of the Rhodesia Regiment , "" it was indicated the Frenchmen had received instruction",42.9518491,13.84479797
"Having apparently been misled about wages of up to R $ 1 @,@ 000 per month ( ₣ 7 @,@ 000 ) by the French recruiters , they were surprised to find that their basic monthly pay was actually R $ 245 ( ₣ 1 @,@ 800 ) , the same as a regular Rhodesian soldier.","Having apparently been misled about wages of up to R $ 1 @,@ 000 per month ( ₣ 7 @,@ 000 ) by the French recruiters , they were surprised to find their basic monthly pay was actually R $ 245 ( ₣ 1 @,@ 800 ) , the same as a regular Rhodesian soldier.",0,find,find,that,"Having apparently been misled about wages of up to R $ 1 @,@ 000 per month ( ₣ 7 @,@ 000 ) by the French recruiters , they were surprised to","Having apparently been misled about wages of up to R $ 1 @,@ 000 per month ( ₣ 7 @,@ 000 ) by the French recruiters , they were surprised to find","Having apparently been misled about wages of up to R $ 1 @,@ 000 per month ( ₣ 7 @,@ 000 ) by the French recruiters , they were surprised to find their basic monthly pay was",30.14020815,1.16525504
"About two thirds went on strike , saying they would not return to action unless the Army upped their wages and paid them in foreign currency.","About two thirds went on strike , saying they would not return to action unless the Army upped their wages and paid them in foreign currency.",0,say,saying,none,"About two thirds went on strike ,","About two thirds went on strike , saying","About two thirds went on strike , saying they would not return to",11.62428319,7.530724049
"With neither side willing to budge — the Army refused to give the strikers extra pay or special treatment , saying this would contravene Rhodesia 's policy not to engage mercenaries — the disaffected men were repatriated to France at their own request.","With neither side willing to budge — the Army refused to give the strikers extra pay or special treatment , saying this would contravene Rhodesia 's policy not to engage mercenaries — the disaffected men were repatriated to France at their own request.",0,say,saying,none,"With neither side willing to budge — the Army refused to give the strikers extra pay or special treatment ,","With neither side willing to budge — the Army refused to give the strikers extra pay or special treatment , saying","With neither side willing to budge — the Army refused to give the strikers extra pay or special treatment , saying this would contravene Rhodesia 's",54.39960021,5.954699516
"Although he and Thatgamecompany can and have made more traditional games , he does not plan on commercially developing any of them , as he does not think that it fits with their goals as an independent video game developer.","Although he and Thatgamecompany can and have made more traditional games , he does not plan on commercially developing any of them , as he does not think it fits with their goals as an independent video game developer.",0,think,think,that,"Although he and Thatgamecompany can and have made more traditional games , he does not plan on commercially developing any of them , as he does not","Although he and Thatgamecompany can and have made more traditional games , he does not plan on commercially developing any of them , as he does not think","Although he and Thatgamecompany can and have made more traditional games , he does not plan on commercially developing any of them , as he does not think it fits with their goals",28.70878899,5.099633217
"Upon graduating , he had trouble finding a job in the Chinese video game industry that combined his interests of "" engineering , art , and design "" , and additionally felt that "" very few games [ had ] actually achieved those qualities that would be interesting to an adult "".","Upon graduating , he had trouble finding a job in the Chinese video game industry that combined his interests of "" engineering , art , and design "" , and additionally felt "" very few games [ had ] actually achieved those qualities that would be interesting to an adult "".",0,feel,felt,that,"Upon graduating , he had trouble finding a job in the Chinese video game industry that combined his interests of "" engineering , art , and design "" , and additionally","Upon graduating , he had trouble finding a job in the Chinese video game industry that combined his interests of "" engineering , art , and design "" , and additionally felt","Upon graduating , he had trouble finding a job in the Chinese video game industry that combined his interests of "" engineering , art , and design "" , and additionally felt "" very few games [",38.29661369,8.465902328
"At a student showcase at the Game Developers Conference , Chen and Santiago showed the game to a representative from Sony , John Hight , saying that it was the first game in the "" Zen "" genre.","At a student showcase at the Game Developers Conference , Chen and Santiago showed the game to a representative from Sony , John Hight , saying it was the first game in the "" Zen "" genre.",0,say,saying,that,"At a student showcase at the Game Developers Conference , Chen and Santiago showed the game to a representative from Sony , John Hight ,","At a student showcase at the Game Developers Conference , Chen and Santiago showed the game to a representative from Sony , John Hight , saying","At a student showcase at the Game Developers Conference , Chen and Santiago showed the game to a representative from Sony , John Hight , saying it was the first game",14.03804135,10.53675175
"Chen felt that the reason that Cloud had been so warmly received was because the emotions it sparked in players were different than any other game available at the time , and believed that it was his "" calling "" to make more games that changed what people saw video games as.","Chen felt the reason that Cloud had been so warmly received was because the emotions it sparked in players were different than any other game available at the time , and believed that it was his "" calling "" to make more games that changed what people saw video games as.",0,feel,felt,that,Chen,Chen felt,Chen felt the reason that Cloud had,38.55793142,12.61223698
"Chen felt that the reason that Cloud had been so warmly received was because the emotions it sparked in players were different than any other game available at the time , and believed that it was his "" calling "" to make more games that changed what people saw video games as.","Chen felt that the reason that Cloud had been so warmly received was because the emotions it sparked in players were different than any other game available at the time , and believed it was his "" calling "" to make more games that changed what people saw video games as.",0,believe,believed,that,"Chen felt that the reason that Cloud had been so warmly received was because the emotions it sparked in players were different than any other game available at the time , and","Chen felt that the reason that Cloud had been so warmly received was because the emotions it sparked in players were different than any other game available at the time , and believed","Chen felt that the reason that Cloud had been so warmly received was because the emotions it sparked in players were different than any other game available at the time , and believed it was his "" calling",33.69476819,12.01483417
"He decided on a "" nature "" theme early in the development process , saying that he "" had this concept that every PlayStation is like a portal in your living room , it leads you to somewhere else.","He decided on a "" nature "" theme early in the development process , saying he "" had this concept that every PlayStation is like a portal in your living room , it leads you to somewhere else.",0,say,saying,that,"He decided on a "" nature "" theme early in the development process ,","He decided on a "" nature "" theme early in the development process , saying","He decided on a "" nature "" theme early in the development process , saying he "" had this concept",29.4066143,7.431215167
"He feels he has a competitive nature , which he has turned towards "" winning "" at being a game designer by creating games that are unlike what is in the market rather than towards creating competitive games.","He feels he has a competitive nature , which he has turned towards "" winning "" at being a game designer by creating games that are unlike what is in the market rather than towards creating competitive games.",0,feel,feels,none,He,He feels,He feels he has a competitive nature,31.73435974,11.11968613
"As he was raised in China and works in America , Chen feels that he cannot fully relate to either culture as a game designer.","As he was raised in China and works in America , Chen feels he cannot fully relate to either culture as a game designer.",0,feel,feels,that,"As he was raised in China and works in America , Chen","As he was raised in China and works in America , Chen feels","As he was raised in China and works in America , Chen feels he cannot fully relate to",23.8436171,9.238307953
"When Chen quit Maxis to re @-@ join Thatgamecompany , he did so knowing that it would mean taking less pay and having a less stable career.","When Chen quit Maxis to re @-@ join Thatgamecompany , he did so knowing it would mean taking less pay and having a less stable career.",0,know,knowing,that,"When Chen quit Maxis to re @-@ join Thatgamecompany , he did so","When Chen quit Maxis to re @-@ join Thatgamecompany , he did so knowing","When Chen quit Maxis to re @-@ join Thatgamecompany , he did so knowing it would mean taking less",27.61563379,6.782114983
"While Chen is not opposed to making action games , and his company has made internal "" exciting "" games that were well received at Sony , he feels that there is no point to Thatgamecompany commercially producing games like that instead of working for existing game developers , as they would not be making anything new that justified the cost of remaining an independent studio.","While Chen is not opposed to making action games , and his company has made internal "" exciting "" games that were well received at Sony , he feels there is no point to Thatgamecompany commercially producing games like that instead of working for existing game developers , as they would not be making anything new that justified the cost of remaining an independent studio.",0,feel,feels,that,"While Chen is not opposed to making action games , and his company has made internal "" exciting "" games that were well received at Sony , he","While Chen is not opposed to making action games , and his company has made internal "" exciting "" games that were well received at Sony , he feels","While Chen is not opposed to making action games , and his company has made internal "" exciting "" games that were well received at Sony , he feels there is no point to",18.42282891,5.34048748
"Chen believes that for video games to become a mature medium like film , the industry as a whole needs to create a wide range of emotional responses to their games , similar to how film has thriller , romance , and comedy genres based on the emotions they provoke.","Chen believes for video games to become a mature medium like film , the industry as a whole needs to create a wide range of emotional responses to their games , similar to how film has thriller , romance , and comedy genres based on the emotions they provoke.",0,believe,believes,that,Chen,Chen believes,Chen believes for video games to become,31.84359479,13.49506664
"He feels that there are only three ways for video games to impact adults in the same way they do children : "" intellectually , whereby the work reveals a new perspective about the world that you have not seen before , "" by "" emotionally touching someone , "" and "" by creating a social environment where the intellectual or emotional stimulation could happen from other people.","He feels there are only three ways for video games to impact adults in the same way they do children : "" intellectually , whereby the work reveals a new perspective about the world that you have not seen before , "" by "" emotionally touching someone , "" and "" by creating a social environment where the intellectual or emotional stimulation could happen from other people.",0,feel,feels,that,He,He feels,He feels there are only three ways,22.70787883,11.11968613
"In addition to teaching , he spent time working in remote sheep stations in the outback and contributing material to the weekly magazine The Bulletin ; he also began writing what was to become his first novel.","In addition to teaching , he spent time working in remote sheep stations in the outback and contributing material to the weekly magazine The Bulletin ; he also began writing what was to become his first novel.",0,write,writing,other,"In addition to teaching , he spent time working in remote sheep stations in the outback and contributing material to the weekly magazine The Bulletin ; he also began","In addition to teaching , he spent time working in remote sheep stations in the outback and contributing material to the weekly magazine The Bulletin ; he also began writing","In addition to teaching , he spent time working in remote sheep stations in the outback and contributing material to the weekly magazine The Bulletin ; he also began writing what was to become his",20.62031433,3.183454633
"Another biographer , Mark Valentine , wrote that Hornung "" seems to have regarded this period as one of the most satisfying of his life "".","Another biographer , Mark Valentine , wrote Hornung "" seems to have regarded this period as one of the most satisfying of his life "".",0,write,wrote,that,"Another biographer , Mark Valentine ,","Another biographer , Mark Valentine , wrote","Another biographer , Mark Valentine , wrote Hornung "" seems to have",52.66288364,4.489166498
"Hornung used a narrative form similar to Doyle 's Sherlock Holmes stories , with Raffles and his partner @-@ in @-@ crime ( and former school fag ) Bunny Manders being the criminal counterparts to Holmes and Dr. Watson — although Rowland writes that Raffles and Manders "" were also fictionalized versions of Wilde and Bosie "" ( Wilde 's lover , Lord Alfred Douglas ).","Hornung used a narrative form similar to Doyle 's Sherlock Holmes stories , with Raffles and his partner @-@ in @-@ crime ( and former school fag ) Bunny Manders being the criminal counterparts to Holmes and Dr. Watson — although Rowland writes Raffles and Manders "" were also fictionalized versions of Wilde and Bosie "" ( Wilde 's lover , Lord Alfred Douglas ).",0,write,writes,that,"Hornung used a narrative form similar to Doyle 's Sherlock Holmes stories , with Raffles and his partner @-@ in @-@ crime ( and former school fag ) Bunny Manders being the criminal counterparts to Holmes and Dr. Watson — although Rowland","Hornung used a narrative form similar to Doyle 's Sherlock Holmes stories , with Raffles and his partner @-@ in @-@ crime ( and former school fag ) Bunny Manders being the criminal counterparts to Holmes and Dr. Watson — although Rowland writes","Hornung used a narrative form similar to Doyle 's Sherlock Holmes stories , with Raffles and his partner @-@ in @-@ crime ( and former school fag ) Bunny Manders being the criminal counterparts to Holmes and Dr. Watson — although Rowland writes Raffles and Manders "" were",30.16207683,9.781808853
"Doyle had warned against writing the stories , and reflected in his memoirs that "" there are few finer examples of short @-@ story writing in our language than these , though I confess I think they are rather dangerous in their suggestion.","Doyle had warned against writing the stories , and reflected in his memoirs that "" there are few finer examples of short @-@ story writing in our language than these , though I confess I think they are rather dangerous in their suggestion.",0,think,think,none,"Doyle had warned against writing the stories , and reflected in his memoirs that "" there are few finer examples of short @-@ story writing in our language than these , though I confess I","Doyle had warned against writing the stories , and reflected in his memoirs that "" there are few finer examples of short @-@ story writing in our language than these , though I confess I think","Doyle had warned against writing the stories , and reflected in his memoirs that "" there are few finer examples of short @-@ story writing in our language than these , though I confess I think they are rather dangerous in",27.47551906,6.738028288
"The reviewer in The Spectator wrote that "" stern moralists "" would consider the book 's premise "" as a new , ingenious , artistic , but most reprehensible application of the crude principles involved in the old @-@ fashioned hero @-@ worship of Jack Sheppard and Dick Turpin "".","The reviewer in The Spectator wrote "" stern moralists "" would consider the book 's premise "" as a new , ingenious , artistic , but most reprehensible application of the crude principles involved in the old @-@ fashioned hero @-@ worship of Jack Sheppard and Dick Turpin "".",0,write,wrote,that,The reviewer in The Spectator,The reviewer in The Spectator wrote,"The reviewer in The Spectator wrote "" stern moralists "" would",60.85867298,4.615517497
"The critics again complained about the criminal aspect ; The Spectator declared "" this sort of book presents crime in a form too entertaining and attractive to be moral "" , while the reviewer for The Illustrated London News thought that Hornung 's "" invention has obviously flagged ... It is laughable , in a sense which the author never intended , to hear these burglars rant about the honour of Old England.","The critics again complained about the criminal aspect ; The Spectator declared "" this sort of book presents crime in a form too entertaining and attractive to be moral "" , while the reviewer for The Illustrated London News thought that Hornung 's "" invention has obviously flagged ... It is laughable , in a sense which the author never intended , to hear these burglars rant about the honour of Old England.",0,declare,declared,none,The critics again complained about the criminal aspect ; The Spectator,The critics again complained about the criminal aspect ; The Spectator declared,"The critics again complained about the criminal aspect ; The Spectator declared "" this sort of book",32.64961618,9.612734795
"The critics again complained about the criminal aspect ; The Spectator declared "" this sort of book presents crime in a form too entertaining and attractive to be moral "" , while the reviewer for The Illustrated London News thought that Hornung 's "" invention has obviously flagged ... It is laughable , in a sense which the author never intended , to hear these burglars rant about the honour of Old England.","The critics again complained about the criminal aspect ; The Spectator declared "" this sort of book presents crime in a form too entertaining and attractive to be moral "" , while the reviewer for The Illustrated London News thought Hornung 's "" invention has obviously flagged ... It is laughable , in a sense which the author never intended , to hear these burglars rant about the honour of Old England.",0,think,thought,that,"The critics again complained about the criminal aspect ; The Spectator declared "" this sort of book presents crime in a form too entertaining and attractive to be moral "" , while the reviewer for The Illustrated London News","The critics again complained about the criminal aspect ; The Spectator declared "" this sort of book presents crime in a form too entertaining and attractive to be moral "" , while the reviewer for The Illustrated London News thought","The critics again complained about the criminal aspect ; The Spectator declared "" this sort of book presents crime in a form too entertaining and attractive to be moral "" , while the reviewer for The Illustrated London News thought Hornung 's "" invention has",64.14466971,9.159526825
"The reviewer for the Boston Herald thought that "" the sentimental side of the story has never before been shown so dramatically and romantically "" , and described the book as "" thrilling and exciting "".","The reviewer for the Boston Herald thought "" the sentimental side of the story has never before been shown so dramatically and romantically "" , and described the book as "" thrilling and exciting "".",0,think,thought,that,The reviewer for the Boston Herald,The reviewer for the Boston Herald thought,"The reviewer for the Boston Herald thought "" the sentimental side of",44.74740767,9.380707502
"Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and stating that "" it has not the magic or the ' go ' of the first Raffles , and there is no good in pretending that it has "".","Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and stating "" it has not the magic or the ' go ' of the first Raffles , and there is no good in pretending that it has "".",0,state,stating,that,"Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and","Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and stating","Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and stating "" it has not the",23.91283536,8.018019676
"Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and stating that "" it has not the magic or the ' go ' of the first Raffles , and there is no good in pretending that it has "".","Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and stating that "" it has not the magic or the ' go ' of the first Raffles , and there is no good in pretending it has "".",0,pretend,pretending,that,"Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and stating that "" it has not the magic or the ' go ' of the first Raffles , and there is no good in","Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and stating that "" it has not the magic or the ' go ' of the first Raffles , and there is no good in pretending","Hornung 's next book was published in 1909 and was the final Raffles story , the full @-@ length novel Mr. Justice Raffles ; the book was poorly received , with the reviewer for The Observer asking if "" Hornung is perhaps a little tired of Raffles "" , and stating that "" it has not the magic or the ' go ' of the first Raffles , and there is no good in pretending it has "".",12.85180879,13.09370518
"Hornung was angered by Doyle 's action , and "" told him there was no need for him to ' butt in ' except for his own ' satisfaction '.","Hornung was angered by Doyle 's action , and "" told him there was no need for him to ' butt in ' except for his own ' satisfaction '.",0,tell,told,none,"Hornung was angered by Doyle 's action , and ""","Hornung was angered by Doyle 's action , and "" told","Hornung was angered by Doyle 's action , and "" told him there was no need",16.00859284,9.40192318
"When Hornung had still been courting Doyle 's sister , Doyle wrote that "" I like young Willie Hornung very much ... he is one of the sweetest @-@ natured and most delicate @-@ minded men I ever knew "".","When Hornung had still been courting Doyle 's sister , Doyle wrote "" I like young Willie Hornung very much ... he is one of the sweetest @-@ natured and most delicate @-@ minded men I ever knew "".",0,write,wrote,that,"When Hornung had still been courting Doyle 's sister , Doyle","When Hornung had still been courting Doyle 's sister , Doyle wrote","When Hornung had still been courting Doyle 's sister , Doyle wrote "" I like young Willie",45.92673588,7.918014288
"Honouring him after his death , Doyle wrote that he "" was a Dr. [ Samuel ] Johnson without the learning but with a finer wit.","Honouring him after his death , Doyle wrote he "" was a Dr. [ Samuel ] Johnson without the learning but with a finer wit.",0,write,wrote,that,"Honouring him after his death , Doyle","Honouring him after his death , Doyle wrote","Honouring him after his death , Doyle wrote he "" was a Dr.",43.34667921,5.028767109
