sentence,pseudo_that,verb,comp_type
"The family later moved to 10 Danube Street , and the family 's poverty meant that Whiteside had to share a bed with his two brothers.","The family later moved to 10 Danube Street , and the family 's poverty meant Whiteside had to share a bed with his two brothers.",mean,that
"He was said to have been discovered by Ipswich Town scout Jim Rodgers ( his goals at schoolboy level meant that he was already well known to all the football scouts in Northern Ireland ) , who was told by manager Bobby Robson to wait until Whiteside grew older.","He was said to have been discovered by Ipswich Town scout Jim Rodgers ( his goals at schoolboy level meant he was already well known to all the football scouts in Northern Ireland ) , who was told by manager Bobby Robson to wait until Whiteside grew older.",mean,that
"He found that he had been offered schoolboy terms at the club during a school trip to the United States ; on the trip , he and his classmates met President Jimmy Carter at the Oval Office , a rare and extraordinary occasion for children from a disadvantaged background.","He found he had been offered schoolboy terms at the club during a school trip to the United States ; on the trip , he and his classmates met President Jimmy Carter at the Oval Office , a rare and extraordinary occasion for children from a disadvantaged background.",find,that
"From age 14 , he was constantly compared to the now @-@ retired George Best , and did little to cease such comparisons when he told a journalist that "" the only thing I have in common with George Best is that we come from the same place , play for the same club and were discovered by the same man "".","From age 14 , he was constantly compared to the now @-@ retired George Best , and did little to cease such comparisons when he told a journalist "" the only thing I have in common with George Best is that we come from the same place , play for the same club and were discovered by the same man "".",tell,that
"His injury problems started as early as 1980 , when he was 15 years old and saw Glentoran 's physio Bobby McGregor to resolve a groin strain ; Whiteside said that the highly physical massage he was subjected to damaged his pelvis and robbed him of his natural pace.","His injury problems started as early as 1980 , when he was 15 years old and saw Glentoran 's physio Bobby McGregor to resolve a groin strain ; Whiteside said the highly physical massage he was subjected to damaged his pelvis and robbed him of his natural pace.",say,that
He refused the move as he felt he still had a good future with Manchester United and because he was given only a brief time to consider whether or not to relocate to a club and location he knew little about.,He refused the move as he felt he still had a good future with Manchester United and because he was given only a brief time to consider whether or not to relocate to a club and location he knew little about.,feel,none
"The press blamed the decline in form on the club 's drinking culture and Ron Atkinson 's lax disciplinary attitude , though in his autobiography Whiteside denies that this was to blame , and states that stories of the player 's drinking sessions were exaggerated.","The press blamed the decline in form on the club 's drinking culture and Ron Atkinson 's lax disciplinary attitude , though in his autobiography Whiteside denies that this was to blame , and states stories of the player 's drinking sessions were exaggerated.",state,that
"However he felt that he was due a better contract , and decided to ' call the bluff ' of the club by handing in a transfer request.","However he felt he was due a better contract , and decided to ' call the bluff ' of the club by handing in a transfer request.",feel,that
"This was to the dismay of some of the club 's supporters , who felt that there was still hope that he could re @-@ establish himself as the key player he had been at the club as recently as three years earlier.","This was to the dismay of some of the club 's supporters , who felt there was still hope that he could re @-@ establish himself as the key player he had been at the club as recently as three years earlier.",feel,that
"Five days later he helped "" Norn Iron "" to a 1 – 1 draw with Honduras , which was a disappointment , and many believed had doomed Northern Ireland 's chances of advancing in the competition.","Five days later he helped "" Norn Iron "" to a 1 – 1 draw with Honduras , which was a disappointment , and many believed had doomed Northern Ireland 's chances of advancing in the competition.",believe,none
"When Saturday Comes magazine reviewer Joyce Woolridge wrote that "" Determined is an entertaining , well written account of one of the less ordinary 1980s footballers , with the added twist of how Whiteside was able to rebuild his life , if not his knee.","When Saturday Comes magazine reviewer Joyce Woolridge wrote "" Determined is an entertaining , well written account of one of the less ordinary 1980s footballers , with the added twist of how Whiteside was able to rebuild his life , if not his knee.",write,that
""" The next month it was reported that Whiteside had been diagnosed with irregular heart rhythms.",""" The next month it was reported Whiteside had been diagnosed with irregular heart rhythms.",report,that
"It is suggested that this deprivation may have caused him to develop Asperger 's syndrome — some of his biographers , such as Mitchell Snay , maintain that this condition would account for his eccentric behaviors in later life.","It is suggested this deprivation may have caused him to develop Asperger 's syndrome — some of his biographers , such as Mitchell Snay , maintain that this condition would account for his eccentric behaviors in later life.",suggest,that
"It is suggested that this deprivation may have caused him to develop Asperger 's syndrome — some of his biographers , such as Mitchell Snay , maintain that this condition would account for his eccentric behaviors in later life.","It is suggested that this deprivation may have caused him to develop Asperger 's syndrome — some of his biographers , such as Mitchell Snay , maintain this condition would account for his eccentric behaviors in later life.",maintain,that
"In 1822 , Horace ran away from home to become a printer 's apprentice , but was told he was too young.","In 1822 , Horace ran away from home to become a printer 's apprentice , but was told he was too young.",tell,none
"He told his readers , "" Fly , scatter through the country , go to the Great West , anything rather than remain here ... the West is the true destination.","He told his readers , "" Fly , scatter through the country , go to the Great West , anything rather than remain here ... the West is the true destination.",tell,none
"In the first issue , Greeley promised that his newspaper would be a "" new morning Journal of Politics , Literature , and General Intelligence "".","In the first issue , Greeley promised his newspaper would be a "" new morning Journal of Politics , Literature , and General Intelligence "".",promise,that
"He promoted the work of Henry David Thoreau , serving as literary agent and seeing to it that Thoreau 's work was published.","He promoted the work of Henry David Thoreau , serving as literary agent and seeing to it Thoreau 's work was published.",see,that
"Greeley opposed both the war and the expansion of slavery into the new territories seized from Mexico , and feared Taylor would support expansion as president.","Greeley opposed both the war and the expansion of slavery into the new territories seized from Mexico , and feared Taylor would support expansion as president.",fear,none
""" When in 1854 , Illinois Senator Stephen Douglas introduced his Kansas @-@ Nebraska Bill , allowing residents of each territory to decide whether it would be slave or free , Greeley strongly fought the legislation in his newspaper.",""" When in 1854 , Illinois Senator Stephen Douglas introduced his Kansas @-@ Nebraska Bill , allowing residents of each territory to decide whether it would be slave or free , Greeley strongly fought the legislation in his newspaper.",decide,other
"The switch in parties coincided with the end of two of his longtime political alliances : in December 1854 , Greeley wrote that the political partnership between Weed , William Seward ( who was by then senator after serving as governor ) and himself was ended "" by the withdrawal of the junior partner "".","The switch in parties coincided with the end of two of his longtime political alliances : in December 1854 , Greeley wrote the political partnership between Weed , William Seward ( who was by then senator after serving as governor ) and himself was ended "" by the withdrawal of the junior partner "".",write,that
"Greeley was angered over patronage disputes , and felt Seward was courting the rival The New York Times for support.","Greeley was angered over patronage disputes , and felt Seward was courting the rival The New York Times for support.",feel,none
"In Chicago , he promoted Bates but deemed his cause hopeless and felt that Seward would be nominated.","In Chicago , he promoted Bates but deemed his cause hopeless and felt Seward would be nominated.",feel,that
"In conversations with other delegates , he predicted that , if nominated , Seward could not carry crucial battleground states such as Pennsylvania.","In conversations with other delegates , he predicted , if nominated , Seward could not carry crucial battleground states such as Pennsylvania.",predict,that
Greeley ( and Seward ) biographer Glyndon G. Van Deusen noted that it is uncertain how great a part Greeley played in Seward 's defeat by Lincoln — he had little success gaining delegates for Bates.,Greeley ( and Seward ) biographer Glyndon G. Van Deusen noted it is uncertain how great a part Greeley played in Seward 's defeat by Lincoln — he had little success gaining delegates for Bates.,note,that
"He launched a campaign against corruption in the New York Legislature , hoping voters would defeat incumbents and the new legislators would elect him to the Senate when Seward 's term expired in 1861 ( senators were until 1913 elected by state legislatures ).","He launched a campaign against corruption in the New York Legislature , hoping voters would defeat incumbents and the new legislators would elect him to the Senate when Seward 's term expired in 1861 ( senators were until 1913 elected by state legislatures ).",hope,none
"He made it clear that a Republican administration would not interfere with slavery where it already was , and denied that Lincoln was in favor of voting rights for African Americans.","He made it clear that a Republican administration would not interfere with slavery where it already was , and denied Lincoln was in favor of voting rights for African Americans.",deny,that
"Lincoln soon let it be known that Seward would be Secretary of State , meaning he would not be a candidate for re @-@ election to the Senate.","Lincoln soon let it be known Seward would be Secretary of State , meaning he would not be a candidate for re @-@ election to the Senate.",know,that
"Lincoln soon let it be known that Seward would be Secretary of State , meaning he would not be a candidate for re @-@ election to the Senate.","Lincoln soon let it be known that Seward would be Secretary of State , meaning he would not be a candidate for re @-@ election to the Senate.",mean,none
"Weed was content to have blocked the editor , and stated that he had "" paid the first installment on a large debt to Mr. Greeley "".","Weed was content to have blocked the editor , and stated he had "" paid the first installment on a large debt to Mr. Greeley "".",state,that
"Williams concludes that "" for a brief moment , Horace Greeley had believed that peaceful secession might be a form of freedom preferable to civil war "".","Williams concludes that "" for a brief moment , Horace Greeley had believed peaceful secession might be a form of freedom preferable to civil war "".",believe,that
"Lincoln eagerly accepted , "" having him firmly behind me will be as helpful to me as an army of one hundred thousand men.","Lincoln eagerly accepted , "" having him firmly behind me will be as helpful to me as an army of one hundred thousand men.",accept,none
"What I do about slavery , and the colored race , I do because it helps to save the Union ; and what I forbear , I forbear because I do not believe it would help to save the Union.","What I do about slavery , and the colored race , I do because it helps to save the Union ; and what I forbear , I forbear because I do not believe it would help to save the Union.",believe,none
""" Lincoln 's statement angered abolitionists ; William Seward 's wife Frances complained to her husband that Lincoln had made it seem "" that the mere keeping together a number of states is more important than human freedom.",""" Lincoln 's statement angered abolitionists ; William Seward 's wife Frances complained to her husband Lincoln had made it seem "" that the mere keeping together a number of states is more important than human freedom.",complain,that
""" Greeley felt Lincoln had not truly answered him , "" but I 'll forgive him everything if he 'll issue the proclamation "".",""" Greeley felt Lincoln had not truly answered him , "" but I 'll forgive him everything if he 'll issue the proclamation "".",feel,none
"After the Union victory at Gettysburg in early July 1863 , the Tribune wrote that the rebellion would be quickly "" stamped out "".","After the Union victory at Gettysburg in early July 1863 , the Tribune wrote the rebellion would be quickly "" stamped out "".",write,that
"Greeley and the Tribune were generally supportive of conscription , though feeling that the rich should not be allowed to evade it by hiring substitutes.","Greeley and the Tribune were generally supportive of conscription , though feeling the rich should not be allowed to evade it by hiring substitutes.",feel,that
"Lincoln said nothing publicly concerning Greeley 's credulous conduct , but privately indicated that he had no confidence in him anymore.","Lincoln said nothing publicly concerning Greeley 's credulous conduct , but privately indicated he had no confidence in him anymore.",indicate,that
"In February , he wrote in the Tribune that Lincoln could not be elected to a second term.","In February , he wrote in the Tribune Lincoln could not be elected to a second term.",write,that
"As the war drew to a close in April 1865 , Greeley and the Tribune urged magnanimity towards the defeated Confederates , arguing that making martyrs of Confederate leaders would only inspire future rebels.","As the war drew to a close in April 1865 , Greeley and the Tribune urged magnanimity towards the defeated Confederates , arguing making martyrs of Confederate leaders would only inspire future rebels.",argue,that
"He was more minded to consider a run for the Republican nomination , fearing the effect on the Tribune should he bolt the party.","He was more minded to consider a run for the Republican nomination , fearing the effect on the Tribune should he bolt the party.",fear,none
"Nevertheless , in late July , Greeley ( and others , such as former Ohio governor Rutherford B. Hayes ) thought he would very likely be elected.","Nevertheless , in late July , Greeley ( and others , such as former Ohio governor Rutherford B. Hayes ) thought he would very likely be elected.",think,none
"Greeley campaigned on a platform of intersectional reconciliation , arguing that the war was over and the issue of slavery was resolved.","Greeley campaigned on a platform of intersectional reconciliation , arguing the war was over and the issue of slavery was resolved.",argue,that
"The Crédit Mobilier scandal — corruption in the financing of the Union Pacific Railroad — broke in September , but Greeley was unable to take advantage of the Grant administration 's ties to the scandal as he had stock in the railroad himself , and some alleged it had been given him in exchange for favorable coverage.","The Crédit Mobilier scandal — corruption in the financing of the Union Pacific Railroad — broke in September , but Greeley was unable to take advantage of the Grant administration 's ties to the scandal as he had stock in the railroad himself , and some alleged it had been given him in exchange for favorable coverage.",allege,none
"Greeley resumed the editorship of the Tribune , but quickly learned there was a movement under way to unseat him.","Greeley resumed the editorship of the Tribune , but quickly learned there was a movement under way to unseat him.",learn,none
"Harper 's Weekly , which had printed Nast 's cartoons , wrote , "" Since the assassination of Mr. Lincoln , the death of no American has been so sincerely deplored as that of Horace Greeley ; and its tragical circumstances have given a peculiarly affectionate pathos to all that has been said of him.","Harper 's Weekly , which had printed Nast 's cartoons , wrote , "" Since the assassination of Mr. Lincoln , the death of no American has been so sincerely deplored as that of Horace Greeley ; and its tragical circumstances have given a peculiarly affectionate pathos to all that has been said of him.",write,none
"Van Deusen wrote , "" Greeley 's effectiveness as a crusader was limited by some of his traits and characteristics.","Van Deusen wrote , "" Greeley 's effectiveness as a crusader was limited by some of his traits and characteristics.",write,none
"For all his faults and shortcomings , Greeley symbolized an America that , though often shortsighted and misled , was never suffocated by the wealth pouring from its farms and furnaces ... For through his faith in the American future , a faith expressed in his ceaseless efforts to make real the promise of America , he inspired others with hope and confidence , making them feel that their dreams also had the substance of realty.","For all his faults and shortcomings , Greeley symbolized an America that , though often shortsighted and misled , was never suffocated by the wealth pouring from its farms and furnaces ... For through his faith in the American future , a faith expressed in his ceaseless efforts to make real the promise of America , he inspired others with hope and confidence , making them feel their dreams also had the substance of realty.",feel,that
"It is not known where Bonnet received his education , but many who knew him described him as bookish , and Judge Nicholas Trott alluded to Bonnet 's liberal education when sentencing him.","It is not known where Bonnet received his education , but many who knew him described him as bookish , and Judge Nicholas Trott alluded to Bonnet 's liberal education when sentencing him.",know,other
"In A General History of the Pyrates , Charles Johnson wrote that Bonnet was driven to piracy by Mary 's nagging and "" [ d ] iscomforts he found in a married State.","In A General History of the Pyrates , Charles Johnson wrote Bonnet was driven to piracy by Mary 's nagging and "" [ d ] iscomforts he found in a married State.",write,that
"Royal Navy intelligence reported that he departed Carlisle Bay , Barbados under cover of darkness.","Royal Navy intelligence reported he departed Carlisle Bay , Barbados under cover of darkness.",report,that
"Bonnet returned to Topsail Inlet to find that Blackbeard had beached the majority of their former crew , robbed the Revenge and two other vessels of the squadron of most of their supplies , and sailed away for parts unknown aboard the sloop Adventure , carrying all the loot with him.","Bonnet returned to Topsail Inlet to find Blackbeard had beached the majority of their former crew , robbed the Revenge and two other vessels of the squadron of most of their supplies , and sailed away for parts unknown aboard the sloop Adventure , carrying all the loot with him.",find,that
"Shortly after Bonnet resumed command , a bumboat 's crew told him that Blackbeard was moored in Ocracoke Inlet.","Shortly after Bonnet resumed command , a bumboat 's crew told him Blackbeard was moored in Ocracoke Inlet.",tell,that
"The name Royal James that Bonnet conferred on his sloop was presumably a reference to the younger Prince James Stuart , and may suggest that Bonnet or his men had Jacobite sympathies.","The name Royal James that Bonnet conferred on his sloop was presumably a reference to the younger Prince James Stuart , and may suggest Bonnet or his men had Jacobite sympathies.",suggest,that
"This is the only time Bonnet is known to have practiced this important pirate custom , and it suggests he had by then abandoned his unorthodox practice of paying regular wages to his crew.","This is the only time Bonnet is known to have practiced this important pirate custom , and it suggests he had by then abandoned his unorthodox practice of paying regular wages to his crew.",suggest,none
"Charles Johnson wrote that Bonnet 's visibly disintegrating mind moved many Carolinians to pity , particularly the female population , and London papers later reported that the governor delayed his execution seven times.","Charles Johnson wrote Bonnet 's visibly disintegrating mind moved many Carolinians to pity , particularly the female population , and London papers later reported that the governor delayed his execution seven times.",write,that
"Charles Johnson wrote that Bonnet 's visibly disintegrating mind moved many Carolinians to pity , particularly the female population , and London papers later reported that the governor delayed his execution seven times.","Charles Johnson wrote that Bonnet 's visibly disintegrating mind moved many Carolinians to pity , particularly the female population , and London papers later reported the governor delayed his execution seven times.",report,that
"He told the court that his crew engaged in piracy against his will , and said he had warned them that he would leave the crew unless they stopped robbing vessels.","He told the court his crew engaged in piracy against his will , and said he had warned them that he would leave the crew unless they stopped robbing vessels.",tell,that
"He told the court that his crew engaged in piracy against his will , and said he had warned them that he would leave the crew unless they stopped robbing vessels.","He told the court that his crew engaged in piracy against his will , and said he had warned them that he would leave the crew unless they stopped robbing vessels.",say,none
"He told the court that his crew engaged in piracy against his will , and said he had warned them that he would leave the crew unless they stopped robbing vessels.","He told the court that his crew engaged in piracy against his will , and said he had warned them he would leave the crew unless they stopped robbing vessels.",warn,that
He further stated that he had been asleep during the capture of the sloop Francis.,He further stated he had been asleep during the capture of the sloop Francis.,state,that
"Boatswain Ignatius Pell testified that Bonnet 's quartermaster , Robert Tucker , had more power than Bonnet.","Boatswain Ignatius Pell testified Bonnet 's quartermaster , Robert Tucker , had more power than Bonnet.",testify,that
"No contemporary source makes any mention of Bonnet forcing prisoners to walk the plank , and modern scholars such as Marcus Rediker , Professor of History at the University of Pittsburgh , generally agree that the whole concept of pirates forcing prisoners to walk the plank belongs to a later age than Bonnet 's.","No contemporary source makes any mention of Bonnet forcing prisoners to walk the plank , and modern scholars such as Marcus Rediker , Professor of History at the University of Pittsburgh , generally agree the whole concept of pirates forcing prisoners to walk the plank belongs to a later age than Bonnet 's.",agree,that
"In 1936 Smyth responded to media criticism of basic science research as "" useless "" by suggesting that seemingly useless research could turn out to be very useful later.","In 1936 Smyth responded to media criticism of basic science research as "" useless "" by suggesting seemingly useless research could turn out to be very useful later.",suggest,that
"Smyth wrote what became known as the Smyth Report in his office in Princeton 's Palmer Laboratory , which later became the Frist Campus Center.","Smyth wrote what became known as the Smyth Report in his office in Princeton 's Palmer Laboratory , which later became the Frist Campus Center.",write,other
"He later reported that "" my financial balance from the Smyth Report is minus two dollars , the copyright fee.","He later reported "" my financial balance from the Smyth Report is minus two dollars , the copyright fee.",report,that
Rebecca Press Schwartz argues that Smyth 's academic background and his report 's security @-@ driven focus on physics at the expense of engineering caused the Smyth Report to promote a public perception of the Manhattan Project as primarily an achievement of physicists.,Rebecca Press Schwartz argues Smyth 's academic background and his report 's security @-@ driven focus on physics at the expense of engineering caused the Smyth Report to promote a public perception of the Manhattan Project as primarily an achievement of physicists.,argue,that
"In his autobiography , Smyth 's Princeton colleague John Archibald Wheeler recalled that Smyth recruited him to the Ivy Mike hydrogen bomb project and expressed support for the project in response to the Soviet test.","In his autobiography , Smyth 's Princeton colleague John Archibald Wheeler recalled Smyth recruited him to the Ivy Mike hydrogen bomb project and expressed support for the project in response to the Soviet test.",recall,that
"Eulogizing Oppenheimer in 1967 , Smyth said of Oppenheimer 's treatment , "" Such a wrong can never be righted ; such a blot on our history never erased .... We regret that his great work for his country was repaid so shabbily "".","Eulogizing Oppenheimer in 1967 , Smyth said of Oppenheimer 's treatment , "" Such a wrong can never be righted ; such a blot on our history never erased .... We regret that his great work for his country was repaid so shabbily "".",say,none
"Eulogizing Oppenheimer in 1967 , Smyth said of Oppenheimer 's treatment , "" Such a wrong can never be righted ; such a blot on our history never erased .... We regret that his great work for his country was repaid so shabbily "".","Eulogizing Oppenheimer in 1967 , Smyth said of Oppenheimer 's treatment , "" Such a wrong can never be righted ; such a blot on our history never erased .... We regret his great work for his country was repaid so shabbily "".",regret,that
", viii Astruc describes them being blocked by "" small animals "" that are "" implanted "" in the excretory ducts , and attributes their presence in the oral cavity to apthous ulcers , noting "" these glands naturally [ secrete ] a viscous humour , which puts on various colours and consistencies ... in its natural state is very mild , balsamic , and intended to wet and lubricate the mouth "" In The Principles of Physiology 1834 , A. Combe noted that the glands were not present in the palms of the hands or soles of the feet.",", viii Astruc describes them being blocked by "" small animals "" that are "" implanted "" in the excretory ducts , and attributes their presence in the oral cavity to apthous ulcers , noting "" these glands naturally [ secrete ] a viscous humour , which puts on various colours and consistencies ... in its natural state is very mild , balsamic , and intended to wet and lubricate the mouth "" In The Principles of Physiology 1834 , A. Combe noted the glands were not present in the palms of the hands or soles of the feet.",note,that
"Based on this and other debris recovered from the Greenland coast , the meteorologist Henrik Mohn developed a theory of transpolar drift , which led Nansen to believe that a specially designed ship could be frozen in the pack ice and follow the same track as the Jeannette wreckage , thus reaching the vicinity of the pole.","Based on this and other debris recovered from the Greenland coast , the meteorologist Henrik Mohn developed a theory of transpolar drift , which led Nansen to believe a specially designed ship could be frozen in the pack ice and follow the same track as the Jeannette wreckage , thus reaching the vicinity of the pole.",believe,that
"Fram 's drift and Nansen 's sledge journey proved conclusively that there were no significant land masses between the Eurasian continents and the North Pole , and confirmed the general character of the north polar region as a deep , ice @-@ covered sea.","Fram 's drift and Nansen 's sledge journey proved conclusively there were no significant land masses between the Eurasian continents and the North Pole , and confirmed the general character of the north polar region as a deep , ice @-@ covered sea.",prove,that
"In a lecture given in 1884 to the Norwegian Academy of Science and Letters Dr. Henrik Mohn , one of the founders of modern meteorology , argued that the finding of the Jeannette relics indicated the existence of an ocean current flowing from east to west across the entire Arctic ocean.","In a lecture given in 1884 to the Norwegian Academy of Science and Letters Dr. Henrik Mohn , one of the founders of modern meteorology , argued the finding of the Jeannette relics indicated the existence of an ocean current flowing from east to west across the entire Arctic ocean.",argue,that
""" Putting all this together , "" Nansen said , "" we are driven to the conclusion that a current flows ... from the Siberian Arctic Sea to the east coast of Greenland , "" probably passing across the Pole.",""" Putting all this together , "" Nansen said , "" we are driven to the conclusion that a current flows ... from the Siberian Arctic Sea to the east coast of Greenland , "" probably passing across the Pole.",say,none
""" Putting all this together , "" Nansen said , "" we are driven to the conclusion that a current flows ... from the Siberian Arctic Sea to the east coast of Greenland , "" probably passing across the Pole.",""" Putting all this together , "" Nansen said , "" we are driven to the conclusion that a current flows ... from the Siberian Arctic Sea to the east coast of Greenland , "" probably passing across the Pole.",say,none
"The American explorer Adolphus Greely called it "" an illogical scheme of self @-@ destruction "" ; his assistant , Lieutenant David Brainerd , called it "" one of the most ill @-@ advised schemes ever embarked on "" , and predicted that it would end in disaster.","The American explorer Adolphus Greely called it "" an illogical scheme of self @-@ destruction "" ; his assistant , Lieutenant David Brainerd , called it "" one of the most ill @-@ advised schemes ever embarked on "" , and predicted it would end in disaster.",predict,that
"Sir Allen Young , a veteran of the searches for Sir John Franklin 's lost expedition , did not believe that a ship could be built to withstand the crushing pressure of the ice : "" If there is no swell the ice must go through her , whatever material she is made of.","Sir Allen Young , a veteran of the searches for Sir John Franklin 's lost expedition , did not believe a ship could be built to withstand the crushing pressure of the ice : "" If there is no swell the ice must go through her , whatever material she is made of.",believe,that
""" Sir Joseph Hooker , who had sailed south with James Clark Ross in 1839 – 43 , was of the same opinion , and thought the risks were not worth taking.",""" Sir Joseph Hooker , who had sailed south with James Clark Ross in 1839 – 43 , was of the same opinion , and thought the risks were not worth taking.",think,none
"This odd shape was explained by Archer : "" A ship that is built with exclusive regard to its suitability for [ Nansen 's ] object must differ essentially from any known vessel.","This odd shape was explained by Archer : "" A ship that is built with exclusive regard to its suitability for [ Nansen 's ] object must differ essentially from any known vessel.",explain,none
"Nansen expressed his frustration in his journal : "" I feel I must break through this deadness , this inertia , and find some outlet for my energies.","Nansen expressed his frustration in his journal : "" I feel I must break through this deadness , this inertia , and find some outlet for my energies.",feel,none
"Based on the uncertain direction and slow speed of the drift , Nansen calculated that it might take the ship five years to reach the pole.","Based on the uncertain direction and slow speed of the drift , Nansen calculated it might take the ship five years to reach the pole.",calculate,that
"On 19 May , two days after the celebrations for Norway 's National Day , Fram passed 81 ° , indicating that the ship 's northerly speed was slowly increasing , though it was still barely a mile ( 1 @.@ 6 km ) a day.","On 19 May , two days after the celebrations for Norway 's National Day , Fram passed 81 ° , indicating the ship 's northerly speed was slowly increasing , though it was still barely a mile ( 1 @.@ 6 km ) a day.",indicate,that
"After the excitement it was noted that Fram had drifted beyond Greely 's Farthest North record of 83 ° 24 , and on 8 January was at 83 ° 34 ′ N..","After the excitement it was noted Fram had drifted beyond Greely 's Farthest North record of 83 ° 24 , and on 8 January was at 83 ° 34 ′ N..",note,that
"On 17 February 1895 Nansen began a farewell letter to his wife , Eva , writing that should he come to grief "" you will know that your image will be the last I see.","On 17 February 1895 Nansen began a farewell letter to his wife , Eva , writing should he come to grief "" you will know that your image will be the last I see.",write,that
"On 17 February 1895 Nansen began a farewell letter to his wife , Eva , writing that should he come to grief "" you will know that your image will be the last I see.","On 17 February 1895 Nansen began a farewell letter to his wife , Eva , writing that should he come to grief "" you will know your image will be the last I see.",know,that
On 22 March a sextant observation showed that the pair had travelled 65 nautical miles ( 120 km ; 75 mi ) towards the pole at a daily average of over nine nautical miles ( 17 km ; 10 mi ).,On 22 March a sextant observation showed the pair had travelled 65 nautical miles ( 120 km ; 75 mi ) towards the pole at a daily average of over nine nautical miles ( 17 km ; 10 mi ).,show,that
"A sextant reading on 29 March of 85 ° 56 ′ N indicated that a week 's travel had brought them 47 nautical miles ( 87 km ; 54 mi ) nearer to the pole , but also showed that their average daily distances were falling.","A sextant reading on 29 March of 85 ° 56 ′ N indicated a week 's travel had brought them 47 nautical miles ( 87 km ; 54 mi ) nearer to the pole , but also showed that their average daily distances were falling.",indicate,that
"A sextant reading on 29 March of 85 ° 56 ′ N indicated that a week 's travel had brought them 47 nautical miles ( 87 km ; 54 mi ) nearer to the pole , but also showed that their average daily distances were falling.","A sextant reading on 29 March of 85 ° 56 ′ N indicated that a week 's travel had brought them 47 nautical miles ( 87 km ; 54 mi ) nearer to the pole , but also showed their average daily distances were falling.",show,that
"More worryingly , a theodolite reading that day suggested that they were at only 85 ° 15 ′ N , and they had no means of knowing which of the readings was correct.","More worryingly , a theodolite reading that day suggested they were at only 85 ° 15 ′ N , and they had no means of knowing which of the readings was correct.",suggest,that
"More worryingly , a theodolite reading that day suggested that they were at only 85 ° 15 ′ N , and they had no means of knowing which of the readings was correct.","More worryingly , a theodolite reading that day suggested that they were at only 85 ° 15 ′ N , and they had no means of knowing which of the readings was correct.",know,none
"Johansen 's diary indicated his failing spirits : "" My fingers are all destroyed.","Johansen 's diary indicated his failing spirits : "" My fingers are all destroyed.",indicate,none
"All mittens are frozen stiff ... It is becoming worse and worse ... God knows what will happen to us "".","All mittens are frozen stiff ... It is becoming worse and worse ... God knows what will happen to us "".",know,other
"On 3 April , after days of difficult travel , Nansen privately began to wonder if the pole might , after all , be out of reach.","On 3 April , after days of difficult travel , Nansen privately began to wonder if the pole might , after all , be out of reach.",wonder,other
"He decided that they would go no further north , and would head for Cape Fligely in Franz Josef Land.","He decided they would go no further north , and would head for Cape Fligely in Franz Josef Land.",decide,that
"Other tracks soon appeared , and Nansen began to believe that land might be near.","Other tracks soon appeared , and Nansen began to believe land might be near.",believe,that
"The latitude calculated on 9 May , 84 ° 3 ′ N , was disappointing — Nansen had hoped they were farther south.","The latitude calculated on 9 May , 84 ° 3 ′ N , was disappointing — Nansen had hoped they were farther south.",hope,none
"However , contrary winds and loose ice made further progress in the kayak hazardous , and on 28 August Nansen decided that , with another polar winter drawing near , they should stay where they were and await the following spring.","However , contrary winds and loose ice made further progress in the kayak hazardous , and on 28 August Nansen decided , with another polar winter drawing near , they should stay where they were and await the following spring.",decide,that
"Nothing they saw seemed to fit with their rudimentary map of Franz Josef Land , and Nansen speculated whether they were in uncharted lands between Franz Josef Land and Spitsbergen.","Nothing they saw seemed to fit with their rudimentary map of Franz Josef Land , and Nansen speculated whether they were in uncharted lands between Franz Josef Land and Spitsbergen.",speculate,other
"On 17 June , as they prepared to leave again , Nansen thought he heard a dog bark and went to investigate.","On 17 June , as they prepared to leave again , Nansen thought he heard a dog bark and went to investigate.",think,none
"For the next six weeks Nansen had little to do but await the arrival of Windward , worrying that he might have to spend the winter at Cape Flora , and sometimes regretting that he and Johansen had not pressed on to Spitsbergen.","For the next six weeks Nansen had little to do but await the arrival of Windward , worrying he might have to spend the winter at Cape Flora , and sometimes regretting that he and Johansen had not pressed on to Spitsbergen.",worry,that
"For the next six weeks Nansen had little to do but await the arrival of Windward , worrying that he might have to spend the winter at Cape Flora , and sometimes regretting that he and Johansen had not pressed on to Spitsbergen.","For the next six weeks Nansen had little to do but await the arrival of Windward , worrying that he might have to spend the winter at Cape Flora , and sometimes regretting he and Johansen had not pressed on to Spitsbergen.",regret,that
"As the drift proceeded the ocean became deeper ; soundings gave successive depths of 6 @,@ 000 feet ( 1 @,@ 800 m ) , 9 @,@ 000 feet ( 2 @,@ 700 m ) and 2 @,@ 000 feet ( 610 m ) , a progression which indicated that no undiscovered land mass was nearby.","As the drift proceeded the ocean became deeper ; soundings gave successive depths of 6 @,@ 000 feet ( 1 @,@ 800 m ) , 9 @,@ 000 feet ( 2 @,@ 700 m ) and 2 @,@ 000 feet ( 610 m ) , a progression which indicated no undiscovered land mass was nearby.",indicate,that
"Inactivity and boredom led to increased drinking ; Scott Hansen recorded that Christmas and New Year passed "" with the usual hot punch and consequent hangover "" , and wrote that he was "" getting more and more disgusted with drunkenness "".","Inactivity and boredom led to increased drinking ; Scott Hansen recorded that Christmas and New Year passed "" with the usual hot punch and consequent hangover "" , and wrote he was "" getting more and more disgusted with drunkenness "".",write,that
